,domestic total gross,genre,movie title,production_budget,rating,release date,runtime (mins)
1721,36600.0,Documentary,Beautiful Darling,N/A,Unrated,2011-04-22,0
1722,12200.0,Foreign,Life of Riley,N/A,Unrated,2014-10-24,108
1723,9600.0,Horror,The Sacrament,N/A,R,2014-06-06,100
1724,4200.0,Drama,Morning,N/A,R,2013-09-27,0
1725,18857500.0,Horror,Silent Hill: Revelation 3D,$20 million,R,2012-10-26,94
1726,319900.0,Drama,Good Kill,N/A,R,2015-05-15,102
1727,35700.0,Horror,Stake Land,N/A,R,2011-04-22,98
1728,24900.0,Documentary,Carol Channing: Larger Than Life,N/A,PG,2012-01-20,83
1729,12200.0,Drama,Arabian Nights: Volume 1 - The Restless One,N/A,Unrated,2015-12-04,125
1730,48444800.0,Horror,Poltergeist,$35 million,PG-13,2015-05-22,93
1731,1959400.0,Drama,Only Lovers Left Alive,$7 million,R,2014-04-11,123
1732,47700.0,Documentary,The Dog,N/A,Unrated,2014-08-08,100
1733,47135300.0,Action Horror,Resident Evil: Retribution,$65 million,R,2012-09-14,95
1734,74800.0,Foreign,My Way,N/A,R,2012-04-20,144
1735,141700.0,Foreign,I Saw the Devil,N/A,Unrated,2011-03-04,141
1736,30900.0,Comedy / Drama,Struck By Lightning,N/A,Unrated,2013-01-11,90
1737,23800.0,Documentary,Can't Stand Losing You: Surviving the Police,N/A,Unrated,2015-03-20,79
1738,5000.0,Documentary,Miss Hill: Making Dance Matter,N/A,Unrated,2015-01-23,80
1739,120600.0,Comedy,The Perfect Family,N/A,PG-13,2012-05-04,84
1740,8800.0,Documentary,La Maison De La Radio,N/A,Unrated,2013-09-04,99
1741,110500.0,Foreign / Action,Elite Squad: The Enemy Within,N/A,Unrated,2011-11-11,116
1742,37700.0,Foreign,That Man From Rio,N/A,Unrated,2014-08-22,112
1743,1000.0,Drama,Childless,N/A,R,2015-05-15,87
1744,352100.0,Comedy,Super,$2.5 million,R,2011-04-01,90
1745,1079800.0,Comedy,Damsels in Distress,N/A,PG-13,2012-04-06,98
1746,16248600.0,Comedy / Drama,And So It Goes,N/A,PG-13,2014-07-25,94
1747,3849100.0,Comedy / Drama,Wish I Was Here,N/A,R,2014-07-18,114
1748,11700.0,Comedy Thriller,Kidnapping of Michel Houellebecq,N/A,Unrated,2015-03-25,96
1749,1052100.0,Western,Meek's Cutoff,$2 million,PG,2011-04-08,104
1750,47200.0,Foreign,Filmistaan,N/A,Unrated,2014-06-06,117
1751,4500.0,Foreign,Arabian Nights: Volume 3 - The Enchanted One,N/A,Unrated,2015-12-18,125
1752,102667600.0,Sci-Fi,Elysium,$115 million,R,2013-08-09,109
1753,3122100.0,Foreign,Barfi!,N/A,Unrated,2012-09-14,150
1754,18300.0,Foreign,Le Pont du Nord,N/A,Unrated,2013-03-22,129
1755,1132700.0,Foreign,In Darkness,N/A,R,2012-02-10,145
1756,1435900.0,Documentary,Chasing Ice,N/A,PG-13,2012-11-09,76
1757,41900.0,Music Drama,CBGB,N/A,R,2013-10-04,101
1758,196400.0,Drama,Midnight's Children,N/A,Unrated,2013-04-26,148
1759,26900.0,Documentary,Peace Officer,N/A,Unrated,2015-09-16,105
1760,7300.0,Drama,The Sisterhood of Night,N/A,PG-13,2015-04-10,103
1761,155800.0,Thriller,Cold Weather,N/A,Unrated,2011-02-04,96
1762,400.0,Horror,Skinless,"$2,000",Unrated,2014-03-08,80
1763,5100.0,Documentary,Nuclear Nation,N/A,Unrated,2013-12-11,145
1764,160400.0,Horror,From Beneath,N/A,Unrated,2012-08-10,82
1765,2841200.0,Drama,The Good Lie,N/A,PG-13,2014-10-03,110
1766,1026300.0,Foreign,Ready,N/A,Unrated,2011-06-03,157
1767,203500.0,Documentary,Code Black,N/A,Unrated,2014-06-20,78
1768,62500.0,Comedy / Drama,Rudderless,N/A,R,2014-10-17,105
1769,100.0,Sci-Fi Horror,Storage 24,N/A,R,2013-01-18,87
1770,8200.0,Foreign / Action,Iceman,N/A,R,2014-09-19,105
1771,7800.0,Drama / Thriller,The Riot Club,N/A,R,2015-03-27,107
1772,5100.0,Drama,A Reason,N/A,Unrated,2015-08-28,112
1773,31000.0,Comedy Thriller,Salvation Boulevard,$5.5 million,R,2011-07-15,96
1774,273500.0,Foreign,Love in the Buff,N/A,Unrated,2012-03-30,112
1775,27200.0,Drama,In Another Country,N/A,Unrated,2012-11-09,89
1776,4228600.0,War Drama,The Water Diviner,$22.5 million,R,2015-04-24,111
1777,49200.0,Documentary,The Seven Five,N/A,R,2015-05-08,103
1778,1200.0,Comedy / Drama,Veer!,N/A,Unrated,2013-03-01,0
1779,309300.0,Drama,The Last of Robin Hood,N/A,R,2014-08-29,94
1780,18610400.0,Crime Drama,Mr. Holmes,N/A,PG,2015-07-17,103
1781,5700.0,Documentary,The Only Real Game,N/A,Unrated,2014-03-07,82
1782,228100.0,Foreign / Action,Tai Chi Zero,N/A,PG-13,2012-10-19,94
1783,27126400.0,Drama,Boyhood,$4 million,R,2014-07-11,166
1784,31000.0,Crime Comedy,Paulette,N/A,R,2015-08-14,87
1785,54200.0,Thriller,Wake in Fright,N/A,R,2012-10-05,0
1786,90900.0,Comedy,Christmas Eve,N/A,PG,2015-12-04,96
1787,85208200.0,Horror Comedy,Dark Shadows,$150 million,PG-13,2012-05-11,113
1788,304500.0,Action Fantasy,Attack on Titan: Part 2,N/A,Unrated,2015-10-20,0
1789,10850500.0,Comedy,Moms' Night Out,$5 million,PG,2014-05-09,98
1790,169600.0,Drama,Time Out of Mind,N/A,Unrated,2015-09-09,120
1791,4296400.0,Drama,Shame,N/A,NC-17,2011-12-02,99
1792,2063500.0,Sports Drama,The Mighty Macs,$7 million,G,2011-10-21,102
1793,23700.0,Drama,Monogamy,N/A,Unrated,2011-03-11,94
1794,14547400.0,Drama,Labor Day,$18 million,PG-13,2014-01-31,111
1795,89993000.0,Comedy,Dumb and Dumber To,$40 million,PG-13,2014-11-14,110
1796,1309300.0,Documentary,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",N/A,R,2011-07-08,98
1797,136100.0,Foreign,What Women Want,N/A,Unrated,2011-02-03,100
1798,5900.0,Comedy / Drama,"Sex, Death and Bowling",N/A,R,2015-10-30,96
1799,30701800.0,Fantasy,Beastly,$17 million,PG-13,2011-03-04,95
1800,26100.0,Documentary,Shut Up Little Man,N/A,Unrated,2011-08-26,90
1801,10900.0,Foreign,In the Name Of,N/A,Unrated,2013-10-30,102
1802,514400.0,Foreign,Somewhere Only We Know,N/A,Unrated,2015-02-13,109
1803,48753400.0,Comedy,Here Comes the Boom,N/A,PG,2012-10-12,105
1804,4000.0,Documentary,The Harvest/La Cosecha,N/A,Unrated,2011-07-29,84
1805,25000.0,Horror Thriller,Vanishing on 7th Street,N/A,R,2011-02-18,93
1806,365400.0,Music Drama,Jimi: All Is By My Side,N/A,R,2014-09-26,118
1807,52741500.0,Thriller,Savages,$45 million,R,2012-07-06,130
1808,311006000.0,Romance,The Twilight Saga: Breaking Dawn Part 1,$110 million,PG-13,2011-11-18,108
1809,22036900.0,Drama,Big Miracle,$40 million,PG,2012-02-03,123
1810,225200.0,Comedy / Drama,Prince Avalanche,N/A,R,2013-08-09,94
1811,117800.0,Documentary,Ain't In It For My Health: A Film About Levon Helm,N/A,Unrated,2013-04-19,105
1812,38300.0,Romantic Comedy,I Give It a Year,N/A,R,2013-08-09,97
1813,61733600.0,Romance,Titanic 3D,$18 million,PG-13,2012-04-04,194
1814,13400.0,Foreign,"If I Want to Whistle, I Whistle",N/A,Unrated,2011-01-05,94
1815,3900.0,Comedy / Drama,Loosies,N/A,PG-13,2012-01-11,88
1816,1529700.0,Foreign,"Two Days, One Night",N/A,PG-13,2014-12-24,95
1817,443300.0,Foreign,The Pirates,N/A,Unrated,2014-09-05,130
1818,273546900.0,Comedy,The Hangover Part II,$80 million,R,2011-05-26,102
1819,1441200.0,Drama,Another Earth,N/A,PG-13,2011-07-22,92
1820,24100.0,Foreign,Four Adventures of Reinette and Mirabelle,N/A,Unrated,2011-07-20,95
1821,62231500.0,Animation,ParaNorman,$60 million,PG,2012-08-17,93
1822,62715300.0,Comedy,The Secret Life of Walter Mitty,$90 million,PG,2013-12-25,114
1823,3688100.0,Sci-Fi Comedy,Robot & Frank,N/A,PG-13,2012-08-17,90
1824,40700.0,Documentary,Mumia: Long Distance Revolutionary,N/A,Unrated,2013-02-01,120
1825,349300.0,Drama,Noble,N/A,PG-13,2015-05-08,101
1826,30947400.0,Horror,Crimson Peak,$55 million,R,2015-10-16,119
1827,2259200.0,Thriller,The Saratov Approach,N/A,PG-13,2013-10-09,101
1828,274000.0,Foreign,War of the Arrows,N/A,R,2011-09-30,122
1829,28100.0,Documentary,Tap World,N/A,Unrated,2015-07-10,72
1830,19200.0,Documentary,Payback,N/A,Unrated,2012-04-25,86
1831,1046000.0,Animation,From Up on Poppy Hill,N/A,PG,2013-03-15,91
1832,450100.0,Action Thriller,Seeking Justice,N/A,R,2012-03-16,105
1833,61508300.0,Romantic Comedy,Midnight in Paris,$17 million,PG-13,2011-05-20,88
1834,50000.0,Foreign,Rapt,N/A,Unrated,2011-07-06,125
1835,272920700.0,Fantasy,The Hobbit: The Desolation of Smaug,N/A,PG-13,2013-12-13,161
1836,27300.0,Crime Drama,The Power of Few,N/A,R,2013-02-15,0
1837,121200.0,Foreign,The Liberator,N/A,Unrated,2014-10-03,119
1838,73168500.0,Comedy / Drama,The Best Man Holiday,$17 million,R,2013-11-15,122
1839,4700.0,Documentary,"Farewell, Herr Schwarz",N/A,Unrated,2015-01-09,96
1840,114200.0,Documentary,The Look of Silence,N/A,R,2015-07-17,103
1841,2900.0,Crime Thriller,Restitution,N/A,R,2011-10-28,101
1842,32800.0,Foreign,Muran,N/A,Unrated,2011-09-30,136
1843,8400.0,Documentary,Photographic Memory,N/A,Unrated,2012-10-12,87
1844,5800.0,Drama,Kid Cannabis,N/A,Unrated,2014-04-18,105
1845,1670700.0,Documentary,Stories We Tell,N/A,PG-13,2013-05-10,108
1846,41800.0,Documentary,Paul Williams Still Alive,N/A,PG-13,2012-06-08,84
1847,99100.0,Documentary,American: The Bill Hicks Story,N/A,Unrated,2011-04-08,102
1848,18800.0,Documentary,Casting By,N/A,Unrated,2013-11-01,89
1849,140300.0,Drama,Redwood Highway,N/A,PG-13,2014-04-11,90
1850,134700.0,Comedy,Knights of Badassdom,N/A,R,2014-01-21,86
1851,5600.0,Horror Comedy,Return to Nuke 'Em High Volume 1,N/A,Unrated,2014-01-10,85
1852,31200.0,Documentary,Hitler's Children,N/A,Unrated,2012-11-16,59
1853,17600.0,Romantic Comedy,Hank and Asha,N/A,Unrated,2014-04-11,73
1854,571400.0,Thriller,The Reluctant Fundamentalist,N/A,R,2013-04-26,128
1855,415592600.0,Fantasy,Harry Potter and the Deathly Hallows Part 2,N/A,PG-13,2011-07-15,130
1856,41220900.0,Sci-Fi Comedy,Paul,$40 million,R,2011-03-18,100
1857,1040100.0,Documentary,Dior and I,N/A,Unrated,2015-04-10,90
1858,108600.0,Drama,Wuthering Heights,N/A,Unrated,2012-10-05,129
1859,70168500.0,Drama / Thriller,Unknown,$30 million,PG-13,2011-02-18,109
1860,11500.0,Thriller,Evil Intent,N/A,Unrated,2013-06-29,74
1861,12000.0,Animation,Tales of the Night,N/A,Unrated,2012-09-26,84
1862,25200.0,Unknown,Rediscover Sautet,N/A,Unrated,2015-06-12,0
1863,82700.0,Foreign,Caesar Must Die,N/A,Unrated,2013-02-01,76
1864,61000.0,Sci-Fi,Beyond the Black Rainbow,N/A,R,2012-05-18,110
1865,31600.0,Documentary,A Fierce Green Fire,N/A,Unrated,2013-02-22,101
1866,490000.0,Documentary,Last Days in Vietnam,N/A,Unrated,2014-09-05,98
1867,125620700.0,Action / Adventure,Green Lantern,$200 million,PG-13,2011-06-17,105
1868,69293700.0,Comedy / Drama,Magic Mike XXL,$14.8 million,R,2015-07-01,115
1869,42546600.0,Horror Comedy,Krampus,$15 million,PG-13,2015-12-04,98
1870,9200.0,Foreign,Cupcakes,N/A,Unrated,2015-03-27,92
1871,11200.0,Foreign,The Prince of the Himalayas,N/A,Unrated,2011-12-23,108
1872,4396900.0,Documentary,Buck,N/A,PG,2011-06-17,88
1873,11000.0,Animation,Arjun: The Warrior Prince,N/A,Unrated,2012-05-25,96
1874,39200.0,Foreign,Max et les Ferrailleurs,N/A,Unrated,2012-08-10,107
1875,6300.0,Action Thriller,A Dark Truth,N/A,R,2013-01-04,106
1876,1165700.0,Comedy,The Overnight,N/A,R,2015-06-19,80
1877,2700.0,Thriller,Julia,N/A,R,2015-10-23,95
1878,800.0,Comedy,The Decoy Bride,N/A,PG,2012-03-09,89
1879,27921300.0,Drama,A Walk Among the Tombstones,$28 million,R,2014-09-19,114
1880,275900.0,Comedy / Drama,Boy,N/A,Unrated,2012-03-02,87
1881,4100.0,Comedy,Swim Little Fish Swim,N/A,Unrated,2014-09-19,95
1882,21473800.0,Period Action,The Eagle,$25 million,PG-13,2011-02-11,114
1883,12000.0,Drama,"Now, Forager",N/A,Unrated,2012-10-03,93
1884,6800.0,Documentary,Jews of Egypt,N/A,Unrated,2014-03-28,96
1885,23400.0,Documentary,The Arbor,N/A,Unrated,2011-04-27,94
1886,11700.0,Documentary,Pay 2 Play: Democracy's High Stakes,N/A,Unrated,2014-09-05,89
1887,760300.0,Documentary,Tabloid,N/A,R,2011-07-15,87
1888,72100.0,Foreign,Shaolin,N/A,R,2011-09-09,139
1889,14600.0,Documentary,Red Obsession,N/A,Unrated,2013-09-06,76
1890,85500.0,Documentary,Tab Hunter Confidential,N/A,Unrated,2015-10-16,90
1891,41000.0,Documentary,Love Thy Nature,N/A,Unrated,2015-02-19,76
1892,271200.0,Comedy,My Uncle Rafael,N/A,PG-13,2012-09-21,102
1893,10900.0,Drama,InchAllah,N/A,R,2013-08-16,102
1894,87318500.0,Animation,Penguins of Madagascar,$132 million,PG,2014-11-26,92
1895,2200.0,Documentary,Algorithms,N/A,Unrated,2014-10-17,100
1896,234000.0,Foreign,Singh Saab The Great,N/A,Unrated,2013-11-22,90
1897,115055000.0,Horror,Paranormal Activity 3,$5 million,R,2011-10-21,81
1898,4500.0,Drama,The Summer of Sangaile,N/A,Unrated,2015-11-20,88
1899,77892400.0,Action / Adventure,Hercules,$100 million,PG-13,2014-07-25,98
1900,11000.0,Comedy,Just Before I Go,N/A,R,2015-04-24,92
1901,9800.0,Foreign,Clandestine Childhood,N/A,Unrated,2013-01-18,112
1902,63396500.0,Animation,Planes: Fire & Rescue,$50 million,PG,2014-07-18,83
1903,65800.0,Documentary,Crime After Crime,N/A,Unrated,2011-07-01,95
1904,83460500.0,Action Comedy,2 Guns,$61 million,R,2013-08-02,109
1905,1742700.0,Foreign,Potiche,N/A,R,2011-03-25,103
1906,1100.0,Foreign,Caught in the Web,N/A,Unrated,2013-11-27,117
1907,16329500.0,Horror,The Last Exorcism Part II,$5 million,PG-13,2013-03-01,88
1908,14900.0,Foreign,The Day He Arrives,N/A,Unrated,2012-04-20,79
1909,458800.0,Documentary,Sound City,N/A,Unrated,2013-02-01,108
1910,800.0,Foreign,Jackpot,N/A,Unrated,2014-06-27,90
1911,546600.0,Horror,Creature,N/A,R,2011-09-09,93
1912,15600.0,Comedy,Buzzard,N/A,Unrated,2015-03-06,97
1913,2700.0,Drama,Refuge,N/A,Unrated,2014-03-28,0
1914,7186000.0,Comedy,Grandma,"$600,000",R,2015-08-21,78
1915,3300.0,Drama,A Girl and a Gun,N/A,Unrated,2013-07-03,75
1916,62900.0,Comedy Thriller,Cheap Thrills,N/A,Unrated,2014-03-21,85
1917,4100.0,Documentary,Maidan,N/A,Unrated,2014-12-12,130
1918,1873500.0,Horror,The Vatican Tapes,N/A,PG-13,2015-07-24,91
1919,19700.0,Drama,Little Birds,N/A,R,2012-08-29,96
1920,12770200.0,Thriller,Gone,N/A,PG-13,2012-02-24,85
1921,6310600.0,Documentary,Meet the Mormons,N/A,PG,2014-10-10,78
1922,69100.0,Documentary,I Am Big Bird,N/A,Unrated,2015-05-06,90
1923,177111000.0,Romance,Fifty Shades of Grey,$40 million,R,2015-02-13,125
1924,192832000.0,Sci-Fi Action,Rise of the Planet of the Apes,$93 million,PG-13,2011-08-05,110
1925,700.0,War Drama,Into the White,N/A,R,2013-04-12,100
1926,463543100.0,Action / Adventure,Avengers: Age of Ultron,$250 million,PG-13,2015-05-01,141
1927,18000.0,Foreign,Teddy Bear,N/A,Unrated,2012-08-22,92
1928,116600.0,Documentary,Spinning Plates,N/A,Unrated,2013-10-25,93
1929,104385000.0,Thriller,Zero Dark Thirty,$40 million,R,2012-12-19,157
1930,62400.0,Documentary,Sweet Dreams,N/A,Unrated,2013-11-01,84
1931,11700.0,Foreign,Dishkiyaoon,N/A,Unrated,2014-03-28,110
1932,1790900.0,Musical,Singin' In the Rain,N/A,G,2012-07-12,103
1933,829100.0,Comedy,Sleeping with Other People,N/A,R,2015-09-11,95
1934,80445400.0,Documentary,Justin Bieber: Never Say Never,$13 million,G,2011-02-11,105
1935,15481400.0,Documentary,America,N/A,PG-13,2014-06-27,103
1936,1300.0,Drama,3 Nights in the Desert,N/A,R,2015-02-06,90
1937,6287300.0,Drama,Beginners,$3.2 million,R,2011-06-03,104
1938,4100.0,Documentary,They Come to America,N/A,Unrated,2012-03-31,99
1939,3212100.0,Foreign,Wild Tales,N/A,R,2015-02-20,122
1940,32907000.0,Music Drama,Get On Up,N/A,PG-13,2014-08-01,138
1941,20500.0,Comedy,The Color Wheel,N/A,Unrated,2012-05-18,83
1942,20913700.0,Action Thriller,Homefront,$22 million,R,2013-11-27,110
1943,15400.0,Comedy,6 Month Rule,N/A,R,2012-06-01,99
1944,417300.0,Documentary,The Hunting Ground,N/A,PG-13,2015-02-27,90
1945,112606600.0,Thriller,The Girl with the Dragon Tattoo,$90 million,R,2011-12-21,160
1946,4700.0,Drama,Club Life,N/A,R,2015-05-29,83
1947,33595300.0,Comedy,The Sitter,$25 million,R,2011-12-09,100
1948,272500.0,Sci-Fi,The Zero Theorem,N/A,R,2014-09-19,107
1949,75200.0,Drama,Puncture,N/A,R,2011-09-23,99
1950,6834800.0,Drama,Cantinflas,N/A,PG,2014-08-29,106
1951,150200.0,Drama,Manglehorn,N/A,PG-13,2015-06-19,97
1952,27929600.0,Romance,The Best of Me,$26 million,PG-13,2014-10-17,117
1953,44619200.0,Comedy / Drama,Birdman,$18 million,R,2014-10-17,119
1954,17800.0,Drama,Accident,N/A,Unrated,2014-05-23,103
1955,184200.0,Crime,The Priests,N/A,Unrated,2015-11-26,108
1956,9600.0,Foreign,Trouble Every Day,N/A,Unrated,2013-10-11,101
1957,2400.0,Drama,Scorn,N/A,Unrated,2012-03-01,88
1958,152700.0,Documentary,American Promise,N/A,Unrated,2013-10-18,135
1959,3614200.0,Comedy,The Grand Seduction,N/A,PG-13,2014-05-30,113
1960,6500.0,Drama,The Night of the Shooting Stars,N/A,R,2015-08-12,105
1961,3865100.0,Foreign,A La Mala,N/A,PG-13,2015-02-27,99
1962,3793300.0,Animation,Anomalisa,$8 million,R,2015-12-30,90
1963,146481500.0,Family Comedy,Alvin and the Chipmunks: Chipwrecked,$75 million,G,2011-12-16,87
1964,700.0,Crime Drama,Citizen Gangster,N/A,Unrated,2012-04-27,105
1965,1155800.0,Drama,Walking with the Enemy,N/A,PG-13,2014-04-25,124
1966,52700.0,Documentary,Le Joli Mai,N/A,Unrated,2013-09-13,136
1967,6515600.0,Drama,All Is Lost,N/A,PG-13,2013-10-18,100
1968,94300.0,Documentary,The Principle,N/A,PG,2014-10-24,0
1969,4500.0,Horror Thriller,Daylight,N/A,Unrated,2011-07-15,74
1970,36935000.0,Animation,"Monsters, Inc.",N/A,G,2012-12-19,90
1971,4386600.0,Foreign / Action,The Raid: Redemption,N/A,R,2012-03-23,101
1972,46165400.0,Comedy,The Internship,$58 million,PG-13,2013-06-07,119
1973,15400.0,Foreign,Gloria,N/A,R,2015-07-17,120
1974,437000.0,Western,Ain't Them Bodies Saints,N/A,R,2013-08-16,90
1975,4200.0,Documentary,"High Tech, Low Life",N/A,Unrated,2013-01-09,88
1976,14600.0,Documentary,Fifi Howls From Happiness,N/A,Unrated,2014-08-08,96
1977,1193200.0,Foreign,Desi Boyz,N/A,Unrated,2011-11-25,122
1978,9000.0,Foreign,The Mystery of Happiness,N/A,Unrated,2014-09-12,92
1979,49200.0,Crime Drama,Red Herring,N/A,Unrated,2015-10-30,91
1980,75900.0,Documentary,An Inconsistent Truth,N/A,PG,2012-01-27,89
1981,41960800.0,Romantic Comedy,Something Borrowed,$35 million,PG-13,2011-05-06,103
1982,1288300.0,Thriller,Headhunters,N/A,R,2012-04-27,100
1983,14800.0,Comedy,Dysfunctional Friends,$5 million,Unrated,2012-02-03,111
1984,17960900.0,Comedy / Drama,Young Adult,$12 million,R,2011-12-09,94
1985,56395100.0,Action Drama,The Grey,$25 million,R,2012-01-27,117
1986,170400.0,Foreign,The Big Picture,N/A,Unrated,2012-10-12,0
1987,4800.0,Foreign,Hotel Normandy,N/A,Unrated,2013-09-27,84
1988,22700.0,Drama,Memphis,N/A,Unrated,2014-09-05,75
1989,124429100.0,Animation,Cloudy with a Chance of Meatballs 2,$78 million,PG,2013-09-27,95
1990,2500.0,Comedy,L.A. Slasher,N/A,R,2015-06-26,86
1991,354600.0,Drama,Effie Gray,N/A,PG-13,2015-04-03,108
1992,100800.0,Foreign,Hiroshima Mon Amour,N/A,Unrated,2014-10-17,92
1993,61600.0,Documentary,Sagrada: The Mystery of Creation,N/A,Unrated,2014-09-12,89
1994,10900.0,Documentary,The Informant,N/A,Unrated,2013-09-13,81
1995,1576900.0,Documentary,Finding Vivian Maier,N/A,Unrated,2014-03-28,84
1996,104100.0,Drama,Every Secret Thing,N/A,R,2015-05-15,93
1997,33600.0,Crime Thriller,Small Town Murder Songs,N/A,Unrated,2011-06-03,75
1998,1210200.0,Horror Thriller,Red State,N/A,R,2011-03-05,97
1999,404400.0,Action,Freetown,N/A,PG-13,2015-04-08,113
2000,126900.0,Documentary,The Undefeated,N/A,PG-13,2011-07-15,113
2001,82518800.0,Action Thriller,Contagion,$60 million,PG-13,2011-09-09,105
2002,236400.0,Documentary,Brooklyn Castle,N/A,PG,2012-10-19,101
2003,159700.0,Foreign,Luv Shuv Tey Chicken Khurana,N/A,Unrated,2012-11-02,0
2004,257900.0,Foreign,Like Someone in Love,N/A,Unrated,2013-02-15,109
2005,13900.0,Drama,Bloodworth,N/A,R,2011-05-20,105
2006,128200.0,Documentary,The Punk Singer,N/A,Unrated,2013-11-29,82
2007,47511100.0,Sci-Fi Fantasy,Star Wars: Episode I - The Phantom Menace,N/A,PG,2012-02-10,133
2008,2700.0,Documentary,Men at Lunch,N/A,Unrated,2013-09-20,75
2009,50900.0,Documentary,The Internet's Own Boy,N/A,Unrated,2014-06-27,105
2010,49200.0,Foreign,"Happy, Happy",N/A,R,2011-09-16,88
2011,2600.0,Comedy / Drama,Why Stop Now?,N/A,R,2012-08-17,88
2012,73400.0,Foreign,Klown,N/A,R,2012-07-27,89
2013,63650100.0,Comedy,The Dictator,$65 million,R,2012-05-16,83
2014,216828200.0,Action Horror,World War Z,$190 million,PG-13,2013-06-21,116
2015,1456900.0,Action Thriller,Welcome Back,N/A,Unrated,2015-09-04,152
2016,5100.0,Comedy / Drama,On War,N/A,Unrated,2015-11-20,130
2017,77900.0,Drama,The Tree,N/A,Unrated,2011-07-15,100
2018,2900.0,Animation,Last Flight of the Champion,N/A,PG,2013-08-30,88
2019,22600.0,Comedy,Lay the Favorite,N/A,R,2012-12-07,93
2020,230250000.0,Action,Mission: Impossible - Ghost Protocol,$145 million,PG-13,2011-12-16,132
2021,932500.0,Foreign / Horror,Mas Negro Que La Noche,N/A,R,2014-09-26,0
2022,6300.0,Drama,The Imperialists Are Still Alive!,N/A,Unrated,2011-04-15,90
2023,4100.0,Sci-Fi Horror,The Moth Diaries,N/A,R,2012-04-20,82
2024,67300.0,Documentary,The Messenger,N/A,Unknown,2015-12-04,89
2025,843900.0,Foreign,Teri Meri Kahaani,N/A,Unrated,2012-06-22,120
2026,40256700.0,Drama,Philomena,$12 million,PG-13,2013-11-22,95
2027,1242200.0,Horror Thriller,The Remaining,N/A,PG-13,2014-09-05,87
2028,19600.0,Drama,Test,N/A,Unrated,2014-06-06,86
2029,45700.0,Drama,Lost River,N/A,R,2015-04-10,95
2030,745800.0,Thriller,The Paperboy,N/A,R,2012-10-05,107
2031,26227200.0,Horror,Don't Be Afraid of the Dark,$25 million,R,2011-08-26,100
2032,25900.0,Foreign,Tiny Times,N/A,Unrated,2013-07-26,116
2033,25400.0,Foreign,Bastards,N/A,Unrated,2013-10-23,83
2034,1505000.0,Foreign,Saving Private Perez,N/A,PG-13,2011-09-02,100
2035,7100.0,Drama,Sal,N/A,Unrated,2013-11-01,103
2036,4800.0,Thriller,The Truth About Emanuel,N/A,Unrated,2014-01-10,96
2037,263053000.0,Sci-Fi Action,Transformers: Age of Extinction,$210 million,PG-13,2014-06-27,165
2038,103180700.0,Animation,The Lion King,N/A,G,2011-09-16,89
2039,76396400.0,Comedy,No Strings Attached,$25 million,R,2011-01-21,110
2040,1500.0,Foreign,Little Girl,N/A,Unrated,2011-09-02,100
2041,7300.0,Foreign,Will You Still Love Me Tomorrow,N/A,Unrated,2014-01-17,104
2042,2788000.0,Drama,Carnage,N/A,R,2011-12-16,79
2043,45301900.0,Thriller,The Ides of March,N/A,R,2011-10-07,102
2044,11808300.0,Action,Drive Angry,N/A,R,2011-02-25,104
2045,5400.0,Drama,She's Lost Control,N/A,Unrated,2015-03-20,90
2046,498000.0,Foreign,Thank You,N/A,Unrated,2011-04-08,125
2047,1100.0,Animation,Khumba,N/A,Unrated,2013-12-06,84
2048,1684200.0,Action / Adventure,The Dark Knight,N/A,PG-13,2012-07-19,150
2049,10700.0,Documentary,The Mind of Mark DeFriest,N/A,Unrated,2015-03-06,106
2050,36200.0,Foreign,Big Bad Wolves,N/A,Unrated,2014-01-17,110
2051,283300.0,Adventure,Theeb,N/A,Unrated,2015-11-06,100
2052,7600.0,Documentary,The Human Scale,N/A,Unrated,2013-10-18,83
2053,73079300.0,Comedy,Tyler Perry's Madea's Witness Protection,$20 million,PG-13,2012-06-29,114
2054,6200.0,Drama / Thriller,Gabriel,N/A,Unrated,2015-06-19,85
2055,95912300.0,Sci-Fi,Tomorrowland,$190 million,PG,2015-05-22,130
2056,6800.0,Comedy,Crazy Eyes,N/A,Unrated,2012-07-06,95
2057,9587300.0,Drama,Battle of the Year,$20 million,PG-13,2013-09-20,109
2058,105700.0,Comedy,A Little Help,N/A,R,2011-07-22,108
2059,60400.0,Foreign,In Bloom,N/A,Unrated,2014-01-10,102
2060,3573000.0,Comedy,Learning to Drive,N/A,R,2015-08-21,89
2061,17300.0,Drama,As I Lay Dying,N/A,R,2013-10-11,109
2062,18998200.0,Thriller,Dark Skies,$3.5 million,PG-13,2013-02-22,97
2063,67100.0,Documentary,If a Tree Falls: A Story of the Earth Liberation Front,N/A,Unrated,2011-06-22,85
2064,395100.0,Foreign,Humpty Sharma Ki Dulhania,N/A,Unrated,2014-07-11,133
2065,254800.0,Drama,Middle of Nowhere,"$200,000",R,2012-10-12,97
2066,138100.0,Foreign,Forgiveness of Blood,N/A,Unrated,2012-02-24,109
2067,371500.0,Documentary,Koch,N/A,Unrated,2013-02-01,95
2068,111400.0,Drama,Roar!,N/A,PG,2015-04-15,102
2069,194400.0,Foreign,Tere Naal Love Ho Gaya,N/A,Unrated,2012-02-24,130
2070,23200.0,Documentary,Resurrect Dead: The Mystery of the Toynbee Tiles,N/A,Unrated,2011-09-02,86
