,domestic total gross,genre,movie title,production_budget,rating,release date,runtime (mins)
826,165392700.0,Comedy,We're the Millers,$37 million,R,2013-08-07,110
827,15700.0,Horror,Silent Night,N/A,R,2012-11-30,0
828,28690900.0,Comedy,The World's End,$20 million,R,2013-08-23,109
829,775100.0,Foreign,Yves Saint Laurent,N/A,R,2014-06-25,105
830,89900.0,Documentary,12 O'Clock Boys,N/A,Unrated,2014-01-31,76
831,10122600.0,Comedy,Fun Size,$14 million,PG-13,2012-10-26,90
832,6200.0,Documentary,Elevate,N/A,PG,2011-10-21,81
833,420300.0,Documentary,Heart of a Dog,N/A,Unrated,2015-10-21,75
834,3307600.0,Drama,Martha Marcy May Marlene,N/A,R,2011-10-21,120
835,5100.0,Foreign,Nothing Bad Can Happen,N/A,Unrated,2014-06-27,105
836,1548500.0,Drama,The Diary of a Teenage Girl,N/A,R,2015-08-07,102
837,19000.0,Drama,Littlerock,N/A,Unrated,2011-08-12,80
838,160269800.0,Action / Adventure,Divergent,$85 million,PG-13,2014-03-21,143
839,51541800.0,Action,Pain and Gain,$26 million,R,2013-04-26,129
840,73100.0,Drama,The Wonders,N/A,Unrated,2015-10-30,107
841,19100.0,Comedy,The Little Death,N/A,Unrated,2015-06-26,95
842,707600.0,Drama,A Matter of Faith,N/A,PG,2014-10-17,88
843,346200.0,Foreign,Shamitabh,N/A,Unrated,2015-02-06,155
844,689900.0,Comedy / Drama,Frank,N/A,R,2014-08-15,95
845,13840600.0,Drama,Whiplash,$3.3 million,R,2014-10-10,106
846,11100.0,Romantic Comedy,A Bird of the Air,N/A,PG-13,2011-09-23,98
847,72007300.0,Thriller,Bridge of Spies,$40 million,PG-13,2015-10-16,140
848,23000.0,Drama,I Used to Be Darker,N/A,Unrated,2013-09-27,90
849,1700.0,Drama,Drown,N/A,Unrated,2015-08-28,96
850,141300.0,Foreign,The Artist and the Model,N/A,R,2013-08-02,105
851,18900.0,Action / Crime,A Hard Day,N/A,Unrated,2015-07-17,111
852,3400.0,Foreign,Age of Uprising: The Legend of Michael Kohlhaas,N/A,Unrated,2014-05-30,122
853,85294500.0,Animation,The Adventures of Tintin,N/A,PG,2011-12-21,101
854,8200.0,Comedy,Brooklyn Brothers Beat the Best,N/A,Unrated,2012-09-21,98
855,100000.0,Musical,Singin' in the Rain,N/A,G,2013-04-04,103
856,582400.0,Thriller,Detective Byomkesh Bakshy,N/A,Unrated,2015-04-03,135
857,2336600.0,Unknown,2013 Oscar Nominated Short Films,N/A,Unrated,2013-02-01,0
858,49501500.0,Sci-Fi Horror,Jurassic Park 3D,$10 million,PG-13,2013-04-05,127
859,2620300.0,Comedy,Mistress America,N/A,R,2015-08-14,86
860,335400.0,Documentary,Being Elmo: A Puppeteer's Journey,N/A,PG,2011-10-21,76
861,38552000.0,Family Adventure,Walking with Dinosaurs,$80 million,PG,2013-12-20,87
862,115900.0,Documentary,The Overnighters,N/A,PG-13,2014-10-10,90
863,51500.0,Foreign,Diary of a Country Priest,N/A,Unrated,2011-02-25,115
864,60802900.0,Comedy,American Reunion,$50 million,R,2012-04-06,113
865,39000.0,Sports Drama,Underdogs,N/A,PG,2013-08-16,102
866,3300.0,Drama,The Lie,N/A,R,2011-11-18,80
867,1100.0,Foreign,Anything For Alice,N/A,Unrated,2014-12-17,99
868,147200.0,Foreign,Evangelion 2.0: You Can,N/A,Unrated,2011-01-21,109
869,354500.0,Drama / Thriller,Compliance,N/A,R,2012-08-17,90
870,110600.0,Horror Comedy,Rubber,N/A,R,2011-04-01,85
871,170700.0,Foreign,On the Job,N/A,Unrated,2013-09-27,120
872,50700.0,Drama,Margaret,$14 million,R,2011-09-30,0
873,31800.0,Horror,Kill List,N/A,Unrated,2012-02-03,95
874,2407300.0,Drama,Love is Strange,N/A,R,2014-08-22,98
875,2800.0,Drama,Indigo Children,N/A,Unrated,2014-01-17,75
876,3006800.0,Comedy / Drama,Rock The Kasbah,N/A,R,2015-10-23,106
877,1500.0,Documentary,Bestiaire,N/A,Unrated,2012-10-19,72
878,173627400.0,Animation,The SpongeBob Movie: Sponge Out of Water,$74 million,PG,2015-02-06,93
879,2100.0,Comedy,Me You and Five Bucks,N/A,Unrated,2015-09-25,93
880,198600.0,Comedy / Drama,Go For It,N/A,PG-13,2011-05-13,90
881,8800.0,Documentary,Gringo Trails,N/A,Unrated,2014-04-19,79
882,22114100.0,Comedy / Drama,Aloha,$37 million,PG-13,2015-05-29,105
883,68646200.0,Comedy,Think Like a Man Too,$24 million,PG-13,2014-06-20,106
884,1307300.0,Horror Comedy,Dylan Dog: Dead of Night,N/A,PG-13,2011-04-29,107
885,14400.0,Foreign,The Prey,N/A,R,2013-06-06,102
886,2200.0,Thriller,The Lady in the Car with Glasses and a Gun,N/A,Unrated,2015-12-18,93
887,36397800.0,Comedy,Arthur,$40 million,PG-13,2011-04-08,110
888,47800.0,Foreign,Contempt,N/A,Unrated,2013-09-06,102
889,7800.0,Documentary,Rubble Kings,N/A,Unrated,2015-06-19,71
890,14895500.0,Action,Warrior,$25 million,PG-13,2011-09-09,139
891,53800.0,Foreign / Action,Painted Skin: The Resurrection,N/A,Unrated,2012-08-17,131
892,17815800.0,Drama,Jobs,$12 million,PG-13,2013-08-16,122
893,5792200.0,Drama,Cesar Chavez,N/A,PG-13,2014-03-28,101
894,132400.0,Drama,Boulevard,N/A,R,2015-07-10,88
895,4900.0,Comedy / Drama,Gerontophilia,N/A,Unrated,2015-05-01,82
896,297700.0,Foreign,7 Khoon Maaf,N/A,Unrated,2011-02-18,137
897,6400.0,Drama,Arabian Nights: Volume 2 - The Desolate One,N/A,Unrated,2015-12-11,131
898,34622000.0,Drama,Concussion,$35 million,PG-13,2015-12-25,123
899,15281600.0,Comedy,What's Your Number?,$20 million,R,2011-09-30,106
900,17800.0,Foreign,Alps,N/A,Unrated,2012-07-13,93
901,4893300.0,Drama,The Company Men,$15 million,R,2011-01-21,105
902,1620600.0,Thriller,Persecuted,N/A,PG-13,2014-07-18,91
903,4700.0,Documentary,Art Is... The Permanent Revolution,N/A,Unrated,2012-03-02,82
904,252475000.0,Fantasy,Maleficent,$180 million,PG,2014-05-30,97
905,935300.0,Documentary,Best of Enemies,N/A,R,2015-07-31,87
906,24500.0,Documentary,Incendiary,N/A,Unrated,2011-09-23,99
907,14400.0,Foreign,Amour Fou,N/A,Unrated,2015-03-18,96
908,1278000.0,Foreign,Ek Main Aur Ekk Tu,N/A,Unrated,2012-02-10,140
909,9700.0,Documentary,Decoding Deepak,N/A,Unrated,2012-10-05,83
910,11400.0,Comedy / Drama,The Man Who Shook the Hand of Vicente Fernandez,N/A,Unrated,2012-12-07,0
911,40500.0,Drama,Sleeping Beauty,N/A,Unrated,2011-12-02,102
912,700.0,Documentary,Gottfried Helnwein and the Dreaming Child,N/A,Unrated,2012-11-23,70
913,702800.0,Foreign,Hasee Toh Phasee,N/A,Unrated,2014-02-07,140
914,1091300.0,Foreign,Rockstar,N/A,Unrated,2011-11-11,0
915,453300.0,Foreign,A Hijacking,N/A,R,2013-06-21,99
916,3623800.0,Comedy,What We Do in the Shadows,N/A,R,2015-02-13,86
917,37976000.0,Animation,Frankenweenie,$39 million,PG,2012-10-05,87
918,95300.0,Documentary,Money for Nothing: Inside the Federal Reserve,N/A,Unrated,2013-09-06,103
919,159700.0,Documentary,Backstreet Boys: Show 'Em What You're Made Of,N/A,Unrated,2015-01-30,101
920,7200.0,Drama,Down the Shore,N/A,R,2013-04-05,93
921,15014300.0,Crime Drama,Spring Breakers,$5 million,R,2013-03-15,94
922,3900.0,Foreign,The Day I Saw Your Heart,N/A,Unrated,2012-08-24,98
923,1691400.0,Foreign,Bhaag Milkha Bhaag,N/A,Unrated,2013-07-12,140
924,6600.0,Comedy / Drama,The Family Tree,N/A,Unrated,2011-08-26,87
925,4500.0,Comedy / Drama,Between Us,N/A,R,2013-06-14,90
926,13200.0,Documentary,In No Great Hurry: 13 Lessons in Life with Saul Leiter,N/A,Unrated,2014-01-03,75
927,48200.0,Horror,Bereavement,N/A,R,2011-03-04,103
928,1000.0,Foreign,Demi-Soeur,N/A,Unrated,2014-02-07,86
929,1500.0,Foreign,Headshot,N/A,Unrated,2012-09-28,105
930,1226300.0,Action Comedy,Veteran,N/A,Unrated,2015-09-18,123
931,936500.0,Musical,ABCD,N/A,Unrated,2015-06-19,154
932,27066500.0,Comedy,Our Idiot Brother,$5 million,R,2011-08-26,90
933,40900.0,Drama,Child of God,N/A,R,2014-08-01,104
934,22600.0,Horror,V/H/S/2,N/A,R,2013-07-12,95
935,6900.0,Foreign,Chillar Party,N/A,Unrated,2011-07-08,130
936,17600.0,Foreign,Eastern Boys,N/A,Unrated,2015-02-27,128
937,3049400.0,Comedy,Ladrones,N/A,PG-13,2015-10-09,0
938,23500.0,Family,Tio Papi,N/A,PG,2013-09-06,0
939,31700.0,Documentary,The Topp Twins: Untouchable Girls,N/A,Unrated,2011-05-13,84
940,191498600.0,Sci-Fi Comedy,MIB 3,$225 million,PG-13,2012-05-25,106
941,1501000.0,Comedy / Drama,Infinitely Polar Bear,N/A,R,2015-06-19,90
942,11161300.0,Comedy / Drama,Prom,$8 million,PG,2011-04-29,103
943,4100.0,Comedy,Hollidaysburg,N/A,Unrated,2014-09-19,90
944,25800.0,Action Thriller,Big Game,N/A,PG-13,2015-06-26,110
945,3300.0,Foreign,What Now? Remind Me,N/A,Unrated,2014-08-08,164
946,2543100.0,Western,The Homesman,N/A,R,2014-11-14,122
947,22370300.0,Romantic Comedy,Baggage Claim,N/A,PG-13,2013-09-27,96
948,42900.0,Documentary,How to Make Money Selling Drugs,N/A,Unrated,2013-06-26,96
949,13800.0,Foreign / Action,Special ID,N/A,R,2014-03-07,99
950,59786900.0,Comedy,Project X,N/A,R,2012-03-02,88
951,143200.0,Animation,Is the Man Who Is Tall Happy?,N/A,Unrated,2013-11-22,88
952,143200.0,Foreign,Tomboy,N/A,Unrated,2011-11-16,84
953,6400.0,Foreign,A Bottle in the Gaza Sea,N/A,Unrated,2013-01-04,100
954,120471800.0,Family Adventure,Night at the Museum: Secret of the Tomb,$127 million,PG,2014-12-19,97
955,50800.0,Foreign,Alphaville,N/A,Unrated,2014-02-07,99
956,1113000.0,Thriller,Phantom,N/A,R,2013-03-01,97
957,23500.0,Documentary,Girl Model,N/A,Unrated,2012-09-05,78
958,26300.0,Crime Thriller,Trespass,N/A,R,2011-10-14,90
959,2451800.0,Foreign,Ode to My Father,N/A,Unrated,2014-12-25,126
960,5300.0,Comedy,Burke and Hare,N/A,R,2011-09-09,92
961,42851700.0,Comedy,The Night Before,$25 million,R,2015-11-20,101
962,317900.0,Thriller,David and Goliath,N/A,PG,2015-04-03,92
963,106600.0,Documentary,A LEGO Brickumentary,N/A,G,2015-07-31,94
964,171900.0,Documentary,Chasing Madoff,N/A,Unrated,2011-08-26,91
965,15700.0,Comedy,Peep World,N/A,R,2011-03-25,79
966,105200.0,Drama / Thriller,Shadow Dancer,N/A,R,2013-05-31,104
967,59733300.0,Drama,12 Years a Slave,$20 million,R,2013-10-18,133
968,6800.0,Western,Sweetwater,N/A,R,2013-10-11,95
969,23575000.0,Action / Adventure,Hitman: Agent 47,$35 million,R,2015-08-21,96
970,11500.0,Drama,Greetings from Tim Buckley,N/A,Unrated,2013-05-03,99
971,481400.0,Drama,Brotherly Love,N/A,R,2015-04-24,89
972,27965700.0,Action Drama,Rush,$38 million,R,2013-09-20,123
973,100000.0,Drama,Blue Caprice,N/A,R,2013-09-13,93
974,19800.0,Comedy,Dealin' With Idiots,N/A,Unrated,2013-07-12,88
975,587900.0,Comedy / Drama,Being Flynn,N/A,R,2012-03-02,86
976,60300.0,Comedy,C.O.G.,N/A,R,2013-09-20,92
977,76800.0,Animation,A Letter to Momo,N/A,Unrated,2014-07-23,120
978,39300.0,Documentary,Paul Goodman Changed My Life,N/A,Unrated,2011-10-19,89
979,96000.0,Comedy,Cuban Fury,N/A,R,2014-04-11,98
980,108300.0,Comedy / Drama,The English Teacher,N/A,R,2013-05-17,91
981,12200.0,Documentary,The Armor of Light,N/A,PG-13,2015-10-30,90
982,49590700.0,Comedy,Hall Pass,$36 million,R,2011-02-25,98
983,160600.0,Documentary,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,N/A,Unrated,2013-04-17,88
984,47700.0,Foreign,Le Rayon Vert,N/A,R,2011-06-09,98
985,2041400.0,Romance,Old Fashioned,N/A,PG-13,2015-02-06,115
986,2000.0,Horror Comedy,Detention of the Dead,N/A,Unrated,2013-06-28,0
987,3000.0,Documentary,Moana With Sound,N/A,Unrated,2015-11-13,85
988,1600.0,Documentary,Souldier,N/A,Unrated,2014-02-21,72
989,9200.0,Thriller,The Snowtown Murders,N/A,Unrated,2012-03-02,120
990,8305500.0,Action,Machete Kills,N/A,R,2013-10-11,107
991,35200.0,Documentary,Bert Stern: Original Mad Man,N/A,Unrated,2013-04-05,89
992,261900.0,Documentary,My Perestroika,N/A,Unrated,2011-03-23,88
993,156782200.0,Sci-Fi Action,Mad Max: Fury Road,$150 million,R,2015-05-15,120
994,272300.0,Documentary,The Green Prince,N/A,PG-13,2014-09-12,95
995,448200.0,Documentary,Rosenwald,N/A,Unrated,2015-08-14,100
996,7857400.0,Comedy,The Big Year,$41 million,PG,2011-10-14,100
997,30000.0,Foreign,Why Don't You Play in Hell,N/A,Unrated,2014-11-07,129
998,2600.0,Foreign,Sidewalls,N/A,Unrated,2011-10-26,93
999,7360500.0,Horror Thriller,The Collection,N/A,R,2012-11-30,81
1000,2736300.0,Animation,Dragon Ball Z: Battle of Gods,N/A,Unrated,2014-08-05,85
1001,20400.0,Foreign,Uzumasa Limelight,N/A,Unrated,2014-12-05,104
1002,178784900.0,Animation,Home,$135 million,PG,2015-03-27,94
1003,3900.0,Documentary,Stop the Pounding Heart,N/A,Unrated,2014-09-19,100
1004,48300.0,Documentary,Granito: How to Nail a Dictator,N/A,Unrated,2011-09-14,103
1005,40200.0,Drama / Thriller,Lila & Eve,N/A,R,2015-07-17,94
1006,7600.0,Documentary,Plot for Peace,N/A,Unrated,2014-10-31,84
1007,215800.0,Documentary,Under the Electric Sky,N/A,PG-13,2014-05-29,89
1008,8632700.0,Crime,Inherent Vice,N/A,R,2014-12-12,148
1009,43942600.0,Romantic Comedy,What to Expect When You're Expecting,$40 million,PG-13,2012-05-18,110
1010,11194200.0,Drama,Belle,N/A,PG,2014-05-02,105
1011,52352900.0,Animation,The Book of Life,$50 million,PG,2014-10-17,95
1012,46918900.0,Action,Need for Speed,$66 million,PG-13,2014-03-14,130
1013,233400.0,Horror Thriller,The Awakening,N/A,R,2012-08-17,107
1014,7100.0,Documentary,Windfall,N/A,Unrated,2012-02-03,83
1015,17330200.0,Comedy,Begin Again,N/A,R,2014-06-27,104
1016,14663700.0,Action Comedy,Hit and Run,$2 million,R,2012-08-22,100
1017,4607600.0,Comedy,"Jeff, Who Lives at Home",N/A,R,2012-03-16,83
1018,17600.0,Foreign,Burning Bush,N/A,Unrated,2014-06-11,231
1019,44912000.0,Western Comedy,A Million Ways to Die in the West,$40 million,R,2014-05-30,116
1020,9000.0,Documentary,Red Hollywood,N/A,Unrated,2014-08-15,118
1021,94300.0,Documentary,Marina Abramovic: The Artist is Present,N/A,Unrated,2012-06-13,106
1022,38404100.0,Drama,Brooklyn,N/A,PG-13,2015-11-04,111
1023,27300.0,Romantic Comedy,Christian Mingle,N/A,PG,2014-10-10,0
1024,6800.0,Comedy,Tonight You're Mine,N/A,R,2012-05-11,80
1025,114600.0,Drama,The Investigator,N/A,PG-13,2013-09-13,101
1026,132200.0,Drama,Trust,$4 million,R,2011-04-01,105
1027,61600.0,Romantic Comedy,Walk of Shame,N/A,R,2014-05-02,95
1028,32102200.0,Action Horror,Priest,$60 million,PG-13,2011-05-13,87
1029,23700.0,Documentary,Better Than Something: Jay Reatard,N/A,Unrated,2012-03-02,89
1030,615400.0,Comedy / Drama,Welcome to Me,N/A,R,2015-05-01,87
1031,99738000.0,Thriller,Non-Stop,$50 million,PG-13,2014-02-28,110
1032,3754800.0,Romance,Like Crazy,N/A,PG-13,2011-10-28,89
1033,66200.0,Foreign,Heropanti,N/A,Unrated,2014-05-23,146
1034,14600.0,Documentary,Tosca's Kiss,N/A,Unrated,2014-06-06,87
1035,9400.0,Foreign,How I Ended This Summer,N/A,Unrated,2011-02-04,124
1036,31400.0,Drama,"Out 1, noli me tangere",N/A,Unrated,2015-11-06,729
1037,19291600.0,Sci-Fi Thriller,Apollo 18,$5 million,PG-13,2011-09-02,86
1038,41490300.0,Sci-Fi Thriller,In Time,$40 million,PG-13,2011-10-28,109
1039,243631800.0,Action / Adventure,X-Men: Days of Future Past,$200 million,PG-13,2014-05-23,131
1040,57323600.0,Comedy,Tyler Perry's Madea's Big Happy Family,N/A,PG-13,2011-04-22,105
1041,3030600.0,Drama,The Identical,N/A,PG,2014-09-05,107
1042,7620700.0,Comedy / Drama,Seeking a Friend for the End of the World,$10 million,R,2012-06-22,94
1043,260100.0,Foreign,El Bulli: Cooking in Progress,N/A,Unrated,2011-07-27,108
1044,243533300.0,Comedy,Ted,$50 million,R,2012-06-29,106
1045,26400.0,Documentary,Radio Unnameable,N/A,Unrated,2012-09-19,87
1046,2400.0,Drama,Lotus Eaters,N/A,Unrated,2013-04-05,78
1047,6200.0,Drama,Black November,N/A,Unrated,2015-01-09,96
1048,178300.0,Fantasy Drama,Escape from Tomorrow,N/A,Unrated,2013-10-11,90
1049,1200.0,Foreign,Paris Countdown,N/A,Unrated,2013-11-08,89
1050,55600.0,Documentary,Going Attractions: The Definitive Story of the American Drive-in Movie,N/A,Unrated,2013-06-07,85
1051,298300.0,Romantic Comedy,Elsa & Fred,N/A,PG-13,2014-11-07,97
1052,184700.0,Documentary,Afternoon of a Faun,N/A,Unrated,2014-02-05,91
1053,725500.0,Foreign / Action,The Berlin File,N/A,Unrated,2013-02-15,120
1054,27241800.0,Action Fantasy,The Last Witch Hunter,$90 million,PG-13,2015-10-23,106
1055,484300.0,Drama,About Elly,N/A,Unrated,2015-04-08,119
1056,217900.0,Drama,Any Day Now,N/A,R,2012-12-14,97
1057,1178200.0,Drama,There Be Dragons,$36 million,PG-13,2011-05-06,120
1058,306300.0,Documentary,Room 237,N/A,Unrated,2013-03-29,103
1059,26185300.0,Comedy,Love the Coopers,$17 million,PG-13,2015-11-13,107
1060,1800.0,Horror,Dark Forest,N/A,Unrated,2015-08-21,75
1061,66100.0,Musical,The Office,N/A,Unrated,2015-09-18,119
1062,32200.0,Documentary,You've Been Trumped,N/A,Unrated,2012-08-03,100
1063,189000.0,Foreign,We Are The Best!,N/A,Unrated,2014-05-30,102
1064,40700.0,Documentary,Wagner & Me,N/A,Unrated,2012-12-07,89
1065,3700.0,Documentary,The Hacker Wars,N/A,Unrated,2014-10-17,91
1066,49900.0,Crime,The Advocate: A Missing Body,N/A,Unrated,2015-10-23,117
1067,4800.0,Documentary,Seeds of Time,N/A,Unrated,2015-05-22,77
1068,64100.0,Foreign,Girlhood,N/A,Unrated,2015-01-30,112
1069,33000.0,Drama,Jimmy P,N/A,Unrated,2014-02-14,117
1070,9400.0,Comedy,The Man in the White Suit,N/A,Unrated,2012-11-16,85
1071,2362800.0,Unknown,2014 Oscar Nominated Short Films,N/A,Unrated,2014-01-31,0
1072,19800.0,Documentary,Jamel Shabazz Street Photographer,N/A,Unrated,2013-08-02,0
1073,1161700.0,Foreign,Leviathan,N/A,R,2014-12-25,140
1074,20588900.0,Horror,Shark Night 3D,$25 million,PG-13,2011-09-02,95
1075,6400.0,Foreign,Gang of Ghosts,N/A,Unrated,2014-03-21,0
1076,221800.0,Comedy,Pyaar Ka Punchnama 2,N/A,Unrated,2015-10-16,136
1077,56000.0,Foreign,Over Your Cities Grass Will Grow,N/A,Unrated,2011-08-10,105
1078,823200.0,Period Drama,Coriolanus,N/A,R,2012-01-20,122
1079,49900.0,Action Thriller,Heist,$8.9 million,R,2015-11-13,93
1080,103200.0,Action Drama,Hardflip,N/A,PG-13,2012-06-01,0
1081,1174700.0,Drama,Hector And The Search For Happiness,N/A,R,2014-09-19,114
1082,11300.0,Horror Comedy,Midget Zombie Takeover,"$2,000",Unrated,2013-02-08,72
1083,756600.0,Drama,"Men, Women & Children",N/A,R,2014-10-01,0
1084,13900.0,Comedy / Drama,A Long Way Down,N/A,R,2014-07-11,96
1085,247900.0,Drama,Love,$3 million,Unrated,2015-10-30,135
1086,63795400.0,Drama,God's Not Dead,$2 million,PG,2014-03-21,113
1087,466000.0,Foreign,Beijing Love Story,N/A,Unrated,2014-02-14,122
1088,149756900.0,Action Comedy,21 Jump Street,$42 million,R,2012-03-16,109
1089,3200.0,Drama / Thriller,Plush,N/A,R,2013-09-13,99
1090,435000.0,Foreign,The German Doctor,N/A,PG-13,2014-04-25,93
1091,69937900.0,Comedy,Pitch Perfect,$17 million,PG-13,2012-09-28,112
1092,52409000.0,Comedy,The Dilemma,$70 million,PG-13,2011-01-14,118
1093,630600.0,Adventure Comedy,"Kumiko, The Treasure Hunter",N/A,Unrated,2015-03-18,105
1094,3700.0,Foreign,Tricked,N/A,Unrated,2013-12-13,55
1095,105300.0,Documentary,The United States of Autism,"$65,000",Unrated,2013-04-05,93
1096,40180600.0,Action Comedy,The Family,$30 million,R,2013-09-13,112
1097,153400.0,Foreign,Rangeelay,N/A,Unrated,2013-05-17,129
1098,4681400.0,Drama,Suffragette,N/A,PG-13,2015-10-23,106
1099,20000.0,Foreign,You Ain't Seen Nothin' Yet,N/A,Unrated,2013-06-07,115
1100,196490500.0,Sci-Fi Adventure,Interstellar,$165 million,PG-13,2014-11-05,169
1101,21000.0,Documentary,Noma - My Perfect Storm,N/A,Unrated,2015-12-18,100
1102,15200.0,Drama,Exhibition,N/A,Unrated,2014-06-20,104
1103,15800.0,Documentary,Can You Dig This,N/A,Unrated,2015-11-27,80
1104,38189300.0,Comedy / Drama,50/50,$8 million,R,2011-09-30,99
1105,51000.0,Foreign,Viva La Liberta,N/A,Unrated,2014-11-07,94
1106,15200.0,Foreign,Daisies,N/A,Unrated,2012-07-06,0
1107,6700.0,Thriller,Alleluia,N/A,Unrated,2015-07-17,93
1108,763400.0,Foreign / Action,Agent Vinod,N/A,Unrated,2012-03-23,157
1109,90979500.0,Comedy,Get Hard,$40 million,R,2015-03-27,100
1110,585900.0,Drama,A Little Chaos,N/A,R,2015-06-26,117
1111,8600.0,Fantasy,Jellyfish Eyes,N/A,Unrated,2015-07-15,101
1112,156200.0,Foreign,A Coffee in Berlin,N/A,Unrated,2014-06-13,83
1113,10100.0,Drama,The End of Love,N/A,Unrated,2013-03-01,90
1114,192700.0,Comedy / Drama,Afternoon Delight,N/A,R,2013-08-30,95
1115,1642400.0,Action Comedy,Back to the Future Day,N/A,PG,2015-10-21,0
1116,130500.0,Comedy,Devil and Angel,N/A,Unrated,2015-12-31,125
1117,1812300.0,Comedy,Piku,N/A,Unrated,2015-05-08,123
1118,161253600.0,Drama,American Hustle,$40 million,R,2013-12-13,138
1119,11900.0,Documentary,Sarah Palin - You Betcha!,N/A,Unrated,2011-09-30,90
1120,14000.0,Romance,Nothing But a Man,N/A,Unrated,2012-11-09,95
1121,2937000.0,Documentary,Citizenfour,N/A,R,2014-10-24,114
1122,12900.0,Drama,Charlie Countryman,N/A,R,2013-11-15,103
1123,9600.0,Romantic Comedy,200 Cartas,N/A,Unrated,2013-06-14,97
1124,3595500.0,Drama,The Fifth Estate,$28 million,R,2013-10-18,124
1125,46179400.0,Sci-Fi Fantasy,Riddick,$38 million,R,2013-09-06,119
1126,10900.0,Foreign,"Norte, the End of History",N/A,Unrated,2014-06-20,250
1127,497800.0,Documentary,Peggy Guggenheim Art Addict,N/A,Unrated,2015-11-06,96
1128,117300.0,Family Adventure,Goonies,N/A,PG,2013-04-28,90
1129,21486700.0,Crime Thriller,Broken City,$35 million,R,2013-01-18,109
1130,85525500.0,Comedy,Ted 2,$68 million,R,2015-06-26,115
1131,15100.0,Comedy / Drama,Gayby,N/A,Unrated,2012-10-12,89
1132,621900.0,Foreign,Dum Maaro Dum,N/A,R,2011-04-22,130
1133,12700.0,Documentary,Murder in the Park,N/A,PG-13,2015-06-26,91
1134,70100.0,Foreign,The Human Resources Manager,N/A,Unrated,2011-03-04,103
1135,1366700.0,Foreign,Cocktail,N/A,Unrated,2012-07-13,146
1136,285500.0,Foreign,In the Name of my Daughter,N/A,R,2015-05-15,116
1137,4300.0,Romantic Comedy,A Case of You,N/A,R,2013-11-06,91
1138,175100.0,Foreign,C'Est Si Bon,N/A,Unrated,2015-02-13,122
1139,8538400.0,Thriller,Blackhat,$70 million,R,2015-01-16,135
1140,24000.0,Animation,Short Peace,N/A,Unrated,2014-03-03,68
1141,560700.0,Foreign,The Names of Love,N/A,R,2011-06-24,100
1142,7000.0,Thriller,I Melt With You,N/A,R,2011-12-09,116
1143,18500.0,Thriller,Cold Comes the Night,N/A,R,2014-01-10,90
1144,2840500.0,Foreign,Ram-Leela,N/A,Unrated,2013-11-15,0
1145,1900.0,Thriller,Open Windows,N/A,Unrated,2014-11-07,100
1146,31300.0,Drama,A Long Way Off,"$500,000",PG,2014-05-16,105
1147,61500.0,Crime Drama,The Bag Man,N/A,R,2014-02-28,108
1148,8100.0,Action Horror,Raze,N/A,R,2014-01-10,87
1149,9000.0,Documentary,Downloaded,N/A,Unrated,2013-06-21,106
1150,29500.0,Music Drama,"Like Sunday, Like Rain",N/A,R,2015-03-06,104
1151,23895700.0,Horror,The Gallows,"$100,000",R,2015-07-10,81
1152,8406600.0,Foreign,Sarah's Key,N/A,PG-13,2011-07-22,111
1153,4187500.0,Action Thriller,The Cold Light of Day,N/A,PG-13,2012-09-07,93
1154,62400.0,Documentary,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,N/A,Unrated,2015-09-25,98
1155,6700.0,Foreign,Las Acacias,N/A,Unrated,2012-09-07,82
1156,3400.0,Fantasy,After the Wizard,N/A,Unrated,2012-08-10,80
1157,411200.0,Foreign,Goodbye to Language,N/A,Unrated,2014-10-24,70
1158,6300.0,Comedy,Love and Air Sex,N/A,Unrated,2014-02-07,95
1159,30200.0,Sci-Fi,Giorgio Moroder Presents Metropolis,N/A,Unrated,2011-10-07,0
1160,158000.0,Foreign,The Tribe,N/A,Unrated,2015-06-17,132
1161,5713400.0,Documentary,Cave of Forgotten Dreams,N/A,G,2011-04-29,90
1162,30500.0,Foreign,North Sea Texas,N/A,Unrated,2012-11-02,0
1163,59800.0,Thriller,Mission Park,N/A,R,2013-09-06,101
1164,2500.0,Documentary,Evergreen: The Road to Legalization,N/A,Unrated,2014-06-13,86
1165,4747600.0,Drama,True Story,N/A,R,2015-04-17,99
1166,693400.0,Thriller,The Stanford Prison Experiment,N/A,R,2015-07-17,122
1167,8400.0,Documentary,Last Days Here,N/A,Unrated,2012-03-02,91
1168,1600.0,Animation,Postman Pat: The Movie,N/A,Unrated,2014-06-27,88
1169,52500.0,Family,American Mustang,N/A,PG,2014-01-17,0
1170,44300.0,Adventure,Zaytoun,N/A,Unrated,2013-09-20,107
1171,60200.0,Comedy,Natural Selection,N/A,R,2012-03-16,90
1172,109100.0,Romance,Last Night,N/A,R,2011-05-06,90
1173,92100.0,Documentary,Advanced Style,N/A,Unrated,2014-09-26,72
1174,28200.0,Drama,Lilting,N/A,Unrated,2014-09-26,91
1175,68600.0,Foreign / Action,Let the Bullets Fly,N/A,Unrated,2012-03-02,132
1176,116200.0,Documentary,Rich Hill,N/A,Unrated,2014-08-01,91
1177,379900.0,Romantic Comedy,Katti Batti,N/A,Unrated,2015-09-18,135
1178,38100.0,Crime,Fritz Lang's 'M',N/A,Unrated,2013-03-15,99
