,Unnamed: 0,domestic total gross,genre,movie title,production_budget,rating,release date,runtime (mins)
754,754,4300.0,Foreign,To Die Like a Man,,Unrated,2011-04-08,133
755,755,29400.0,Drama,The Last Ride,,PG-13,2011-10-21,101
756,756,59000.0,Foreign,Ilo Ilo,,Unrated,2014-04-04,99
757,757,1800.0,War Drama,Mr. Pip,,PG-13,2014-11-07,116
758,758,32400.0,Drama,Cracks,,R,2011-03-18,104
759,759,17777700.0,Drama,Fruitvale Station,,R,2013-07-12,90
760,760,168700.0,Foreign,Elles,,NC-17,2012-04-27,96
761,761,28700.0,Thriller,Simon Killer,,Unrated,2013-04-05,105
762,762,7600.0,Foreign,The Strange Color of Your Body's Tears,,Unrated,2014-08-29,102
763,763,102100.0,Documentary,My Reincarnation,,Unrated,2011-10-28,82
764,764,9400.0,Drama,Another Happy Day,,R,2011-11-18,115
765,765,120500.0,Documentary,In Jackson Heights,,Unrated,2015-11-04,190
766,766,2294400.0,Documentary,WARx2,,PG-13,2015-09-18,124
767,767,5100.0,Documentary,Herman's House,,Unrated,2013-04-19,81
768,768,27000.0,Action Comedy,The Worst Movie EVER!,,Unrated,2011-08-19,76
769,769,43400.0,Documentary,Louder Than a Bomb,,Unrated,2011-05-18,99
770,770,1123400.0,Foreign,Haider,,Unrated,2014-10-02,160
771,771,136500.0,Documentary,Inni,,Unrated,2011-10-28,74
772,772,259200.0,Documentary,Hitchcock/Truffaut,,PG-13,2015-12-02,80
773,773,69831400.0,Animation,The Nut Job,$42 million,PG,2014-01-17,86
774,774,8798500.0,Animation,Legends of Oz: Dorothy's Return,$70 million,PG,2014-05-09,88
775,775,426800.0,Foreign,The Well-Digger's Daughter,,Unrated,2012-07-20,107
776,776,11800.0,Documentary,Dreams Rewired,,Unrated,2015-11-12,85
777,777,35317100.0,Horror,Paranormal Activity: The Marked Ones,$5 million,R,2014-01-03,84
778,778,20700.0,Documentary,Make Believe,,Unrated,2011-05-13,90
779,779,23400.0,Comedy,Slow Learners,,Unrated,2015-08-19,96
780,780,677100.0,Comedy,The D Train,,R,2015-05-08,101
781,781,2800.0,Thriller,The Samaritan,,R,2012-05-18,93
782,782,906100.0,Drama,Atlas Shrugged Part III: Who Is John Galt?,,PG-13,2014-09-12,0
783,783,28149600.0,Comedy / Drama,Ricki and the Flash,$18 million,PG-13,2015-08-07,101
784,784,16100.0,Foreign / Action,Ong Bak 3,,R,2011-01-14,99
785,785,10400.0,Foreign,Post Mortem,,Unrated,2012-04-11,98
786,786,62800.0,Romantic Thriller,The Canyons,,R,2013-08-02,99
787,787,2956600.0,Sports Drama,Home Run,,PG-13,2013-04-19,113
788,788,1400.0,Documentary,Jason Becker: Not Dead Yet,,Unrated,2012-12-12,87
789,789,3300.0,Drama,Know How,,Unrated,2015-05-15,106
790,790,247600.0,Horror Comedy,Tucker & Dale Vs. Evil,,R,2011-09-30,89
791,791,33900.0,Crime Thriller,The Son of No One,,R,2011-11-04,95
792,792,22600.0,Documentary,Cameraman: The Work and Life of Jack Cardiff,,Unrated,2011-05-13,86
793,793,79725400.0,Horror Comedy,Goosebumps,$58 million,PG,2015-10-16,103
794,794,2668100.0,Thriller,Captive,,PG-13,2015-09-18,97
795,795,20000.0,Action Drama,The Challenger,,PG-13,2015-09-11,95
796,796,9000.0,Comedy / Drama,Comet,,R,2014-12-05,107
797,797,519400.0,Romantic Comedy,Shaandaar,,Unrated,2015-10-22,144
798,798,149300.0,Drama,I Will Follow,,Unrated,2011-03-11,88
799,799,1400.0,Comedy,Along the Roadside,,Unrated,2015-03-27,107
800,800,192700500.0,Action / Adventure,Captain America: The First Avenger,$140 million,PG-13,2011-07-22,125
801,801,8700.0,Horror,Nothing Left to Fear,,R,2013-10-04,100
802,802,13000.0,Drama,The Selfish Giant,,Unrated,2013-12-20,85
803,803,8438800.0,Concert,Kevin Hart: Laugh at My Pain,,R,2011-09-09,89
804,804,40139800.0,Drama,Wild,,R,2014-12-03,115
805,805,174000.0,Foreign,The Housemaid,,Unrated,2011-01-21,107
806,806,3921800.0,Comedy,Fading Gigolo,,R,2014-04-18,90
807,807,19000.0,Documentary,Who is Dayani Cristal?,,Unrated,2014-04-25,85
808,808,7200.0,Drama,Very Good Girls,,R,2014-07-25,91
809,809,205500.0,Romantic Thriller,Escobar: Paradise Lost,,R,2015-06-26,120
810,810,7600.0,Drama,The Dinner,,Unrated,2015-08-07,92
811,811,20100.0,Sci-Fi Action,Total Recall,,R,2012-08-10,113
812,812,157480900.0,Action / Adventure,X-Men: First Class,$160 million,PG-13,2011-06-03,131
813,813,63692000.0,Sci-Fi Action,RoboCop,$100 million,PG-13,2014-02-12,108
814,814,86700.0,Horror,The Innkeepers,,R,2012-02-03,101
815,815,7900.0,Documentary,On the Way to School,,Unrated,2015-02-06,77
816,816,88000.0,Foreign,Something in the Air,,Unrated,2013-05-03,122
817,817,56688500.0,Drama,Tyler Perry's Temptation: Confessions of a Marriage Counselor,,PG-13,2013-03-29,111
818,818,18100.0,Drama,Stand Clear of the Closing Doors,,Unrated,2014-05-23,102
819,819,56576200.0,Thriller,The Call,$13 million,R,2013-03-15,95
820,820,217200.0,Foreign,The Breakup Guru,,Unrated,2014-06-27,114
821,821,205100.0,Action,Heneral Luna,,R,2015-10-30,118
822,822,42000.0,Documentary,Pearl Button,,Unrated,2015-10-23,82
823,823,923300.0,Adventure,Alone Yet Not Alone,$7 million,PG-13,2013-09-27,103
824,824,800.0,Foreign,It's All So Quiet,,Unrated,2015-01-09,93
825,825,6600.0,Horror Comedy,100 Bloody Acres,,Unrated,2013-06-28,0
826,826,165392700.0,Comedy,We're the Millers,$37 million,R,2013-08-07,110
827,827,15700.0,Horror,Silent Night,,R,2012-11-30,0
828,828,28690900.0,Comedy,The World's End,$20 million,R,2013-08-23,109
829,829,775100.0,Foreign,Yves Saint Laurent,,R,2014-06-25,105
830,830,89900.0,Documentary,12 O'Clock Boys,,Unrated,2014-01-31,76
831,831,10122600.0,Comedy,Fun Size,$14 million,PG-13,2012-10-26,90
832,832,6200.0,Documentary,Elevate,,PG,2011-10-21,81
833,833,420300.0,Documentary,Heart of a Dog,,Unrated,2015-10-21,75
834,834,3307600.0,Drama,Martha Marcy May Marlene,,R,2011-10-21,120
835,835,5100.0,Foreign,Nothing Bad Can Happen,,Unrated,2014-06-27,105
836,836,1548500.0,Drama,The Diary of a Teenage Girl,,R,2015-08-07,102
837,837,19000.0,Drama,Littlerock,,Unrated,2011-08-12,80
838,838,160269800.0,Action / Adventure,Divergent,$85 million,PG-13,2014-03-21,143
839,839,51541800.0,Action,Pain and Gain,$26 million,R,2013-04-26,129
840,840,73100.0,Drama,The Wonders,,Unrated,2015-10-30,107
841,841,19100.0,Comedy,The Little Death,,Unrated,2015-06-26,95
842,842,707600.0,Drama,A Matter of Faith,,PG,2014-10-17,88
843,843,346200.0,Foreign,Shamitabh,,Unrated,2015-02-06,155
844,844,689900.0,Comedy / Drama,Frank,,R,2014-08-15,95
845,845,13840600.0,Drama,Whiplash,$3.3 million,R,2014-10-10,106
846,846,11100.0,Romantic Comedy,A Bird of the Air,,PG-13,2011-09-23,98
847,847,72007300.0,Thriller,Bridge of Spies,$40 million,PG-13,2015-10-16,140
848,848,23000.0,Drama,I Used to Be Darker,,Unrated,2013-09-27,90
849,849,1700.0,Drama,Drown,,Unrated,2015-08-28,96
850,850,141300.0,Foreign,The Artist and the Model,,R,2013-08-02,105
851,851,18900.0,Action / Crime,A Hard Day,,Unrated,2015-07-17,111
852,852,3400.0,Foreign,Age of Uprising: The Legend of Michael Kohlhaas,,Unrated,2014-05-30,122
853,853,85294500.0,Animation,The Adventures of Tintin,,PG,2011-12-21,101
854,854,8200.0,Comedy,Brooklyn Brothers Beat the Best,,Unrated,2012-09-21,98
855,855,100000.0,Musical,Singin' in the Rain,,G,2013-04-04,103
856,856,582400.0,Thriller,Detective Byomkesh Bakshy,,Unrated,2015-04-03,135
857,857,2336600.0,Unknown,2013 Oscar Nominated Short Films,,Unrated,2013-02-01,0
858,858,49501500.0,Sci-Fi Horror,Jurassic Park 3D,$10 million,PG-13,2013-04-05,127
859,859,2620300.0,Comedy,Mistress America,,R,2015-08-14,86
860,860,335400.0,Documentary,Being Elmo: A Puppeteer's Journey,,PG,2011-10-21,76
861,861,38552000.0,Family Adventure,Walking with Dinosaurs,$80 million,PG,2013-12-20,87
862,862,115900.0,Documentary,The Overnighters,,PG-13,2014-10-10,90
863,863,51500.0,Foreign,Diary of a Country Priest,,Unrated,2011-02-25,115
864,864,60802900.0,Comedy,American Reunion,$50 million,R,2012-04-06,113
865,865,39000.0,Sports Drama,Underdogs,,PG,2013-08-16,102
866,866,3300.0,Drama,The Lie,,R,2011-11-18,80
867,867,1100.0,Foreign,Anything For Alice,,Unrated,2014-12-17,99
868,868,147200.0,Foreign,Evangelion 2.0: You Can,,Unrated,2011-01-21,109
869,869,354500.0,Drama / Thriller,Compliance,,R,2012-08-17,90
870,870,110600.0,Horror Comedy,Rubber,,R,2011-04-01,85
871,871,170700.0,Foreign,On the Job,,Unrated,2013-09-27,120
872,872,50700.0,Drama,Margaret,$14 million,R,2011-09-30,0
873,873,31800.0,Horror,Kill List,,Unrated,2012-02-03,95
874,874,2407300.0,Drama,Love is Strange,,R,2014-08-22,98
875,875,2800.0,Drama,Indigo Children,,Unrated,2014-01-17,75
876,876,3006800.0,Comedy / Drama,Rock The Kasbah,,R,2015-10-23,106
877,877,1500.0,Documentary,Bestiaire,,Unrated,2012-10-19,72
878,878,173627400.0,Animation,The SpongeBob Movie: Sponge Out of Water,$74 million,PG,2015-02-06,93
879,879,2100.0,Comedy,Me You and Five Bucks,,Unrated,2015-09-25,93
880,880,198600.0,Comedy / Drama,Go For It,,PG-13,2011-05-13,90
881,881,8800.0,Documentary,Gringo Trails,,Unrated,2014-04-19,79
882,882,22114100.0,Comedy / Drama,Aloha,$37 million,PG-13,2015-05-29,105
883,883,68646200.0,Comedy,Think Like a Man Too,$24 million,PG-13,2014-06-20,106
884,884,1307300.0,Horror Comedy,Dylan Dog: Dead of Night,,PG-13,2011-04-29,107
885,885,14400.0,Foreign,The Prey,,R,2013-06-06,102
886,886,2200.0,Thriller,The Lady in the Car with Glasses and a Gun,,Unrated,2015-12-18,93
887,887,36397800.0,Comedy,Arthur,$40 million,PG-13,2011-04-08,110
888,888,47800.0,Foreign,Contempt,,Unrated,2013-09-06,102
889,889,7800.0,Documentary,Rubble Kings,,Unrated,2015-06-19,71
890,890,14895500.0,Action,Warrior,$25 million,PG-13,2011-09-09,139
891,891,53800.0,Foreign / Action,Painted Skin: The Resurrection,,Unrated,2012-08-17,131
892,892,17815800.0,Drama,Jobs,$12 million,PG-13,2013-08-16,122
893,893,5792200.0,Drama,Cesar Chavez,,PG-13,2014-03-28,101
894,894,132400.0,Drama,Boulevard,,R,2015-07-10,88
895,895,4900.0,Comedy / Drama,Gerontophilia,,Unrated,2015-05-01,82
896,896,297700.0,Foreign,7 Khoon Maaf,,Unrated,2011-02-18,137
897,897,6400.0,Drama,Arabian Nights: Volume 2 - The Desolate One,,Unrated,2015-12-11,131
898,898,34622000.0,Drama,Concussion,$35 million,PG-13,2015-12-25,123
899,899,15281600.0,Comedy,What's Your Number?,$20 million,R,2011-09-30,106
900,900,17800.0,Foreign,Alps,,Unrated,2012-07-13,93
901,901,4893300.0,Drama,The Company Men,$15 million,R,2011-01-21,105
902,902,1620600.0,Thriller,Persecuted,,PG-13,2014-07-18,91
903,903,4700.0,Documentary,Art Is... The Permanent Revolution,,Unrated,2012-03-02,82
904,904,252475000.0,Fantasy,Maleficent,$180 million,PG,2014-05-30,97
905,905,935300.0,Documentary,Best of Enemies,,R,2015-07-31,87
906,906,24500.0,Documentary,Incendiary,,Unrated,2011-09-23,99
907,907,14400.0,Foreign,Amour Fou,,Unrated,2015-03-18,96
908,908,1278000.0,Foreign,Ek Main Aur Ekk Tu,,Unrated,2012-02-10,140
909,909,9700.0,Documentary,Decoding Deepak,,Unrated,2012-10-05,83
910,910,11400.0,Comedy / Drama,The Man Who Shook the Hand of Vicente Fernandez,,Unrated,2012-12-07,0
911,911,40500.0,Drama,Sleeping Beauty,,Unrated,2011-12-02,102
912,912,700.0,Documentary,Gottfried Helnwein and the Dreaming Child,,Unrated,2012-11-23,70
913,913,702800.0,Foreign,Hasee Toh Phasee,,Unrated,2014-02-07,140
914,914,1091300.0,Foreign,Rockstar,,Unrated,2011-11-11,0
915,915,453300.0,Foreign,A Hijacking,,R,2013-06-21,99
916,916,3623800.0,Comedy,What We Do in the Shadows,,R,2015-02-13,86
917,917,37976000.0,Animation,Frankenweenie,$39 million,PG,2012-10-05,87
918,918,95300.0,Documentary,Money for Nothing: Inside the Federal Reserve,,Unrated,2013-09-06,103
919,919,159700.0,Documentary,Backstreet Boys: Show 'Em What You're Made Of,,Unrated,2015-01-30,101
920,920,7200.0,Drama,Down the Shore,,R,2013-04-05,93
921,921,15014300.0,Crime Drama,Spring Breakers,$5 million,R,2013-03-15,94
922,922,3900.0,Foreign,The Day I Saw Your Heart,,Unrated,2012-08-24,98
923,923,1691400.0,Foreign,Bhaag Milkha Bhaag,,Unrated,2013-07-12,140
924,924,6600.0,Comedy / Drama,The Family Tree,,Unrated,2011-08-26,87
925,925,4500.0,Comedy / Drama,Between Us,,R,2013-06-14,90
926,926,13200.0,Documentary,In No Great Hurry: 13 Lessons in Life with Saul Leiter,,Unrated,2014-01-03,75
927,927,48200.0,Horror,Bereavement,,R,2011-03-04,103
928,928,1000.0,Foreign,Demi-Soeur,,Unrated,2014-02-07,86
929,929,1500.0,Foreign,Headshot,,Unrated,2012-09-28,105
930,930,1226300.0,Action Comedy,Veteran,,Unrated,2015-09-18,123
931,931,936500.0,Musical,ABCD,,Unrated,2015-06-19,154
932,932,27066500.0,Comedy,Our Idiot Brother,$5 million,R,2011-08-26,90
933,933,40900.0,Drama,Child of God,,R,2014-08-01,104
934,934,22600.0,Horror,V/H/S/2,,R,2013-07-12,95
935,935,6900.0,Foreign,Chillar Party,,Unrated,2011-07-08,130
936,936,17600.0,Foreign,Eastern Boys,,Unrated,2015-02-27,128
937,937,3049400.0,Comedy,Ladrones,,PG-13,2015-10-09,0
938,938,23500.0,Family,Tio Papi,,PG,2013-09-06,0
939,939,31700.0,Documentary,The Topp Twins: Untouchable Girls,,Unrated,2011-05-13,84
940,940,191498600.0,Sci-Fi Comedy,MIB 3,$225 million,PG-13,2012-05-25,106
941,941,1501000.0,Comedy / Drama,Infinitely Polar Bear,,R,2015-06-19,90
942,942,11161300.0,Comedy / Drama,Prom,$8 million,PG,2011-04-29,103
943,943,4100.0,Comedy,Hollidaysburg,,Unrated,2014-09-19,90
944,944,25800.0,Action Thriller,Big Game,,PG-13,2015-06-26,110
945,945,3300.0,Foreign,What Now? Remind Me,,Unrated,2014-08-08,164
946,946,2543100.0,Western,The Homesman,,R,2014-11-14,122
947,947,22370300.0,Romantic Comedy,Baggage Claim,,PG-13,2013-09-27,96
948,948,42900.0,Documentary,How to Make Money Selling Drugs,,Unrated,2013-06-26,96
949,949,13800.0,Foreign / Action,Special ID,,R,2014-03-07,99
950,950,59786900.0,Comedy,Project X,,R,2012-03-02,88
951,951,143200.0,Animation,Is the Man Who Is Tall Happy?,,Unrated,2013-11-22,88
952,952,143200.0,Foreign,Tomboy,,Unrated,2011-11-16,84
953,953,6400.0,Foreign,A Bottle in the Gaza Sea,,Unrated,2013-01-04,100
954,954,120471800.0,Family Adventure,Night at the Museum: Secret of the Tomb,$127 million,PG,2014-12-19,97
955,955,50800.0,Foreign,Alphaville,,Unrated,2014-02-07,99
956,956,1113000.0,Thriller,Phantom,,R,2013-03-01,97
957,957,23500.0,Documentary,Girl Model,,Unrated,2012-09-05,78
958,958,26300.0,Crime Thriller,Trespass,,R,2011-10-14,90
959,959,2451800.0,Foreign,Ode to My Father,,Unrated,2014-12-25,126
960,960,5300.0,Comedy,Burke and Hare,,R,2011-09-09,92
961,961,42851700.0,Comedy,The Night Before,$25 million,R,2015-11-20,101
962,962,317900.0,Thriller,David and Goliath,,PG,2015-04-03,92
963,963,106600.0,Documentary,A LEGO Brickumentary,,G,2015-07-31,94
964,964,171900.0,Documentary,Chasing Madoff,,Unrated,2011-08-26,91
965,965,15700.0,Comedy,Peep World,,R,2011-03-25,79
966,966,105200.0,Drama / Thriller,Shadow Dancer,,R,2013-05-31,104
967,967,59733300.0,Drama,12 Years a Slave,$20 million,R,2013-10-18,133
968,968,6800.0,Western,Sweetwater,,R,2013-10-11,95
969,969,23575000.0,Action / Adventure,Hitman: Agent 47,$35 million,R,2015-08-21,96
970,970,11500.0,Drama,Greetings from Tim Buckley,,Unrated,2013-05-03,99
971,971,481400.0,Drama,Brotherly Love,,R,2015-04-24,89
972,972,27965700.0,Action Drama,Rush,$38 million,R,2013-09-20,123
973,973,100000.0,Drama,Blue Caprice,,R,2013-09-13,93
974,974,19800.0,Comedy,Dealin' With Idiots,,Unrated,2013-07-12,88
975,975,587900.0,Comedy / Drama,Being Flynn,,R,2012-03-02,86
976,976,60300.0,Comedy,C.O.G.,,R,2013-09-20,92
977,977,76800.0,Animation,A Letter to Momo,,Unrated,2014-07-23,120
978,978,39300.0,Documentary,Paul Goodman Changed My Life,,Unrated,2011-10-19,89
979,979,96000.0,Comedy,Cuban Fury,,R,2014-04-11,98
980,980,108300.0,Comedy / Drama,The English Teacher,,R,2013-05-17,91
981,981,12200.0,Documentary,The Armor of Light,,PG-13,2015-10-30,90
982,982,49590700.0,Comedy,Hall Pass,$36 million,R,2011-02-25,98
983,983,160600.0,Documentary,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,,Unrated,2013-04-17,88
984,984,47700.0,Foreign,Le Rayon Vert,,R,2011-06-09,98
985,985,2041400.0,Romance,Old Fashioned,,PG-13,2015-02-06,115
986,986,2000.0,Horror Comedy,Detention of the Dead,,Unrated,2013-06-28,0
987,987,3000.0,Documentary,Moana With Sound,,Unrated,2015-11-13,85
988,988,1600.0,Documentary,Souldier,,Unrated,2014-02-21,72
989,989,9200.0,Thriller,The Snowtown Murders,,Unrated,2012-03-02,120
990,990,8305500.0,Action,Machete Kills,,R,2013-10-11,107
991,991,35200.0,Documentary,Bert Stern: Original Mad Man,,Unrated,2013-04-05,89
992,992,261900.0,Documentary,My Perestroika,,Unrated,2011-03-23,88
993,993,156782200.0,Sci-Fi Action,Mad Max: Fury Road,$150 million,R,2015-05-15,120
994,994,272300.0,Documentary,The Green Prince,,PG-13,2014-09-12,95
995,995,448200.0,Documentary,Rosenwald,,Unrated,2015-08-14,100
996,996,7857400.0,Comedy,The Big Year,$41 million,PG,2011-10-14,100
997,997,30000.0,Foreign,Why Don't You Play in Hell,,Unrated,2014-11-07,129
998,998,2600.0,Foreign,Sidewalls,,Unrated,2011-10-26,93
999,999,7360500.0,Horror Thriller,The Collection,,R,2012-11-30,81
1000,1000,2736300.0,Animation,Dragon Ball Z: Battle of Gods,,Unrated,2014-08-05,85
1001,1001,20400.0,Foreign,Uzumasa Limelight,,Unrated,2014-12-05,104
1002,1002,178784900.0,Animation,Home,$135 million,PG,2015-03-27,94
1003,1003,3900.0,Documentary,Stop the Pounding Heart,,Unrated,2014-09-19,100
1004,1004,48300.0,Documentary,Granito: How to Nail a Dictator,,Unrated,2011-09-14,103
1005,1005,40200.0,Drama / Thriller,Lila & Eve,,R,2015-07-17,94
1006,1006,7600.0,Documentary,Plot for Peace,,Unrated,2014-10-31,84
1007,1007,215800.0,Documentary,Under the Electric Sky,,PG-13,2014-05-29,89
1008,1008,8632700.0,Crime,Inherent Vice,,R,2014-12-12,148
1009,1009,43942600.0,Romantic Comedy,What to Expect When You're Expecting,$40 million,PG-13,2012-05-18,110
1010,1010,11194200.0,Drama,Belle,,PG,2014-05-02,105
1011,1011,52352900.0,Animation,The Book of Life,$50 million,PG,2014-10-17,95
1012,1012,46918900.0,Action,Need for Speed,$66 million,PG-13,2014-03-14,130
1013,1013,233400.0,Horror Thriller,The Awakening,,R,2012-08-17,107
1014,1014,7100.0,Documentary,Windfall,,Unrated,2012-02-03,83
1015,1015,17330200.0,Comedy,Begin Again,,R,2014-06-27,104
1016,1016,14663700.0,Action Comedy,Hit and Run,$2 million,R,2012-08-22,100
1017,1017,4607600.0,Comedy,"Jeff, Who Lives at Home",,R,2012-03-16,83
1018,1018,17600.0,Foreign,Burning Bush,,Unrated,2014-06-11,231
1019,1019,44912000.0,Western Comedy,A Million Ways to Die in the West,$40 million,R,2014-05-30,116
1020,1020,9000.0,Documentary,Red Hollywood,,Unrated,2014-08-15,118
1021,1021,94300.0,Documentary,Marina Abramovic: The Artist is Present,,Unrated,2012-06-13,106
1022,1022,38404100.0,Drama,Brooklyn,,PG-13,2015-11-04,111
1023,1023,27300.0,Romantic Comedy,Christian Mingle,,PG,2014-10-10,0
1024,1024,6800.0,Comedy,Tonight You're Mine,,R,2012-05-11,80
1025,1025,114600.0,Drama,The Investigator,,PG-13,2013-09-13,101
1026,1026,132200.0,Drama,Trust,$4 million,R,2011-04-01,105
1027,1027,61600.0,Romantic Comedy,Walk of Shame,,R,2014-05-02,95
1028,1028,32102200.0,Action Horror,Priest,$60 million,PG-13,2011-05-13,87
1029,1029,23700.0,Documentary,Better Than Something: Jay Reatard,,Unrated,2012-03-02,89
1030,1030,615400.0,Comedy / Drama,Welcome to Me,,R,2015-05-01,87
1031,1031,99738000.0,Thriller,Non-Stop,$50 million,PG-13,2014-02-28,110
1032,1032,3754800.0,Romance,Like Crazy,,PG-13,2011-10-28,89
1033,1033,66200.0,Foreign,Heropanti,,Unrated,2014-05-23,146
1034,1034,14600.0,Documentary,Tosca's Kiss,,Unrated,2014-06-06,87
1035,1035,9400.0,Foreign,How I Ended This Summer,,Unrated,2011-02-04,124
1036,1036,31400.0,Drama,"Out 1, noli me tangere",,Unrated,2015-11-06,729
1037,1037,19291600.0,Sci-Fi Thriller,Apollo 18,$5 million,PG-13,2011-09-02,86
1038,1038,41490300.0,Sci-Fi Thriller,In Time,$40 million,PG-13,2011-10-28,109
1039,1039,243631800.0,Action / Adventure,X-Men: Days of Future Past,$200 million,PG-13,2014-05-23,131
1040,1040,57323600.0,Comedy,Tyler Perry's Madea's Big Happy Family,,PG-13,2011-04-22,105
1041,1041,3030600.0,Drama,The Identical,,PG,2014-09-05,107
1042,1042,7620700.0,Comedy / Drama,Seeking a Friend for the End of the World,$10 million,R,2012-06-22,94
1043,1043,260100.0,Foreign,El Bulli: Cooking in Progress,,Unrated,2011-07-27,108
1044,1044,243533300.0,Comedy,Ted,$50 million,R,2012-06-29,106
1045,1045,26400.0,Documentary,Radio Unnameable,,Unrated,2012-09-19,87
1046,1046,2400.0,Drama,Lotus Eaters,,Unrated,2013-04-05,78
1047,1047,6200.0,Drama,Black November,,Unrated,2015-01-09,96
1048,1048,178300.0,Fantasy Drama,Escape from Tomorrow,,Unrated,2013-10-11,90
1049,1049,1200.0,Foreign,Paris Countdown,,Unrated,2013-11-08,89
1050,1050,55600.0,Documentary,Going Attractions: The Definitive Story of the American Drive-in Movie,,Unrated,2013-06-07,85
1051,1051,298300.0,Romantic Comedy,Elsa & Fred,,PG-13,2014-11-07,97
1052,1052,184700.0,Documentary,Afternoon of a Faun,,Unrated,2014-02-05,91
1053,1053,725500.0,Foreign / Action,The Berlin File,,Unrated,2013-02-15,120
1054,1054,27241800.0,Action Fantasy,The Last Witch Hunter,$90 million,PG-13,2015-10-23,106
1055,1055,484300.0,Drama,About Elly,,Unrated,2015-04-08,119
1056,1056,217900.0,Drama,Any Day Now,,R,2012-12-14,97
1057,1057,1178200.0,Drama,There Be Dragons,$36 million,PG-13,2011-05-06,120
1058,1058,306300.0,Documentary,Room 237,,Unrated,2013-03-29,103
1059,1059,26185300.0,Comedy,Love the Coopers,$17 million,PG-13,2015-11-13,107
1060,1060,1800.0,Horror,Dark Forest,,Unrated,2015-08-21,75
1061,1061,66100.0,Musical,The Office,,Unrated,2015-09-18,119
1062,1062,32200.0,Documentary,You've Been Trumped,,Unrated,2012-08-03,100
1063,1063,189000.0,Foreign,We Are The Best!,,Unrated,2014-05-30,102
1064,1064,40700.0,Documentary,Wagner & Me,,Unrated,2012-12-07,89
1065,1065,3700.0,Documentary,The Hacker Wars,,Unrated,2014-10-17,91
1066,1066,49900.0,Crime,The Advocate: A Missing Body,,Unrated,2015-10-23,117
1067,1067,4800.0,Documentary,Seeds of Time,,Unrated,2015-05-22,77
1068,1068,64100.0,Foreign,Girlhood,,Unrated,2015-01-30,112
1069,1069,33000.0,Drama,Jimmy P,,Unrated,2014-02-14,117
1070,1070,9400.0,Comedy,The Man in the White Suit,,Unrated,2012-11-16,85
1071,1071,2362800.0,Unknown,2014 Oscar Nominated Short Films,,Unrated,2014-01-31,0
1072,1072,19800.0,Documentary,Jamel Shabazz Street Photographer,,Unrated,2013-08-02,0
1073,1073,1161700.0,Foreign,Leviathan,,R,2014-12-25,140
1074,1074,20588900.0,Horror,Shark Night 3D,$25 million,PG-13,2011-09-02,95
1075,1075,6400.0,Foreign,Gang of Ghosts,,Unrated,2014-03-21,0
1076,1076,221800.0,Comedy,Pyaar Ka Punchnama 2,,Unrated,2015-10-16,136
1077,1077,56000.0,Foreign,Over Your Cities Grass Will Grow,,Unrated,2011-08-10,105
1078,1078,823200.0,Period Drama,Coriolanus,,R,2012-01-20,122
1079,1079,49900.0,Action Thriller,Heist,$8.9 million,R,2015-11-13,93
1080,1080,103200.0,Action Drama,Hardflip,,PG-13,2012-06-01,0
1081,1081,1174700.0,Drama,Hector And The Search For Happiness,,R,2014-09-19,114
1082,1082,11300.0,Horror Comedy,Midget Zombie Takeover,"$2,000",Unrated,2013-02-08,72
1083,1083,756600.0,Drama,"Men, Women & Children",,R,2014-10-01,0
1084,1084,13900.0,Comedy / Drama,A Long Way Down,,R,2014-07-11,96
1085,1085,247900.0,Drama,Love,$3 million,Unrated,2015-10-30,135
1086,1086,63795400.0,Drama,God's Not Dead,$2 million,PG,2014-03-21,113
1087,1087,466000.0,Foreign,Beijing Love Story,,Unrated,2014-02-14,122
1088,1088,149756900.0,Action Comedy,21 Jump Street,$42 million,R,2012-03-16,109
1089,1089,3200.0,Drama / Thriller,Plush,,R,2013-09-13,99
1090,1090,435000.0,Foreign,The German Doctor,,PG-13,2014-04-25,93
1091,1091,69937900.0,Comedy,Pitch Perfect,$17 million,PG-13,2012-09-28,112
1092,1092,52409000.0,Comedy,The Dilemma,$70 million,PG-13,2011-01-14,118
1093,1093,630600.0,Adventure Comedy,"Kumiko, The Treasure Hunter",,Unrated,2015-03-18,105
1094,1094,3700.0,Foreign,Tricked,,Unrated,2013-12-13,55
1095,1095,105300.0,Documentary,The United States of Autism,"$65,000",Unrated,2013-04-05,93
1096,1096,40180600.0,Action Comedy,The Family,$30 million,R,2013-09-13,112
1097,1097,153400.0,Foreign,Rangeelay,,Unrated,2013-05-17,129
1098,1098,4681400.0,Drama,Suffragette,,PG-13,2015-10-23,106
1099,1099,20000.0,Foreign,You Ain't Seen Nothin' Yet,,Unrated,2013-06-07,115
1100,1100,196490500.0,Sci-Fi Adventure,Interstellar,$165 million,PG-13,2014-11-05,169
1101,1101,21000.0,Documentary,Noma - My Perfect Storm,,Unrated,2015-12-18,100
1102,1102,15200.0,Drama,Exhibition,,Unrated,2014-06-20,104
1103,1103,15800.0,Documentary,Can You Dig This,,Unrated,2015-11-27,80
1104,1104,38189300.0,Comedy / Drama,50/50,$8 million,R,2011-09-30,99
1105,1105,51000.0,Foreign,Viva La Liberta,,Unrated,2014-11-07,94
1106,1106,15200.0,Foreign,Daisies,,Unrated,2012-07-06,0
1107,1107,6700.0,Thriller,Alleluia,,Unrated,2015-07-17,93
