Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
121,Bears,4/18/2014 0:00:00,Walt Disney,Documentary,G,17780194,2176278
122,The Hunger Games: Catching Fire,11/22/2013 0:00:00,Lionsgate,Adventure,PG-13,17528348,2145452
123,Addicted,10/10/2014 0:00:00,Lionsgate,Drama,R,17390770,2128613
124,A Haunted House 2,4/18/2014 0:00:00,Open Road,Comedy,R,17329487,2121112
125,A Most Wanted Man,7/25/2014 0:00:00,Roadside Attractions,Thriller/Suspense,R,17237855,2109896
126,Begin Again,6/27/2014 0:00:00,Weinstein Co.,Drama,R,16170632,1979269
127,Tyler Perry's The Single Moms Club,3/14/2014 0:00:00,Lionsgate,Comedy,PG-13,15995891,1957881
128,Devil's Due,1/17/2014 0:00:00,20th Century Fox,Horror,R,15821461,1936531
129,And So It Goes,7/25/2014 0:00:00,Clarius Entertainment,Comedy,PG-13,15160801,1855667
130,Step Up All In,8/8/2014 0:00:00,Lionsgate,Drama,PG-13,14904384,1824282
131,Beyond the Lights,11/14/2014 0:00:00,Relativity,Drama,PG-13,14564709,1782706
132,America: Imagine a World Without Her,6/27/2014 0:00:00,Lionsgate,Documentary,PG-13,14444502,1767992
133,Left Behind,10/3/2014 0:00:00,Freestyle Releasing,Thriller/Suspense,PG-13,14019924,1716024
134,Sin City: A Dame to Kill For,8/22/2014 0:00:00,Weinstein Co.,Action,R,13757804,1683941
135,Labor Day,1/31/2014 0:00:00,Paramount Pictures,Drama,PG-13,13371528,1636661
136,The Secret Life of Walter Mitty,12/25/2013 0:00:00,20th Century Fox,Comedy,PG,12765884,1562531
137,Winter's Tale,2/14/2014 0:00:00,Warner Bros.,Drama,PG-13,12600231,1542255
138,Dallas Buyers Club,11/1/2013 0:00:00,Focus Features,Drama,R,10997442,1346076
139,Belle,5/2/2014 0:00:00,Fox Searchlight,Drama,PG,10726630,1312929
140,The Drop,9/12/2014 0:00:00,Fox Searchlight,Drama,R,10724389,1312654
141,Nebraska,11/15/2013 0:00:00,Paramount Pictures,Drama,R,10651616,1303747
142,Magic in the Moonlight,7/25/2014 0:00:00,Sony Pictures Classics,Romantic Comedy,PG-13,10534510,1289413
143,Sabotage,3/28/2014 0:00:00,Open Road,Action,R,10508518,1286232
144,Moms’ Night Out,5/9/2014 0:00:00,Sony Pictures,Comedy,PG,10429707,1276585
145,Big Eyes,12/25/2014 0:00:00,Weinstein Co.,Drama,PG-13,9924025,1214690
146,P.K.,12/19/2014 0:00:00,UTV Communications,Comedy,Not Rated,9896123,1211275
147,The Quiet  Ones,4/25/2014 0:00:00,Lionsgate,Horror,PG-13,8509867,1041599
148,Island of Lemurs: Madagascar,4/4/2014 0:00:00,Warner Bros.,Documentary,G,8482629,1038265
149,Legends of Oz: Dorothy’s Return,5/9/2014 0:00:00,Clarius Entertainment,Adventure,PG,8462347,1035782
150,Foxcatcher,11/14/2014 0:00:00,Sony Pictures Classics,Drama,R,7942789,972189
151,Vampire Academy,2/7/2014 0:00:00,Weinstein Co.,Drama,PG-13,7791979,953730
152,Bad Words,3/14/2014 0:00:00,Focus Features,Comedy,R,7779614,952217
153,Cantinflas,8/29/2014 0:00:00,Pantelion Films,Drama,PG,6382924,781263
154,Jerusalem,9/13/2013 0:00:00,National Geographic Entertainment,Documentary,Not Rated,6304112,771617
155,Meet the Mormons,10/10/2014 0:00:00,Purdie Distribution,Documentary,PG,6028558,737889
156,Whiplash,10/10/2014 0:00:00,Sony Pictures Classics,Drama,R,5901617,722352
157,Hubble 3D,3/19/2010 0:00:00,Warner Bros.,Documentary,G,5754866,704389
158,47 Ronin,12/25/2013 0:00:00,Universal,Action,PG-13,5674795,694589
159,Cesar Chavez,3/28/2014 0:00:00,Lionsgate,Drama,PG-13,5571497,681945
160,Inside Llewyn Davis,12/6/2013 0:00:00,CBS Films,Drama,R,5490231,671998
161,The Skeleton Twins,9/12/2014 0:00:00,Lionsgate/Roadside Attractions,Drama,R,5284309,646794
162,Journey to the South Pacific,11/27/2013 0:00:00,MacGillivray Freeman Films,Documentary,G,5238809,641225
163,The Wind Rises,11/8/2013 0:00:00,Walt Disney,Drama,PG-13,5201879,636704
164,Grudge Match,12/25/2013 0:00:00,Warner Bros.,Comedy,PG-13,4971780,608541
165,The Interview,12/25/2014 0:00:00,Sony Pictures,Comedy,R,4960726,607188
166,Walking with Dinosaurs,12/20/2013 0:00:00,20th Century Fox,Adventure,PG,4731936,579184
167,Snowpiercer,6/27/2014 0:00:00,RADiUS-TWC,Thriller/Suspense,R,4563029,558510
168,The Railway Man,4/11/2014 0:00:00,Weinstein Co.,Drama,R,4438438,543260
169,Dear White People,10/17/2014 0:00:00,Lionsgate/Roadside Attractions,Comedy,R,4376622,535694
170,The Lunchbox,2/28/2014 0:00:00,Sony Pictures Classics,Drama,PG,4231500,517931
171,My Old Lady,9/10/2014 0:00:00,Cohen Media Group,Comedy,PG-13,4001608,489792
172,Fading Gigolo,4/18/2014 0:00:00,Alchemy,Comedy,R,3747833,458731
173,Ida,5/2/2014 0:00:00,Music Box Films,Drama,PG-13,3704612,453440
174,Calvary,8/1/2014 0:00:00,Fox Searchlight,Black Comedy,R,3600006,440637
175,Wish I Was Here,7/18/2014 0:00:00,Focus Features,Comedy,R,3591299,439571
176,What If,8/8/2014 0:00:00,CBS Films,Romantic Comedy,PG-13,3493000,427539
177,The Grand Seduction,5/30/2014 0:00:00,Entertainment One,Comedy,PG-13,3409304,417295
178,Veronica Mars,3/14/2014 0:00:00,Warner Bros.,Drama,PG-13,3322127,406625
179,Before I Go to Sleep,10/31/2014 0:00:00,Clarius Entertainment,Thriller/Suspense,R,3242457,396873
180,Rosewater,11/14/2014 0:00:00,Open Road,Drama,R,3128941,382979
181,Obvious Child,6/6/2014 0:00:00,A24,Romantic Comedy,R,3122616,382205
182,Thor: The Dark World,11/8/2013 0:00:00,Walt Disney,Adventure,PG-13,2912936,356540
183,The Trip to Italy,8/15/2014 0:00:00,IFC Films,Comedy,Not Rated,2873758,351745
184,The Admiral: Roaring Currents,8/8/2014 0:00:00,CJ Entertainment,Action,Not Rated,2830989,346510
185,The Identical,9/5/2014 0:00:00,Freestyle Releasing,Drama,PG,2827666,346103
186,The Fluffy Movie,7/25/2014 0:00:00,Open Road,Concert/Performance,PG-13,2827393,346070
187,Kirk Cameron's Saving Christmas,11/14/2014 0:00:00,Samuel Goldwyn Films,Multiple Genres,PG,2778297,340060
188,The Good Lie,10/3/2014 0:00:00,Warner Bros.,Drama,PG-13,2716989,332556
189,The Pyramid,12/5/2014 0:00:00,20th Century Fox,Horror,R,2706405,331261
190,The Raid 2,3/28/2014 0:00:00,Sony Pictures Classics,Action,R,2625803,321395
191,Under the Skin,4/4/2014 0:00:00,A24,Thriller/Suspense,R,2614251,319981
192,Bang Bang,10/2/2014 0:00:00,FIP,Action,Not Rated,2581138,315928
193,Kick,7/25/2014 0:00:00,UTV Communications,Action,Not Rated,2472695,302655
194,Kill the Messenger,10/10/2014 0:00:00,Focus Features,Thriller/Suspense,R,2450846,299981
195,The Book Thief,11/8/2013 0:00:00,20th Century Fox,Drama,PG-13,2396662,293349
196,2014 Oscar Shorts,1/31/2014 0:00:00,ShortsHD,Multiple Genres,Not Rated,2357890,288603
197,Tyler Perry's A Madea Christmas,12/13/2013 0:00:00,Lionsgate,Comedy,PG-13,2316077,283485
198,Captain Phillips,10/11/2013 0:00:00,Sony Pictures,Drama,PG-13,2301683,281723
199,The Homesman,11/14/2014 0:00:00,Roadside Attractions,Western,R,2272797,278188
200,CitizenFour,10/24/2014 0:00:00,RADiUS-TWC,Documentary,R,2263209,277014
201,Love is Strange,8/22/2014 0:00:00,Sony Pictures Classics,Drama,R,2262203,276891
202,2 States,4/18/2014 0:00:00,UTV Communications,Drama,Not Rated,2238175,273950
203,American Sniper,12/25/2014 0:00:00,Warner Bros.,Drama,R,2229288,272862
204,Le Week-End,3/14/2014 0:00:00,Music Box Films,Drama,R,2225098,272349
205,Cloudy with a Chance of Meatballs 2,9/27/2013 0:00:00,Sony Pictures,Adventure,PG,2179330,266747
206,Words and Pictures,5/23/2014 0:00:00,Roadside Attractions,Romantic Comedy,PG-13,2171257,265759
207,Gloria,1/24/2014 0:00:00,Roadside Attractions,Drama,R,2110357,258305
208,Trailer Park Boys 3: Don’t Legalize It,9/5/2014 0:00:00,Screen Media Films,Comedy,Not Rated,2090607,255888
209,Selma,12/25/2014 0:00:00,Paramount Pictures,Drama,PG-13,2068453,253176
210,The Immigrant,5/16/2014 0:00:00,RADiUS-TWC,Drama,R,2013456,246445
211,Dr. Cabbie,11/26/2014 0:00:00,Eros Entertainment,Comedy,G,1986209,243110
212,The Great Beauty,11/15/2013 0:00:00,Janus Films,Drama,Not Rated,1934973,236838
213,Only Lovers Left Alive,4/11/2014 0:00:00,Sony Pictures Classics,Drama,R,1876685,229704
214,Tusk,9/19/2014 0:00:00,A24,Horror,R,1821983,223008
215,Tim's Vermeer,1/31/2014 0:00:00,Sony Pictures Classics,Documentary,PG-13,1670806,204505
216,Persecuted,7/18/2014 0:00:00,"One Media, LLC",Drama,PG-13,1557494,190635
217,Fed Up,5/9/2014 0:00:00,RADiUS-TWC,Documentary,PG,1538898,188359
218,Finding Vivian Maier,3/28/2014 0:00:00,IFC Films,Documentary,Not Rated,1509131,184716
219,The Tale of the Princess Kaguya,10/17/2014 0:00:00,GKIDS,Drama,PG,1506975,184452
220,Inherent Vice,12/12/2014 0:00:00,Warner Bros.,Drama,R,1462978,179067
221,Pride,9/26/2014 0:00:00,CBS Films,Drama,R,1447022,177114
222,Locke,4/25/2014 0:00:00,A24,Thriller/Suspense,R,1370646,167765
223,Gimme Shelter,1/24/2014 0:00:00,Roadside Attractions,Drama,PG-13,1359910,166451
224,Mandela: Long Walk to Freedom,11/29/2013 0:00:00,Weinstein Co.,Drama,PG-13,1261498,154406
225,Singham Returns,8/15/2014 0:00:00,Eros Entertainment,Action,Not Rated,1226581,150132
226,Repentance,2/28/2014 0:00:00,Codeblack Entertainment,Thriller/Suspense,R,1189612,145607
227,Jai Ho,1/24/2014 0:00:00,Eros Entertainment,Action,Not Rated,1187266,145320
228,The Past,12/20/2013 0:00:00,Sony Pictures Classics,Drama,PG-13,1175459,143875
229,The Remaining,9/5/2014 0:00:00,Sony Pictures,Horror,PG-13,1169603,143158
230,Force Majeure,10/24/2014 0:00:00,Magnolia Pictures,Drama,R,1158170,141758
231,Hector and the Search for Happiness,9/19/2014 0:00:00,Relativity,Romantic Comedy,R,1124445,137630
232,The Invisible Woman,12/25/2013 0:00:00,Sony Pictures Classics,Drama,R,1116507,136659
233,The Rover,6/13/2014 0:00:00,A24,Drama,R,1109199,135764
234,50 to 1,3/21/2014 0:00:00,Ten Furlongs,Drama,PG-13,1069454,130900
235,Khoobsurat,9/19/2014 0:00:00,UTV Communications,Romantic Comedy,Not Rated,1055593,129203
236,Haider,10/2/2014 0:00:00,UTV Communications,Drama,Not Rated,1048143,128291
237,Third Person,6/20/2014 0:00:00,Sony Pictures Classics,Drama,R,1019038,124729
238,Stalingrad,2/28/2014 0:00:00,Sony Pictures Classics,Drama,R,1013945,124105
239,Enemy,3/14/2014 0:00:00,A24,Thriller/Suspense,R,1005824,123111
240,The Song,9/26/2014 0:00:00,Samuel Goldwyn Films,Drama,PG-13,1005691,123095
241,Awake: The Life of Yogananda,10/10/2014 0:00:00,Counterpoint Films & Self-Realization Fellowship,Documentary,PG,1001998,122643
242,Mr. Turner,12/19/2014 0:00:00,Sony Pictures Classics,Drama,R,962818,117847
243,Más negro que la noche,9/26/2014 0:00:00,Lionsgate,Thriller/Suspense,R,870063,106494
244,Particle Fever,3/5/2014 0:00:00,Abramorama Films,Documentary,Not Rated,869838,106467
245,Free Birds,11/1/2013 0:00:00,Relativity,Comedy,PG,855955,104768
246,Atlas Shrugged: Who Is John Galt?,9/12/2014 0:00:00,Atlas Distribution,Drama,PG-13,851690,104246
247,Born to be Wild 3D,4/8/2011 0:00:00,Warner Bros.,Documentary,G,842817,103159
248,Saw,10/29/2004 0:00:00,Lionsgate,Horror,R,815324,99794
249,Life Itself,7/4/2014 0:00:00,Magnolia Pictures,Documentary,R,810454,99198
250,Last Vegas,11/1/2013 0:00:00,CBS Films,Comedy,PG-13,801849,98145
251,Alone Yet Not Alone,6/13/2014 0:00:00,Hammond Entertainment,Drama,PG-13,795755,97399
252,Delivery Man,11/22/2013 0:00:00,Walt Disney,Comedy,PG-13,793379,97108
253,Nymphomaniac: Volume I,3/21/2014 0:00:00,Magnolia Pictures,Drama,Not Rated,785896,96192
254,Breakup Buddies,10/3/2014 0:00:00,China Lion Film Distribution,Comedy,Not Rated,774961,94854
255,Palo Alto,5/9/2014 0:00:00,TriBeca Films,Drama,R,767732,93969
256,Under the Sea 3D,2/13/2009 0:00:00,Warner Bros.,Documentary,G,746627,91386
257,The Babadook,11/28/2014 0:00:00,IFC Midnight,Horror,Not Rated,742092,90831
258,Space Station,4/19/2002 0:00:00,IMAX Films,Documentary,Not Rated,728699,89192
259,Land Ho!,7/11/2014 0:00:00,Sony Pictures Classics,Comedy,R,727430,89036
260,Yves Saint Laurent,6/25/2014 0:00:00,Weinstein Co.,Drama,R,723593,88567
261,Holiday,6/6/2014 0:00:00,Reliance Entertainment,Thriller/Suspense,Not Rated,706893,86523
262,"Men, Women and Children",10/1/2014 0:00:00,Paramount Pictures,Comedy,R,705908,86402
263,Frankie and Alice,12/10/2010 0:00:00,Self Distributed,Drama,R,695876,85174
264,To the Arctic 3D,4/20/2012 0:00:00,Warner Bros.,Documentary,G,674932,82611
265,Blue Jasmine,7/26/2013 0:00:00,Sony Pictures Classics,Comedy,PG-13,660237,80812
266,Jodorowsky's Dune,3/21/2014 0:00:00,Sony Pictures Classics,Documentary,PG-13,646512,79132
267,Frank,8/15/2014 0:00:00,Magnolia Pictures,Comedy,R,645186,78970
268,Finding Fanny,9/12/2014 0:00:00,FIP,Romantic Comedy,Not Rated,623229,76282
269,Walking the Camino: Six Ways to Santiago,9/6/2013 0:00:00,Future Educational Films,Documentary,Not Rated,601934,73676
270,The Signal,6/13/2014 0:00:00,Focus Features,Thriller/Suspense,PG-13,600896,73549
271,The Disappearance of Eleanor Rigby,9/12/2014 0:00:00,Weinstein Co.,Drama,R,587152,71866
272,Kochadaiiyaan,4/11/2014 0:00:00,Eros Entertainment,Action,Not Rated,583172,71379
273,Omar,2/21/2014 0:00:00,Adopt Films,Thriller/Suspense,Not Rated,583000,71358
274,The Saratov Approach,10/9/2013 0:00:00,Purdie Distribution,Thriller/Suspense,PG-13,573874,70241
275,Back in Time,12/12/2014 0:00:00,China Lion Film Distribution,Drama,Not Rated,562523,68852
276,23 Blast,10/24/2014 0:00:00,Abramorama Films,Drama,PG-13,549185,67219
277,Forrest Gump,7/6/1994 0:00:00,Paramount Pictures,Drama,PG-13,540777,66190
278,Highway,2/21/2014 0:00:00,UTV Communications,Drama,Not Rated,529136,64765
279,Dom Hemingway,4/2/2014 0:00:00,Fox Searchlight,Comedy,R,523511,64077
280,The One I Love,8/22/2014 0:00:00,RADiUS-TWC,Romantic Comedy,R,511635,62623
281,On Any Sunday: The Next Chapter,11/7/2014 0:00:00,Hannover House,Documentary,PG,509916,62413
282,Tracks,9/19/2014 0:00:00,Weinstein Co.,Drama,PG-13,509815,62400
283,The Two Faces of January,9/26/2014 0:00:00,Magnolia Pictures,Thriller/Suspense,PG-13,507463,62112
284,A Hard Day's Night,8/11/1964 0:00:00,Universal,Comedy,G,503557,61634
285,The Captive,12/12/2014 0:00:00,A24,Thriller/Suspense,R,450000,55079
286,In Secret,2/21/2014 0:00:00,Roadside Attractions,Thriller/Suspense,R,444179,54367
287,Laggies,10/24/2014 0:00:00,A24,Romantic Comedy,R,440338,53896
288,Last Days in Vietnam,9/5/2014 0:00:00,American Experience/PBS Films,Documentary,Not Rated,440031,53859
289,La petite reine,6/13/2014 0:00:00,Entertainment One,Drama,Not Rated,430527,52696
290,Beijing Love Story,2/14/2014 0:00:00,China Lion Film Distribution,Drama,Not Rated,423598,51847
291,Cold in July,5/23/2014 0:00:00,IFC Films,Thriller/Suspense,R,423223,51802
292,But Always,9/5/2014 0:00:00,China Lion Film Distribution,Drama,Not Rated,417558,51108
