Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
294,Hockney,4/22/2016 0:00:00,Film Movement,Documentary,Not Rated,120745,14323
295,Three,6/24/2016 0:00:00,Well Go USA,Thriller/Suspense,Not Rated,119550,14181
296,Theeb,11/6/2015 0:00:00,Film Movement,Adventure,Not Rated,118320,14035
297,Caged No More,1/22/2016 0:00:00,Freestyle Releasing,Thriller/Suspense,PG-13,114959,13636
298,"Hieronymus Bosch, Touched by the Devil",7/27/2016 0:00:00,Kino Lorber,Documentary,Not Rated,113301,13440
299,The Measure of a Man,4/15/2016 0:00:00,Kino Lorber,Drama,Not Rated,112391,13332
300,The Boy and the World,12/11/2015 0:00:00,GKIDS,Adventure,PG,111899,13273
301,Miss Sharon Jones,7/29/2016 0:00:00,Starz Media,Documentary,Not Rated,110269,13080
302,Zero Days,7/8/2016 0:00:00,Magnolia Pictures,Documentary,PG-13,109649,13006
303,Requiem For the American Dream,1/29/2016 0:00:00,Gravitas Ventures,Documentary,Not Rated,109476,12986
304,Love the Coopers,11/13/2015 0:00:00,CBS Films,Comedy,PG-13,108974,12926
305,Aferim!,1/22/2016 0:00:00,Big World Pictures,Black Comedy,Not Rated,108110,12824
306,Against the Wild: Survive the Serengeti,2/26/2016 0:00:00,Anchor Bay Entertainment,Adventure,PG,107953,12805
307,Yellow Day,9/19/2014 0:00:00,Self Distributed,Adventure,PG,107325,12731
308,The 33,11/13/2015 0:00:00,Warner Bros.,Drama,PG-13,105269,12487
309,Peggy Guggenheim - Art Addict,11/6/2015 0:00:00,Submarine Deluxe,Documentary,Not Rated,104844,12437
310,Puerto Ricans in Paris,6/10/2016 0:00:00,Focus World,Comedy,R,102890,12205
311,Tale of Tales,4/22/2016 0:00:00,IFC Films,Drama,R,102186,12121
312,Our Last Tango,4/15/2016 0:00:00,Strand,Documentary,Not Rated,100086,11872
313,Hitchcock/Truffaut,12/2/2015 0:00:00,Cohen Media Group,Documentary,PG-13,98108,11637
314,Heart of a Dog,10/21/2015 0:00:00,Abramorama Films,Documentary,Not Rated,98070,11633
315,Elevator to the Gallows,6/10/1961 0:00:00,Rialto Pictures,Drama,Not Rated,97489,11564
316,Seondal: The Man who Sells the River,7/15/2016 0:00:00,CJ Entertainment,Drama,Not Rated,97223,11532
317,Never Gone,7/15/2016 0:00:00,China Lion Film Distribution,Drama,Not Rated,96421,11437
318,Ingrid Bergman - In Her Own Words,11/13/2015 0:00:00,Rialto Pictures,Documentary,Not Rated,95341,11309
319,Remember the Goal,8/26/2016 0:00:00,Five & Two Pictures,Drama,PG,93647,11108
320,New York New York,4/15/2016 0:00:00,China Lion Film Distribution,Drama,Not Rated,92377,10958
321,No One’s Life Is Easy: So I Married an Anti-Fan,7/1/2016 0:00:00,China Lion Film Distribution,Romantic Comedy,Not Rated,89408,10605
322,"My Love, Don't Cross That River",6/17/2016 0:00:00,Film Movement,Documentary,Not Rated,88018,10441
323,Fireworks Wednesday,3/16/2016 0:00:00,Grasshopper Film,Drama,Not Rated,87793,10414
324,Decalogue,6/9/2000 0:00:00,New Yorker,Drama,Not Rated,85466,10138
325,Morris from America,8/19/2016 0:00:00,A24,Drama,R,84260,9995
326,Los sures,4/15/2016 0:00:00,Oscilloscope Pictures,Documentary,Not Rated,83992,9963
327,Mountains May Depart,2/12/2016 0:00:00,Kino Lorber,Drama,Not Rated,82913,9835
328,Vita Activa: The Spirit of Hannah Arendt,4/6/2016 0:00:00,Zeitgeist,Documentary,Not Rated,82143,9744
329,Under the Sun (2016),7/6/2016 0:00:00,Icarus Films,Documentary,Not Rated,79824,9469
330,Space Station,4/19/2002 0:00:00,IMAX Films,Documentary,Not Rated,78804,9348
331,Colliding Dreams,3/4/2016 0:00:00,International Film Circuit,Documentary,Not Rated,78288,9286
332,Victor,9/15/2016 0:00:00,CanZion Films,Drama,PG-13,77754,9223
333,My Best Friend’s Wedding,8/12/2016 0:00:00,Sony Pictures,Romantic Comedy,PG,77043,9139
334,Saala Khadoos,1/29/2016 0:00:00,UTV Communications,Drama,Not Rated,76931,9125
335,Les Cowboys,6/24/2016 0:00:00,Cohen Media Group,Western,R,73725,8745
336,Raiders! The Story of the Greatest Fan Film Ever Made,6/17/2016 0:00:00,Drafthouse Films,Documentary,Not Rated,71916,8530
337,The Congressman,4/29/2016 0:00:00,Shadow,Drama,R,71451,8475
338,Norman Lear: Just Another Version of You,7/8/2016 0:00:00,Music Box Films,Documentary,Not Rated,70950,8416
339,Other People,9/9/2016 0:00:00,Self Distributed,Drama,Not Rated,69433,8236
340,The Messenger,12/4/2015 0:00:00,Alive Mind,Documentary,Not Rated,67816,8044
341,Phantom Detective,5/13/2016 0:00:00,CJ Entertainment,Action,Not Rated,67054,7954
342,Author: The JT LeRoy Story,9/9/2016 0:00:00,Magnolia Pictures,Documentary,R,66669,7908
343,Devil and Angel,12/31/2015 0:00:00,China Lion Film Distribution,Comedy,Not Rated,66588,7898
344,Em La Ba Noi Cua Anh,3/11/2016 0:00:00,CJ Entertainment,Comedy,Not Rated,65718,7795
345,Sicario,9/18/2015 0:00:00,Lionsgate,Thriller/Suspense,R,65326,7749
346,Microbe and Gasoline,7/1/2016 0:00:00,Screen Media Films,Comedy,R,63802,7568
347,Trapped,3/4/2016 0:00:00,Abramorama Films,Documentary,Not Rated,63240,7501
348,Creative Control,3/11/2016 0:00:00,Magnolia Pictures,Drama,R,63014,7474
349,The Dark Horse,4/1/2016 0:00:00,Broad Green Pictures,Drama,R,61505,7295
350,Don’t Blink: Robert Frank,7/13/2016 0:00:00,Grasshopper Film,Documentary,Not Rated,61148,7253
351,Secret in Their Eyes,11/20/2015 0:00:00,STX Entertainment,Thriller/Suspense,PG-13,61121,7250
352,Dancer,9/9/2016 0:00:00,IFC Films,Documentary,Not Rated,61064,7243
353,Deep Sea 3-D,3/3/2006 0:00:00,Warner Bros.,Documentary,G,60841,7217
354,Too Late,3/18/2016 0:00:00,Vanishing Angle Films,Drama,Not Rated,60438,7169
355,Presenting Princess Shaw,5/27/2016 0:00:00,Magnolia Pictures,Documentary,Not Rated,60197,7140
356,Time Renegades,4/15/2016 0:00:00,CJ Entertainment,Action,Not Rated,58689,6961
357,The Night Before,11/20/2015 0:00:00,Sony Pictures,Comedy,R,58470,6935
358,Demon,9/9/2016 0:00:00,The Orchard,Horror,R,56817,6739
359,Max Rose,9/2/2016 0:00:00,Paladin,Drama,Not Rated,56365,6686
360,Wedding Doll,4/15/2016 0:00:00,Strand,Drama,Not Rated,56196,6666
361,DONGJU; The Portrait of A Poet,2/17/2016 0:00:00,,Drama,Not Rated,56184,6664
362,The Wait,4/29/2016 0:00:00,Oscilloscope Pictures,Drama,Not Rated,55804,6619
363,Regression,2/5/2016 0:00:00,Weinstein Co.,Thriller/Suspense,R,55039,6528
364,Clown,6/17/2016 0:00:00,Dimension Pictures,Horror,R,55007,6525
365,Burnt,10/30/2015 0:00:00,Weinstein Co.,Comedy,R,54991,6523
366,Le Journal d'une femme de chambre,6/10/2016 0:00:00,Cohen Media Group,Drama,Not Rated,53581,6355
367,High Strung,4/8/2016 0:00:00,Paladin,Drama,PG,53447,6340
368,The Intern,9/25/2015 0:00:00,Warner Bros.,Comedy,PG-13,53311,6323
369,Journey to the South Pacific,11/27/2013 0:00:00,MacGillivray Freeman Films,Documentary,G,52814,6265
370,The Club,2/5/2016 0:00:00,Music Box Films,Drama,Not Rated,52761,6258
371,The Last Man on the Moon,2/26/2016 0:00:00,Gravitas Ventures,Documentary,Not Rated,52482,6225
372,Grandma,8/21/2015 0:00:00,Sony Pictures Classics,Comedy,R,52304,6204
373,Cemetery of Splendor,3/4/2016 0:00:00,Strand,Drama,Not Rated,51950,6162
374,Chi-raq,12/4/2015 0:00:00,Amazon Studios/Roadside Attractions,Drama,R,51701,6132
375,King Georges,2/26/2016 0:00:00,IFC Films,Documentary,Not Rated,51663,6128
376,Generation Found,8/29/2016 0:00:00,Gathr Films,Documentary,Not Rated,51294,6084
377,Like for Likes,2/26/2016 0:00:00,CJ Entertainment,Romantic Comedy,Not Rated,50839,6030
378,The Tenth Man (2016),7/29/2016 0:00:00,Kino Lorber,Comedy,Not Rated,50327,5969
379,In the Shadow of Women,1/15/2016 0:00:00,Distrib Films,Drama,Not Rated,50291,5965
380,In Order of Disappearance,8/26/2016 0:00:00,Magnolia Pictures,Action,R,50255,5961
381,The Daughter,7/1/2016 0:00:00,Mongrel Media,Drama,Not Rated,50079,5940
382,Pele: Birth of a Legend,5/13/2016 0:00:00,IFC Films,Drama,PG,49979,5928
383,The Treasure,1/8/2016 0:00:00,IFC Films,Comedy,Not Rated,48508,5754
384,My King,8/12/2016 0:00:00,Film Movement,Drama,Not Rated,47582,5644
385,Ma Ma,5/20/2016 0:00:00,Oscilloscope Pictures,Drama,R,47258,5605
386,Remember,10/16/2015 0:00:00,Entertainment One,Thriller/Suspense,R,45078,5347
387,Fatima,8/26/2016 0:00:00,Kino Lorber,Drama,Not Rated,45050,5344
388,To the Arctic 3D,4/20/2012 0:00:00,Warner Bros.,Documentary,G,44727,5305
389,The Land,7/29/2016 0:00:00,IFC Films,Drama,R,43756,5190
390,Nuts!,6/22/2016 0:00:00,Life Sentence Films/m Tuckman Media,Documentary,Not Rated,43616,5173
391,Mastizaade,1/29/2016 0:00:00,Eros Entertainment,Comedy,Not Rated,43403,5148
392,Disorder,8/12/2016 0:00:00,IFC Films,Thriller/Suspense,Not Rated,42956,5095
393,A Melody to Remember,1/29/2016 0:00:00,CJ Entertainment,Drama,Not Rated,41845,4963
394,Wild Oats,9/16/2016 0:00:00,Weinstein Co.,Comedy,PG-13,40598,4815
395,Cameraperson,9/9/2016 0:00:00,Janus Films,Documentary,Not Rated,38674,4587
396,Catching the Sun,4/1/2016 0:00:00,The Film Collaborative,Documentary,Not Rated,38613,4580
397,Germans and Jews,6/10/2016 0:00:00,First Run Features,Documentary,Not Rated,38100,4519
398,Restored Me,6/6/2016 0:00:00,Gathr Films,Drama,Not Rated,36633,4345
399,Maze Runner: The Scorch Trials,9/18/2015 0:00:00,20th Century Fox,Thriller/Suspense,PG-13,36599,4341
400,How to Let Go of the World and Love All The Things Climate Can”t Change,4/20/2016 0:00:00,International WOW,Documentary,Not Rated,36386,4316
401,Until Forever,2/12/2016 0:00:00,Linn Productions,Drama,Not Rated,35839,4251
402,Cock and Bull,9/16/2016 0:00:00,China Lion Film Distribution,,Not Rated,35000,4151
403,Spa Night,8/19/2016 0:00:00,Strand,Drama,Not Rated,34960,4147
404,Songs My Brothers Taught Me,3/2/2016 0:00:00,Kino Lorber,Drama,Not Rated,34793,4127
405,Summertime,7/22/2016 0:00:00,Strand,Drama,Not Rated,34726,4119
406,Mr. Right,4/8/2016 0:00:00,Focus World,Romantic Comedy,R,34694,4115
407,The Homeless Billionaire,6/17/2016 0:00:00,Hannover House,,Not Rated,34563,4100
408,Phantom Boy,7/15/2016 0:00:00,GKIDS,Adventure,PG,34361,4076
409,Eisenstein In Guanajuato,2/5/2016 0:00:00,Strand,Drama,Not Rated,34282,4066
410,Suffragette,10/23/2015 0:00:00,Focus Features,Drama,PG-13,33817,4011
411,Come What May,9/9/2016 0:00:00,Cohen Media Group,Drama,R,33367,3958
412,Equals,7/15/2016 0:00:00,A24,Drama,PG-13,33258,3945
413,Multiple Maniacs,8/5/2016 0:00:00,Janus Films,Comedy,NC-17,33036,3918
414,The Intervention,8/26/2016 0:00:00,Samuel Goldwyn Films,Drama,R,32919,3904
415,The Map Against the World,9/9/2016 0:00:00,CJ Entertainment,Drama,Not Rated,32893,3901
416,Last Cab to Darwin,6/10/2016 0:00:00,First Run Features,Drama,Not Rated,32873,3899
417,Monster Hunt,1/22/2016 0:00:00,FilmRise,Adventure,Not Rated,32766,3886
418,Rio I Love You,4/15/2016 0:00:00,Screen Media Films,Romantic Comedy,R,31982,3793
419,Sweet Sixteen,8/17/2016 0:00:00,China Lion Film Distribution,Drama,Not Rated,31538,3741
420,River of Fundament,12/4/2015 0:00:00,International Film Circuit,Drama,Not Rated,30859,3660
421,Labyrinth of Lies,9/30/2015 0:00:00,Sony Pictures Classics,Drama,R,30716,3643
422,Jafar Panahi’s Taxi,10/2/2015 0:00:00,Kino Lorber,Documentary,Not Rated,30554,3624
423,Being Charlie,5/6/2016 0:00:00,Paladin,Drama,R,30400,3606
424,Men & Chicken,4/22/2016 0:00:00,Drafthouse Films,Black Comedy,Not Rated,30207,3583
425,From Afar,6/8/2016 0:00:00,Strand,Drama,Not Rated,30169,3578
426,For a Few Bullets,7/22/2016 0:00:00,China Lion Film Distribution,Western,Not Rated,30142,3575
427,Therapy For A Vampire,6/10/2016 0:00:00,Music Box Films,Comedy,Not Rated,30115,3572
428,Troublemakers: The Story of Land Art,1/8/2016 0:00:00,First Run Features,Documentary,Not Rated,29462,3494
429,The Unknowns,5/23/2016 0:00:00,Gathr Films,Documentary,Not Rated,29284,3473
430,3 Weeks in Yerevan,9/16/2016 0:00:00,Richmond Media Entertainment,,Not Rated,29245,3469
431,Time to Choose,6/3/2016 0:00:00,Abramorama Films,Documentary,Not Rated,29233,3467
432,Valley of Love,3/25/2016 0:00:00,Strand,Drama,Not Rated,28648,3398
433,"Look At Us Now, Mother!",4/11/2015 0:00:00,,,Not Rated,28463,3376
434,"Rabin, The Last Day",1/29/2016 0:00:00,Kino Lorber,Drama,Not Rated,28411,3370
435,The Night,9/14/2016 0:00:00,Rialto Pictures,Drama,Not Rated,28339,3361
436,Bikes vs Cars,12/4/2015 0:00:00,Kino Lorber,Documentary,Not Rated,28072,3330
437,Take Me to the River,3/18/2016 0:00:00,Film Movement,Drama,Not Rated,28041,3326
438,"Rabin, in His Own Words",5/6/2016 0:00:00,Menemsha Entertainment,Documentary,Not Rated,27941,3314
439,The Seventh Fire,7/22/2016 0:00:00,Film Movement,Documentary,Not Rated,27120,3217
440,Blackway,6/10/2016 0:00:00,Electric Entertainment,Thriller/Suspense,R,27079,3212
441,Unlocking the Cage,5/25/2016 0:00:00,First Run Features,Documentary,Not Rated,26950,3196
442,Anesthesia,1/8/2016 0:00:00,IFC Films,Drama,R,26799,3179
443,Neon Bull,4/8/2016 0:00:00,Kino Lorber,Drama,Not Rated,26755,3173
444,Standing Tall,3/11/2016 0:00:00,Cohen Media Group,Drama,R,26144,3101
445,Cosmos,6/17/2016 0:00:00,Kino Lorber,Drama,Not Rated,25856,3067
446,The Dog Wedding,3/11/2016 0:00:00,25th Frame,Romantic Comedy,PG-13,25855,3067
447,The Last Princess,9/9/2016 0:00:00,CJ Entertainment,Drama,Not Rated,25753,3054
448,Chevalier,6/30/2015 0:00:00,Strand,Comedy,Not Rated,25696,3048
449,The New Year's Eve of Old Lee,2/12/2016 0:00:00,China Lion Film Distribution,Comedy,Not Rated,25358,3008
450,Sold,4/1/2016 0:00:00,Matson,Drama,PG-13,25223,2992
451,A Monster with a Thousand Heads,5/13/2016 0:00:00,Music Box Films,Thriller/Suspense,Not Rated,24852,2948
452,Paths of the Soul,5/13/2016 0:00:00,Icarus Films,Educational,Not Rated,24666,2925
453,Truth,10/16/2015 0:00:00,Sony Pictures Classics,Thriller/Suspense,R,24609,2919
454,Sudden Fear,8/12/2016 0:00:00,Cohen Media Group,Thriller/Suspense,Not Rated,24476,2903
455,Front Cover,8/5/2016 0:00:00,Strand,Drama,Not Rated,24310,2883
456,Lolo,3/11/2016 0:00:00,FilmRise,Romantic Comedy,Not Rated,24134,2862
457,No Home Movie,4/1/2016 0:00:00,Icarus Films,Documentary,Not Rated,24132,2862
458,Kaili Blues,5/20/2016 0:00:00,Grasshopper Film,,Not Rated,23722,2813
459,Project Itoh - Harmony,5/20/2016 0:00:00,FUNimation,Action,Not Rated,23248,2757
460,Angry Indian Goddess,8/5/2016 0:00:00,Mongrel Media,Comedy,Not Rated,23192,2751
461,Is That a Gun in Your Pocket?,9/16/2016 0:00:00,Area 23a,Comedy,R,22330,2648
462,Sanam Teri Kasam,2/5/2016 0:00:00,Eros Entertainment,Drama,Not Rated,22121,2624
463,The Winding Steam,12/16/2015 0:00:00,Argot Pictures,Documentary,Not Rated,21683,2572
464,Term Life,4/29/2016 0:00:00,Focus World,Drama,R,21256,2521
465,"Right Now, Wrong Then",6/24/2016 0:00:00,Grasshopper Film,Romantic Comedy,Not Rated,21220,2517
466,Almost Holy,5/20/2016 0:00:00,The Orchard,Documentary,R,21142,2507
467,Band of Robbers,1/15/2016 0:00:00,Gravitas Ventures,Adventure,Not Rated,20555,2438
468,Sea of Trees,8/26/2016 0:00:00,A24,Drama,PG-13,20444,2425
469,"Kill Me, Deadly",4/1/2016 0:00:00,Indican Pictures,Multiple Genres,Not Rated,19960,2367
470,Art Bastard,6/3/2016 0:00:00,CAVU Releasing,Documentary,Not Rated,19600,2325
471,Revelation: Dawn of Global Government,4/15/2016 0:00:00,Rocky Mountain Pictures,Documentary,PG,19107,2266
472,Command and Control,9/14/2016 0:00:00,American Experience Films,Documentary,Not Rated,18976,2251
473,Ktown Cowboys,3/18/2016 0:00:00,Freestyle Releasing,Documentary,R,18863,2237
474,Kamikaze 89,6/3/2016 0:00:00,Film Movement,Thriller/Suspense,Not Rated,18710,2219
475,Seoul Searching,6/17/2016 0:00:00,Mondo Paradiso Films,Comedy,Not Rated,18654,2212
476,In Jackson Heights,11/4/2015 0:00:00,Zipporah,Documentary,Not Rated,18619,2208
477,Holy Hell,5/27/2016 0:00:00,WRA Productions LLC,Documentary,Not Rated,18051,2141
478,I Knew Her Well,2/5/2016 0:00:00,Janus Films,Documentary,Not Rated,18010,2136
479,Kate Plays Christine,8/26/2016 0:00:00,Grasshopper Film,Documentary,Not Rated,17972,2131
480,Men go to Battle,7/8/2016 0:00:00,Film Movement,Drama,Not Rated,17950,2129
481,How He Fell in Love,7/8/2016 0:00:00,Monument Releasing,Drama,Not Rated,17575,2084
482,Streit's: Matzo and the American Dream,4/20/2016 0:00:00,Menemsha Entertainment,Documentary,Not Rated,17506,2076
483,Sembene!,11/13/2015 0:00:00,Kino Lorber,Documentary,Not Rated,17114,2030
484,The Seasons in Quincy: Four Portraits of John Berger,8/31/2016 0:00:00,Icarus Films,Documentary,Not Rated,16738,1985
485,Colonia,4/15/2016 0:00:00,Screen Media Films,Thriller/Suspense,R,15709,1863
486,Entertainment,11/13/2015 0:00:00,Magnolia Pictures,Drama,R,15642,1855
487,Five Nights in Maine,8/5/2016 0:00:00,FilmRise,Drama,Not Rated,15587,1848
488,Of Mind and Music,2/12/2016 0:00:00,Monterey Media,Drama,PG-13,15083,1789
489,It’s Already Tomorrow in Hong Kong,2/12/2016 0:00:00,Gravitas Ventures,Romantic Comedy,Not Rated,14966,1775
490,The Letters,12/4/2015 0:00:00,Freestyle Releasing,Drama,PG,14952,1773
491,The Lovers And The Despot,9/23/2016 0:00:00,Magnolia Pictures,,Not Rated,14925,1770
492,Argentina,6/17/2016 0:00:00,First Run Features,Documentary,Not Rated,14869,1763
493,Lamb,1/8/2016 0:00:00,The Orchard,Drama,R,14547,1725
494,As I Open My Eyes,9/9/2016 0:00:00,Kino Lorber,Drama,Not Rated,14169,1680
495,Yosemite,1/1/2016 0:00:00,Monterey Media,Drama,R,13931,1652
496,A Space Program,3/18/2016 0:00:00,Zeitgeist,Documentary,Not Rated,13739,1629
497,Woodlawn,10/16/2015 0:00:00,Pure Flix Entertainment,Drama,PG,13498,1601
498,Tikkun,6/10/2016 0:00:00,Kino Lorber,Drama,Not Rated,13358,1584
499,Late Spring,3/4/2016 0:00:00,Janus Films,Drama,Not Rated,13254,1572
500,The Adderall Diaries,4/15/2016 0:00:00,A24,Drama,R,13191,1564
501,Censored Voices,11/20/2015 0:00:00,Music Box Films,Documentary,Not Rated,13029,1545
502,City of Women,2/19/2016 0:00:00,Cohen Media Group,Comedy,R,12516,1484
503,The Ones Below,5/27/2016 0:00:00,Magnolia Pictures,Thriller/Suspense,R,12488,1481
504,Elstree 1976,5/6/2016 0:00:00,FilmRise,Documentary,Not Rated,12173,1444
505,Fritz Lang’s Destiny,5/20/2016 0:00:00,Kino Lorber,Thriller/Suspense,Not Rated,12156,1441
506,Remember You,1/15/2016 0:00:00,CJ Entertainment,,Not Rated,11800,1399
507,Lucha Mexico,7/15/2016 0:00:00,Kino Lorber,Documentary,Not Rated,11722,1390
508,Viktoria,4/29/2016 0:00:00,Big World Pictures,Drama,Not Rated,11314,1342
509,The Black Dove,8/12/2016 0:00:00,Indican Pictures,Comedy,Not Rated,10860,1288
510,When Two Worlds Collide,8/17/2016 0:00:00,First Run Features,Documentary,Not Rated,10692,1268
511,A Matter of Faith,10/17/2014 0:00:00,Five & Two Pictures,Drama,PG,10556,1252
512,Neither Heaven Nor Earth,8/5/2016 0:00:00,Film Movement,Multiple Genres,Not Rated,10512,1246
513,Serial Killer 1,6/17/2016 0:00:00,Kino Lorber,Drama,Not Rated,10330,1225
514,Flowers,10/30/2015 0:00:00,Music Box Films,Drama,Not Rated,10330,1225
515,Approaching the Unknown,6/3/2016 0:00:00,Vertical Entertainment,Drama,R,10232,1213
516,This Last Lonely Place,8/12/2016 0:00:00,Indican Pictures,Thriller/Suspense,Not Rated,10206,1210
517,Beta Test,7/22/2016 0:00:00,Mirror Images Ltd,Action,Not Rated,10104,1198
518,River of Grass,3/11/2016 0:00:00,Oscilloscope Pictures,Drama,Not Rated,10070,1194
519,Love Me True,8/12/2016 0:00:00,Indican Pictures,Romantic Comedy,Not Rated,10061,1193
520,Into the Forest,7/29/2016 0:00:00,A24,Drama,R,9995,1185
521,The Best Democracy Money Can Buy,9/23/2016 0:00:00,Cinema Libre,Documentary,Not Rated,9511,1128
522,An Eye for Beauty,4/15/2016 0:00:00,Monument Releasing,Drama,Not Rated,9395,1114
523,Landfill Harmonic,9/9/2016 0:00:00,The Film Collaborative,Documentary,Not Rated,8992,1066
524,The Last King,6/17/2016 0:00:00,Magnolia Pictures,Action,R,8905,1056
525,Reparation,9/4/2016 0:00:00,Red Dirt Pictures,Drama,Not Rated,8752,1038
526,Providence,2/12/2016 0:00:00,Main Street,Drama,Not Rated,8556,1014
527,Never,8/19/2016 0:00:00,Indican Pictures,Drama,Not Rated,8392,995
528,We Are Twisted F***ing Sister!,2/15/2016 0:00:00,Music Box Films,Documentary,Not Rated,8277,981
529,Silicon Cowboys,9/16/2016 0:00:00,FilmRise,Documentary,Not Rated,8239,977
530,Golden Kingdom,6/17/2016 0:00:00,Kino Lorber,Drama,Not Rated,8077,958
531,The Other Side (2015),5/20/2016 0:00:00,Film Movement,Documentary,PG,8074,957
532,Talent Has Hunger,3/11/2016 0:00:00,First Run Features,Documentary,Not Rated,7998,948
533,The Lost Arcade,8/12/2016 0:00:00,26 Aries,Documentary,Not Rated,7500,889
534,Tab Hunter Confidential,10/15/2015 0:00:00,,Documentary,Not Rated,7489,888
535,Indian Point,7/8/2016 0:00:00,First Run Features,Documentary,Not Rated,7251,860
536,The Pearl Button,10/23/2015 0:00:00,Kino Lorber,Documentary,Not Rated,7237,858
537,Legend,11/20/2015 0:00:00,Universal,Thriller/Suspense,R,7220,856
538,The Preppie Connection,3/18/2016 0:00:00,IFC Films,Drama,R,7138,846
539,Rosenwald,8/14/2015 0:00:00,The Ciesla Foundation,Documentary,Not Rated,7033,834
540,The Brainwashing of My Dad,3/18/2016 0:00:00,JSenko Productions,Documentary,Not Rated,7028,833
541,Boom Bust Boom,3/11/2016 0:00:00,Brainstorm Media,Documentary,Not Rated,6896,818
542,Behind the White Glasses: Portrait of Lina Wertmuller,3/4/2016 0:00:00,Parade Deck Films,Documentary,Not Rated,6840,811
543,Mad Tiger,3/18/2016 0:00:00,Film Movement,Documentary,Not Rated,6823,809
544,Pan,10/9/2015 0:00:00,Warner Bros.,Adventure,PG,6679,792
545,Hot Water,5/5/2016 0:00:00,Indican Pictures,Documentary,Not Rated,6651,788
546,The Dying of the Light,4/7/2016 0:00:00,First Run Features,Documentary,Not Rated,6627,786
547,The Romans,5/27/2016 0:00:00,Indican Pictures,Drama,Not Rated,6516,772
548,Ghost Team,8/12/2016 0:00:00,The Orchard,Comedy,PG-13,6245,740
549,Closet Monster,9/23/2016 0:00:00,Strand,Drama,Not Rated,6118,725
550,Undrafted,7/15/2016 0:00:00,Vertical Entertainment,Comedy,Not Rated,5777,685
551,Tanna,9/16/2016 0:00:00,Lightyear Entertainment,Drama,Not Rated,5711,677
552,The Channel,4/8/2016 0:00:00,Indican Pictures,Horror,Not Rated,5116,606
553,The Carer,9/9/2016 0:00:00,Corinth Films,Comedy,Not Rated,5102,605
554,Starcrossed,5/13/2016 0:00:00,Indican Pictures,Drama,Not Rated,5035,597
555,A Perfect Day,1/15/2016 0:00:00,IFC Films,Drama,R,5002,593
556,Seed: The Untold Story,8/22/2016 0:00:00,Collective Eye,Documentary,Not Rated,4955,587
557,Call Her Applebroog,6/10/2016 0:00:00,Zeitgeist,Documentary,Not Rated,4842,574
558,Roseanne for President!,7/1/2016 0:00:00,IFC Films,Documentary,Not Rated,4734,561
559,Marinoni: The Fire in the Frame,4/1/2016 0:00:00,First Run Features,Documentary,Not Rated,4696,557
560,Sworn Virgin,4/22/2016 0:00:00,Strand,Drama,Not Rated,4636,549
561,The Ruins of Lifta,9/23/2016 0:00:00,First Run Features,Documentary,Not Rated,4620,548
562,A Bit of Bad Luck,5/13/2016 0:00:00,Indican Pictures,Comedy,Not Rated,4604,546
563,The Automatic Hate,3/11/2016 0:00:00,Film Movement,Drama,Not Rated,4603,546
564,Search Party,5/13/2016 0:00:00,Focus World,Comedy,R,4571,542
565,Synchronicity,1/22/2016 0:00:00,Magnolia Pictures,Thriller/Suspense,R,4505,534
566,"Arabian Nights: Volume 3, The Enchanted One",12/18/2015 0:00:00,Kino Lorber,Documentary,Not Rated,4502,534
567,Noma: My Perfect Storm,12/18/2015 0:00:00,Magnolia Pictures,Documentary,Not Rated,4430,525
568,On Meditation,7/27/2016 0:00:00,Kino Lorber,Documentary,Not Rated,4322,512
569,Breaking a Monster,6/24/2016 0:00:00,Abramorama Films,Documentary,Not Rated,4212,499
570,I Don’t Belong Anywhere: The Cinema of Chantel Akerman,3/30/2016 0:00:00,Icarus Films,Documentary,Not Rated,4069,482
571,Made in France,9/23/2016 0:00:00,Under the Milky Way,Thriller/Suspense,Not Rated,4015,476
572,Miss Stevens,9/16/2016 0:00:00,The Orchard,Comedy,Not Rated,3858,457
573,Amy,7/3/2015 0:00:00,A24,Documentary,R,3528,418
574,Mi America,10/16/2016 0:00:00,Industrial House Films,Drama,R,3330,395
575,Burning Bodhi,3/18/2016 0:00:00,Monterey Media,Drama,R,3289,390
576,"Arabian Nights: Vol. 1, The Restless One",12/4/2015 0:00:00,Kino Lorber,Drama,Not Rated,3203,379
577,In Harmony,4/15/2016 0:00:00,Distrib Films,Drama,Not Rated,3144,372
578,Hooligan Sparrow,7/22/2016 0:00:00,The Film Collaborative,Documentary,Not Rated,3000,355
579,Moana With Sound,11/13/2015 0:00:00,Kino Lorber,Documentary,Not Rated,2993,355
580,The Professor: Tai Chi's Journey West,5/6/2016 0:00:00,First Run Features,Documentary,Not Rated,2852,338
581,New World Order,9/23/2016 0:00:00,Indican Pictures,,Not Rated,2790,330
582,The Summer of Sangaile,11/20/2015 0:00:00,Strand,Drama,Not Rated,2780,329
583,White Lies,3/4/2016 0:00:00,ArtMattan Productions,Drama,Not Rated,2760,327
584,The Forbidden Room,10/7/2015 0:00:00,Kino Lorber,Comedy,Not Rated,2670,316
585,Mekong Hotel,3/4/2016 0:00:00,Strand,Multiple Genres,Not Rated,2502,296
586,The World of Kanako,12/4/2015 0:00:00,Drafthouse Films,Drama,Not Rated,2498,296
587,On War,11/20/2015 0:00:00,Indican Pictures,Comedy,Not Rated,2414,286
