Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
184,Mohenjo Daro,8/12/2016 0:00:00,UTV Communications,Action,Not Rated,1264339,149980
185,Lazer Team,1/27/2016 0:00:00,Rooster Teeth,Comedy,PG-13,1186426,140738
186,Vaxxed: From Cover Up to Catastrophe,4/1/2016 0:00:00,Cinema Libre,Documentary,Not Rated,1163265,137991
187,The Music of Strangers: Yo Yo Man and the Silk Road Ensemble,6/10/2016 0:00:00,The Orchard,Documentary,PG-13,1161574,137790
188,Dough,2/12/2016 0:00:00,Menemsha Entertainment,Comedy,Not Rated,1148304,136216
189,Papa: Hemingway in Cuba,4/29/2016 0:00:00,Yari Film Group Releasing,Drama,R,1115615,132338
190,Elvis & Nixon,4/22/2016 0:00:00,Bleecker Street & Amazon Studios,Drama,R,1055284,125181
191,The Innocents,7/1/2016 0:00:00,Music Box Films,Drama,PG-13,1054253,125059
192,Youth,12/4/2015 0:00:00,Fox Searchlight,Drama,R,1052982,124908
193,Operation Chromite,8/5/2016 0:00:00,CJ Entertainment,Action,Not Rated,1022720,121319
194,Hotel Transylvania 2,9/25/2015 0:00:00,Sony Pictures,Comedy,PG,925766,109818
195,Dark Horse,5/6/2016 0:00:00,Sony Pictures Classics,Documentary,PG,906330,107512
196,Gentleman,6/17/2016 0:00:00,Gaatri Media,Thriller/Suspense,Not Rated,897876,106509
197,Rustom,8/12/2016 0:00:00,Independent Indian,Drama,Not Rated,880000,104389
198,Hubble 3D,3/19/2010 0:00:00,Warner Bros.,Documentary,G,876307,103951
199,Ki & Ka,4/1/2016 0:00:00,Eros Entertainment,Comedy,Not Rated,857986,101777
200,Trumbo,11/6/2015 0:00:00,Bleecker Street,Drama,R,842513,99942
201,Dishoom,7/29/2016 0:00:00,Eros Entertainment,Action,Not Rated,812737,96410
202,The Wailing,5/20/2016 0:00:00,Well Go USA,Thriller/Suspense,Not Rated,786397,93285
203,Chongqing Hot Pot,4/1/2016 0:00:00,China Lion Film Distribution,Comedy,Not Rated,776649,92129
204,Born to Be Blue,3/4/2016 0:00:00,IFC Films,Drama,R,755153,89579
205,Monkey King 2,2/5/2016 0:00:00,China Lion Film Distribution,Action,Not Rated,709982,84220
206,Bajirao Mastani,12/18/2015 0:00:00,Eros Entertainment,Drama,Not Rated,708076,83994
207,The Hollars,8/26/2016 0:00:00,Sony Pictures Classics,Drama,PG-13,703484,83450
208,Goosebumps,10/16/2015 0:00:00,Sony Pictures,Horror,PG,699370,82962
209,Mustang,11/20/2015 0:00:00,Cohen Media Group,Drama,PG-13,659328,78212
210,Mr. Church,9/16/2016 0:00:00,Cinelou Releasing,Drama,PG-13,634196,75230
211,Little Men,8/5/2016 0:00:00,Magnolia Pictures,Drama,PG,619491,73486
212,The Bronze,3/18/2016 0:00:00,Sony Pictures Classics,Black Comedy,R,615816,73050
213,Tickled,6/17/2016 0:00:00,Magnolia Pictures,Documentary,R,612816,72694
214,Baar Baar Dekho,9/9/2016 0:00:00,Eros Entertainment,Drama,Not Rated,612363,72640
215,City of Gold,3/11/2016 0:00:00,IFC Films,Documentary,R,608799,72218
216,Wazir,1/8/2016 0:00:00,Reliance Entertainment,Thriller/Suspense,Not Rated,586028,69516
217,Gleason,7/29/2016 0:00:00,Open Road,Documentary,R,583664,69236
218,Range 15,6/15/2016 0:00:00,Tugg,Comedy,Not Rated,575258,68239
219,Saturday's Warrior,4/1/2016 0:00:00,Purdie Distribution,Musical,PG,569120,67511
220,Tunnel,8/26/2016 0:00:00,Well Go USA,Drama,Not Rated,568691,67460
221,Knight of Cups,3/4/2016 0:00:00,Broad Green Pictures,Drama,R,566006,67141
222,Cold War 2,7/8/2016 0:00:00,Well Go USA,Action,Not Rated,560824,66527
223,A Tale of Love and Darkness,8/19/2016 0:00:00,Focus World,Drama,PG-13,559188,66333
224,"Lo And Behold, Reveries Of The Connected World",8/19/2016 0:00:00,Magnolia Pictures,Documentary,PG-13,556947,66067
225,Fitoor,2/12/2016 0:00:00,UTV Communications,Drama,Not Rated,528799,62728
226,The First Monday in May,4/15/2016 0:00:00,Magnolia Pictures,Documentary,PG-13,527474,62571
227,Unsullied,8/28/2015 0:00:00,,Thriller/Suspense,R,510957,60611
228,Marguerite,3/11/2016 0:00:00,Cohen Media Group,Drama,R,497323,58994
229,The Boy and the Beast,3/4/2016 0:00:00,FUNimation,Adventure,PG-13,490643,58202
230,Born to be Wild 3D,4/8/2011 0:00:00,Warner Bros.,Documentary,G,486450,57704
231,Wiener-Dog,6/24/2016 0:00:00,Sundance Selects,Comedy,R,470575,55821
232,Detective Chinatown,1/15/2016 0:00:00,China Lion Film Distribution,Action,Not Rated,459832,54547
233,Galapagos,10/29/1999 0:00:00,IMAX Films,Documentary,Not Rated,455067,53981
234,Only Yesterday,1/1/2016 0:00:00,GKIDS,Drama,PG,453241,53765
235,Krampus,12/4/2015 0:00:00,Universal,Black Comedy,PG-13,447745,53113
236,The Himalayas,12/18/2015 0:00:00,CJ Entertainment,Adventure,Not Rated,439816,52172
237,Baaghi,4/29/2016 0:00:00,UTV Communications,Romantic Comedy,Not Rated,438207,51981
238,Our Little Sister,7/8/2016 0:00:00,Sony Pictures Classics,Drama,PG,427976,50768
239,The Queen of Katwe,9/23/2016 0:00:00,Walt Disney,Drama,PG,376231,44630
240,Happy Bhaag Jayegi,8/19/2016 0:00:00,Eros Entertainment,Romantic Comedy,Not Rated,351840,41736
241,Eat That Question: Frank Zappa in His Own Words,6/24/2016 0:00:00,Sony Pictures Classics,Documentary,R,348457,41335
242,High-Rise,5/13/2016 0:00:00,Magnolia Pictures,Thriller/Suspense,R,346472,41099
243,Mr. Six,12/24/2015 0:00:00,China Lion Film Distribution,Action,Not Rated,343990,40805
244,Te3n,6/10/2016 0:00:00,Reliance Entertainment,Thriller/Suspense,Not Rated,331507,39324
245,AmeriGeddon,5/13/2016 0:00:00,,Action,PG-13,316554,37550
246,Francofonia,4/1/2016 0:00:00,Music Box Films,Drama,Not Rated,307040,36422
247,April and the Extraordinary World,3/25/2016 0:00:00,GKIDS,Adventure,PG,295488,35051
248,The People vs Fritz Bauer,8/19/2016 0:00:00,Cohen Media Group,Drama,R,277636,32934
249,Under the Sea 3D,2/13/2009 0:00:00,Warner Bros.,Documentary,G,272369,32309
250,Final Fantasy XV: Kingsglaive,8/19/2016 0:00:00,Stage 6 Films,Adventure,PG-13,269980,32026
251,My Golden Days,3/18/2016 0:00:00,Magnolia Pictures,Comedy,R,269144,31926
252,The Family Fang,4/29/2016 0:00:00,Starz Media,Comedy,R,262921,31188
253,Mimimalism: A Documentary About the Important Things,5/24/2016 0:00:00,Asymmetrical,Documentary,Not Rated,261865,31063
254,Mia madre,8/26/2016 0:00:00,Music Box Films,Drama,R,249749,29626
255,Dheepan,5/6/2016 0:00:00,Sundance Selects,Drama,R,248392,29465
256,"Life, Animated",7/1/2016 0:00:00,The Orchard,Documentary,PG,244031,28947
257,The Invitation,4/8/2016 0:00:00,Drafthouse Films,Thriller/Suspense,Not Rated,231738,27489
258,Naam Hai Akira,9/2/2016 0:00:00,FIP,Thriller/Suspense,Not Rated,219401,26026
259,Jimmy Vestvood: Amerikan Hero,5/13/2016 0:00:00,,Comedy,Not Rated,215934,25614
260,Ho Mann Jahaan,1/1/2016 0:00:00,Eros Entertainment,Musical,Not Rated,208611,24746
261,Southbound,2/5/2016 0:00:00,The Orchard,Horror,R,205048,24323
262,Macbeth,12/4/2015 0:00:00,Weinstein Co.,Drama,R,204194,24222
263,Kaptaan,5/20/2016 0:00:00,UTV Communications,Documentary,Not Rated,203790,24174
264,El Clan,3/18/2016 0:00:00,20th Century Fox,Drama,R,201227,23870
265,Island of Lemurs: Madagascar,4/4/2014 0:00:00,Warner Bros.,Documentary,G,191849,22757
266,The Dressmaker,9/23/2016 0:00:00,Broad Green Pictures,Drama,R,185165,21965
267,Ixcanul,8/19/2016 0:00:00,Kino Lorber,Drama,Not Rated,184630,21901
268,The Masked Saint,1/8/2016 0:00:00,Freestyle Releasing,Action,PG-13,182695,21672
269,Viva,4/29/2016 0:00:00,Magnolia Pictures,Drama,R,178008,21116
270,The Wave,3/4/2016 0:00:00,Magnolia Pictures,Action,R,177404,21044
271,Complete Unknown,8/26/2016 0:00:00,IFC Films,Drama,R,176827,20975
272,Dilwale,12/18/2015 0:00:00,UTV Communications,Romantic Comedy,Not Rated,166631,19766
273,The Fits,6/3/2016 0:00:00,Oscilloscope Pictures,Drama,Not Rated,166425,19741
274,De Palma,6/10/2016 0:00:00,A24,Documentary,R,165237,19601
275,Louder Than Bombs,4/8/2016 0:00:00,The Orchard,Drama,R,163808,19431
276,Sunset Song,5/13/2016 0:00:00,Magnolia Pictures,Drama,R,159714,18945
277,The Witness,6/3/2016 0:00:00,FilmRise,Documentary,Not Rated,156821,18602
278,Howards End,3/13/1992 0:00:00,Sony Pictures Classics,Drama,PG,155923,18496
279,White Girl,9/2/2016 0:00:00,FilmRise,Drama,Not Rated,153520,18211
280,Kicks,9/9/2016 0:00:00,Focus World,Adventure,R,149447,17727
281,Rams,2/3/2016 0:00:00,Cohen Media Group,Drama,R,149250,17704
282,Touched With Fire,2/12/2016 0:00:00,Roadside Attractions,Drama,R,146487,17376
283,Krisha,3/18/2016 0:00:00,A24,Drama,R,144822,17179
284,League of Gods,7/29/2016 0:00:00,Sony Pictures,Action,PG-13,143430,17014
285,Janis: Little Girl Blue,11/27/2015 0:00:00,FilmRise,Documentary,Not Rated,141679,16806
286,The Kind Words,6/24/2016 0:00:00,Strand,Drama,Not Rated,135382,16059
287,Tumbledown,2/12/2016 0:00:00,Starz Digital Media,Romantic Comedy,R,135026,16017
288,Chimes at Midnight,1/1/2016 0:00:00,Janus Films,Comedy,Not Rated,126724,15032
289,Sweet Bean,3/18/2016 0:00:00,Kino Lorber,Drama,Not Rated,124800,14804
290,Spirits’ Homecoming,3/25/2016 0:00:00,Pan Media & Entertainment,Drama,Not Rated,123704,14674
291,A War,2/12/2016 0:00:00,Magnolia Pictures,Drama,R,122902,14579
292,Eva Hesse,4/27/2016 0:00:00,Zeitgeist,Documentary,Not Rated,122009,14473
293,Mojin: The Lost Legend,12/18/2015 0:00:00,China Lion Film Distribution,Adventure,Not Rated,121914,14461
