Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
586,La pirogue,1/23/2013 0:00:00,ArtMattan Productions,Drama,Not Rated,8836,1086
587,Wagner & Me,12/7/2012 0:00:00,First Run Features,Documentary,Not Rated,8558,1052
588,Hello Herman,6/7/2013 0:00:00,Freestyle Releasing,Drama,Not Rated,8437,1037
589,Downloaded,6/21/2013 0:00:00,Abramorama Films,Documentary,Not Rated,8377,1030
590,A Teacher,9/6/2013 0:00:00,Oscilloscope Pictures,Drama,Not Rated,8348,1026
591,Only the Young,12/7/2012 0:00:00,Oscilloscope Pictures,Documentary,Not Rated,8174,1005
592,Pawn Shop Chronicles,7/12/2013 0:00:00,Anchor Bay Entertainment,Action,R,8088,994
593,La maison de la radio,9/4/2013 0:00:00,Kino Lorber,Documentary,Not Rated,8060,991
594,Desperate Acts of Magic,5/3/2013 0:00:00,,Comedy,Not Rated,8053,990
595,Nothing Left to Fear,10/4/2013 0:00:00,Anchor Bay Entertainment,Horror,R,7886,969
596,Girls Against Boys,2/1/2013 0:00:00,Anchor Bay Entertainment,Thriller/Suspense,R,7529,926
597,Maidentrip,12/20/2013 0:00:00,First Run Features,Documentary,Not Rated,7258,892
598,Assaulted: Civil Rights Under Fire,6/20/2013 0:00:00,High Top Releasing,Documentary,PG-13,7054,867
599,Welcome to the Punch,3/27/2013 0:00:00,IFC Films,Thriller/Suspense,R,7034,865
600,The Brass Teapot,4/5/2013 0:00:00,Magnet Pictures,Black Comedy,R,6997,860
601,Trouble Every Day,11/30/2001 0:00:00,Lot 47 Films,Horror,Not Rated,6949,854
602,Sal,11/1/2013 0:00:00,TriBeca Films,Drama,Not Rated,6883,846
603,Breakfast with Curtis,12/4/2013 0:00:00,,Comedy,Not Rated,6629,815
604,Down the Shore,4/5/2013 0:00:00,Anchor Bay Entertainment,Drama,R,6558,806
605,Some Velvet Morning,12/13/2013 0:00:00,TriBeca Films,Drama,Not Rated,6420,789
606,100 Bloody Acres,6/28/2013 0:00:00,Doppelganger Releasing,Black Comedy,Not Rated,6388,785
607,The Prey,6/7/2013 0:00:00,Cohen Media Group,Thriller/Suspense,R,6310,776
608,The Monk,3/8/2013 0:00:00,ATO Pictures,Thriller/Suspense,R,6254,769
609,The Girlfriends,6/18/2010 0:00:00,The Film Desk,Drama,Not Rated,6165,758
610,Sweetwater,10/11/2013 0:00:00,,Thriller/Suspense,R,6147,756
611,In Search of Blind Joe Death: The Saga of John Fahey,8/16/2013 0:00:00,First Run Features,Documentary,Not Rated,6132,754
612,Welcome to Pine Hill,3/1/2013 0:00:00,Oscilloscope Pictures,Drama,Not Rated,6115,752
613,Rangrezz,3/22/2013 0:00:00,UTV Communications,Drama,Not Rated,6108,751
614,The Playroom,2/8/2013 0:00:00,Freestyle Releasing,Drama,Not Rated,5964,733
615,The Worst Movie EVER!,8/19/2011 0:00:00,Hiltz Squared,Comedy,Not Rated,5909,726
616,Manic,4/25/2003 0:00:00,,,R,5819,715
617,Nothing But a Man,11/9/2012 0:00:00,APD/Cinema Conservancy,Drama,Not Rated,5809,714
618,North Sea Texas,11/2/2012 0:00:00,Strand,Drama,Not Rated,5798,713
619,Starlet,11/9/2012 0:00:00,Music Box Films,Drama,Not Rated,5788,711
620,Five Dances,10/4/2013 0:00:00,Paladin,Drama,Not Rated,5788,711
621,A Dark Truth,1/4/2013 0:00:00,Magnolia Pictures,Thriller/Suspense,Not Rated,5750,707
622,Northern Lights,9/20/2013 0:00:00,Artists Public Domain/Cinema Conservancy,Drama,Not Rated,5291,650
623,The Time Being,7/26/2013 0:00:00,TriBeca Films,Drama,Not Rated,5274,648
624,My Worst Nightmare,10/19/2012 0:00:00,Strand,Comedy,Not Rated,5181,637
625,Brave,6/22/2012 0:00:00,Walt Disney,Adventure,PG,5111,628
626,Bidder 70,5/17/2013 0:00:00,First Run Features,Documentary,Not Rated,5074,624
627,Hell Baby,9/6/2013 0:00:00,Alchemy,Black Comedy,R,4980,612
628,Nuclear Nation,12/11/2013 0:00:00,First Run Features,Documentary,Not Rated,4960,610
629,Herman's House,4/19/2013 0:00:00,First Run Features,Documentary,Not Rated,4956,609
630,Supporting Characters,1/25/2013 0:00:00,TriBeca Films,Comedy,Not Rated,4917,604
631,Revelation Road 2,7/12/2013 0:00:00,Freestyle Releasing,,Not Rated,4871,599
632,The Flat,10/19/2012 0:00:00,IFC Films,Documentary,Not Rated,4820,592
633,Ferlinghetti: A Rebirth of Wonder,2/8/2012 0:00:00,First Run Features,Documentary,Not Rated,4816,592
634,The Man Who Shook the Hand of Vicente Fernandez,12/7/2012 0:00:00,Indican Pictures,Comedy,Not Rated,4758,585
635,Big Sur,11/1/2013 0:00:00,Ketchup Entertainment,Drama,R,4734,582
636,Argento's Dracula 3D,10/4/2013 0:00:00,IFC Midnight,Horror,Not Rated,4556,560
637,All is Bright,10/4/2013 0:00:00,Anchor Bay Entertainment,Comedy,R,4556,560
638,People of a Feather,11/8/2013 0:00:00,First Run Features,Documentary,Not Rated,4483,551
639,When the Iron Bird Flies,10/19/2012 0:00:00,Alive Mind,Documentary,Not Rated,4423,544
640,Paradise: Faith,8/23/2013 0:00:00,Strand,Drama,Not Rated,4416,543
641,Radio Unnameable,9/19/2012 0:00:00,Kino Lorber,Documentary,Not Rated,4414,542
642,Inescapable,2/22/2013 0:00:00,IFC Films,Thriller/Suspense,R,4327,532
643,The Revisionaries,10/5/2012 0:00:00,Kino Lorber,Documentary,Not Rated,4155,511
644,Red Flag,2/22/2013 0:00:00,TriBeca Films,Romantic Comedy,Not Rated,4150,510
645,Rubberneck,2/22/2013 0:00:00,TriBeca Films,Thriller/Suspense,Not Rated,4150,510
646,Silver Circle,3/22/2013 0:00:00,Hybrid Pictures,Thriller/Suspense,PG-13,4080,501
647,The Kitchen,3/14/2013 0:00:00,Monterey Media,Comedy,R,4054,498
648,A Werewolf Boy,11/30/2012 0:00:00,CJ Entertainment,Drama,Not Rated,4046,497
649,Morning,9/27/2013 0:00:00,Anchor Bay Entertainment,Drama,R,4029,495
650,Things Never Said,9/6/2013 0:00:00,Ohio Street Pictures,Drama,R,4000,492
651,Magnificent Desolation,9/23/2005 0:00:00,IMAX Films,Documentary,Not Rated,3929,483
652,Max et les ferrailleurs,8/10/2012 0:00:00,Rialto Pictures,Drama,Not Rated,3891,478
653,Arbitrage,9/14/2012 0:00:00,Roadside Attractions,Thriller/Suspense,R,3752,461
654,Mr. Nobody,11/1/2013 0:00:00,Magnolia Pictures,Drama,R,3622,445
655,Tricked,12/13/2013 0:00:00,Kino Lorber,Documentary,Not Rated,3533,434
656,The Condemned,3/1/2013 0:00:00,Strand,Thriller/Suspense,Not Rated,3489,429
657,The Happy Poet,3/13/2013 0:00:00,Cinema Libre,Comedy,Not Rated,3400,418
658,Contracted,11/22/2013 0:00:00,Arclight Films,Horror,Not Rated,3328,409
659,Here Comes the Devil,12/13/2013 0:00:00,Magnolia Pictures,Horror,R,3271,402
660,Plush,9/13/2013 0:00:00,IM Global/Blumhouse,Thriller/Suspense,R,3080,378
661,Drew: The Man Behind the Poster,8/16/2013 0:00:00,Kino Lorber,Documentary,Not Rated,3078,378
662,All Together,10/19/2012 0:00:00,Kino Lorber,Comedy,Not Rated,3077,378
663,A Girl and a Gun,7/4/2013 0:00:00,First Run Features,Documentary,Not Rated,3018,371
664,Pawn,4/19/2013 0:00:00,Anchor Bay Entertainment,Thriller/Suspense,R,2793,343
665,What Richard Did,5/10/2013 0:00:00,TriBeca Films,Documentary,Not Rated,2749,338
666,Deadfall,12/7/2012 0:00:00,Magnolia Pictures,Thriller/Suspense,Not Rated,2713,333
667,Come Out and Play,3/22/2013 0:00:00,,Horror,R,2638,324
668,Sparrows Dance,8/23/2013 0:00:00,TriBeca Films,Romantic Comedy,Not Rated,2602,320
669,Last Flight of the Champion,8/30/2013 0:00:00,High Top Releasing,Comedy,PG,2597,319
670,Axe Giant: The Wrath of Paul Bunyan,5/31/2013 0:00:00,Cinema Purgatorio,Horror,R,2498,307
671,Men at Lunch,9/20/2013 0:00:00,First Run Features,Documentary,Not Rated,2483,305
672,The Ghastly Love of Johnny X,10/26/2012 0:00:00,Strand,Comedy,Not Rated,2436,299
673,The Happy House,5/3/2013 0:00:00,First Run Features,Black Comedy,Not Rated,2311,284
674,Cassadaga,10/11/2013 0:00:00,Archstone Entertainment,Horror,R,2241,275
675,Implanted,8/9/2013 0:00:00,Walking Shadows,Drama,Not Rated,2210,271
676,InSpectres,9/5/2013 0:00:00,Reacter 88 Studios,Comedy,Not Rated,2207,271
677,Django,12/21/2012 0:00:00,Rialto Pictures,Western,Not Rated,2114,260
678,Knife Fight,1/25/2013 0:00:00,IFC Films,Thriller/Suspense,R,2019,248
679,Best Man Down,11/8/2013 0:00:00,Magnolia Pictures,Comedy,PG-13,1938,238
680,The Stroller Strategy,6/14/2013 0:00:00,Rialto Pictures,Romantic Comedy,Not Rated,1799,221
681,Detention of the Dead,6/28/2013 0:00:00,Anchor Bay Entertainment,Comedy,Not Rated,1778,218
682,You Don't Need Feet to Dance,3/22/2013 0:00:00,First Run Features,Documentary,Not Rated,1719,211
683,Eddie: The Sleepwalking Cannibal,4/5/2013 0:00:00,Doppelganger Releasing,Comedy,Not Rated,1632,200
684,California Solo,11/30/2012 0:00:00,Strand,Drama,Not Rated,1566,192
685,Summer,6/9/2011 0:00:00,The Film Desk,,R,1566,192
686,Officer Down,1/18/2013 0:00:00,Anchor Bay Entertainment,Drama,R,1463,179
687,Meet the Fokkens,8/8/2012 0:00:00,Kino Lorber,Documentary,Not Rated,1453,178
688,We Won't Grow Old Together,6/8/2012 0:00:00,The Film Desk,,Not Rated,1303,160
689,Sushi: The Global Catch,8/3/2012 0:00:00,Alive Mind,Documentary,Not Rated,1174,144
690,A Zombie Invasion,12/12/2013 0:00:00,Afterlight Pictures,Horror,Not Rated,1170,143
691,Caught in the Web,11/27/2013 0:00:00,levelFILM,Drama,Not Rated,1037,127
692,Jerusalem,9/13/2013 0:00:00,National Geographic Entertainment,Documentary,Not Rated,962,118
693,Putin's Kiss,2/17/2012 0:00:00,Kino Lorber,Documentary,Not Rated,938,115
694,I Spit on Your Grave 2,9/20/2013 0:00:00,Anchor Bay Entertainment,Horror,R,810,99
695,Into the White,4/12/2013 0:00:00,Magnolia Pictures,Drama,R,704,86
696,Syrup,6/7/2013 0:00:00,Magnolia Pictures,Comedy,R,663,81
697,Hammer of the Gods,7/5/2013 0:00:00,Magnet Pictures,Action,R,614,75
698,Terkel in Trouble,3/26/2010 0:00:00,,Adventure,Not Rated,500,61
699,The Long Day Closes,3/23/2012 0:00:00,The Film Desk,Drama,PG,399,49
700,A Perfect Man,11/1/2013 0:00:00,IFC Films,Drama,R,388,47
701,Breathing,8/31/2012 0:00:00,Kino Lorber,Drama,Not Rated,372,45
702,The End of Time,11/29/2013 0:00:00,First Run Features,Documentary,Not Rated,221,27
703,Citadel,11/9/2012 0:00:00,Cinedigm,Horror,R,176,21
704,Free Radicals: A History of Experimental Film,8/3/2012 0:00:00,Kino Lorber,Documentary,Not Rated,115,14
705,Storage 24,1/11/2013 0:00:00,Magnet Pictures,Horror,R,72,8
706,To Die is Hard,12/17/2010 0:00:00,Driving With Our Eyes Shut,Comedy,Not Rated,56,6
