Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
682,The Sons of Tenessee Williams,10/7/2011 0:00:00,First Run Features,Documentary,Not Rated,3242,408
683,Plastic Planet,1/14/2011 0:00:00,First Run Features,Documentary,Not Rated,3164,398
684,Balls to the Wall,10/21/2011 0:00:00,Midwest Movies,Comedy,R,3140,395
685,The Weird World of Blowfly,9/16/2011 0:00:00,Variance Films,Documentary,Not Rated,3062,386
686,Corman's World: Exploits of a Hollywood Rebel,12/16/2011 0:00:00,Anchor Bay Entertainment,Documentary,R,3050,384
687,Protektor,8/5/2011 0:00:00,Film Movement,Documentary,Not Rated,2968,374
688,Prince of the Himalayas,12/23/2011 0:00:00,Kino Lorber,Drama,Not Rated,2883,363
689,Red Hill,11/5/2010 0:00:00,Sony Pictures,Thriller/Suspense,R,2863,361
690,Zokkomon,4/22/2011 0:00:00,Walt Disney,Adventure,PG,2815,354
691,Blood Ties,2/11/2011 0:00:00,Afterlight Pictures,Action,Not Rated,2761,348
692,Restitution,10/28/2011 0:00:00,Monterey Media,Thriller/Suspense,R,2664,335
693,United Red Army,5/27/2011 0:00:00,Lorber Films,Drama,Not Rated,2659,335
694,The Red Chapel,12/29/2010 0:00:00,Lorber Films,Documentary,Not Rated,2657,335
695,Knuckle,12/9/2011 0:00:00,ARC Entertainment,Documentary,R,2647,333
696,Main Street,9/9/2011 0:00:00,Magnolia Pictures,Drama,PG,2560,322
697,The Girl Who Played with Fire,7/9/2010 0:00:00,Music Box Films,Thriller/Suspense,R,2547,321
698,About Fifty,11/11/2011 0:00:00,Screen Media Films,,R,2500,315
699,Sidewalls,10/26/2011 0:00:00,IFC Films,Drama,Not Rated,2377,300
700,Fading of the Cries,7/8/2011 0:00:00,Eammon Films,Multiple Genres,R,2300,290
701,The Taqwacores,10/22/2010 0:00:00,Strand,Drama,Not Rated,2098,264
702,The Girl with the Dragon Tatto,3/19/2010 0:00:00,Music Box Films,Thriller/Suspense,R,2075,261
703,To Die is Hard,12/17/2010 0:00:00,Driving With Our Eyes Shut,Comedy,Not Rated,1938,244
704,American Grindhouse,6/18/2010 0:00:00,Lorber Films,Documentary,Not Rated,1931,243
705,"Love, Wedding, Marriage",6/3/2011 0:00:00,IFC Films,Comedy,PG-13,1926,243
706,Around a Small Mountain,7/9/2010 0:00:00,Cinema Guild,Comedy,Not Rated,1839,231
707,Now & Later,2/18/2011 0:00:00,Cinema Libre,Drama,Not Rated,1808,227
708,Chalet Girl,10/14/2011 0:00:00,IFC Films,Romantic Comedy,R,1710,216
709,Violet Tendencies,11/5/2010 0:00:00,Embrem Entertainment,Comedy,Not Rated,1441,181
710,Little Girl,9/1/2011 0:00:00,First Run Features,Drama,Not Rated,1350,170
711,An Invisible Sign,5/6/2011 0:00:00,IFC Films,Drama,PG-13,1279,161
712,Henri-Georges Clouzot's Inferno,7/16/2010 0:00:00,,Documentary,Not Rated,1161,146
713,Angels Crest,12/30/2011 0:00:00,Magnolia Pictures,Drama,R,832,104
714,Illegal,3/25/2011 0:00:00,Film Movement,Drama,R,651,82
