Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
88,Rock of Ages,6/15/2012 0:00:00,Warner Bros.,Musical,PG-13,38518613,4839021
89,Abraham Lincoln: Vampire Hunter,6/22/2012 0:00:00,20th Century Fox,Horror,R,37519139,4713459
90,Lawless,8/29/2012 0:00:00,Weinstein Co.,Drama,R,37397291,4698152
91,That's My Boy,6/15/2012 0:00:00,Sony Pictures,Comedy,R,36931089,4639584
92,Trouble with the Curve,9/21/2012 0:00:00,Warner Bros.,Drama,PG-13,35763137,4492856
93,Alvin and the Chipmunks: Chipwrecked,12/16/2011 0:00:00,20th Century Fox,Comedy,G,35259275,4429557
94,Step Up Revolution,7/27/2012 0:00:00,Lionsgate,Drama,PG-13,35074677,4406366
95,Tyler Perry's Good Deeds,2/24/2012 0:00:00,Lionsgate,Drama,PG-13,35025791,4400225
96,Frankenweenie,10/5/2012 0:00:00,Walt Disney,Comedy,PG,34933733,4388659
97,Silver Linings Playbook,11/16/2012 0:00:00,Weinstein Co.,Drama,R,34676769,4356378
98,The Watch,7/27/2012 0:00:00,20th Century Fox,Comedy,R,34353000,4315703
99,2016: Obama’s America,7/13/2012 0:00:00,Rocky Mountain Pictures,Documentary,PG,33349941,4189691
100,House at the End of the Street,9/21/2012 0:00:00,Relativity,Horror,PG-13,31611916,3971346
101,Extremely Loud and Incredibly Close,12/25/2011 0:00:00,Warner Bros.,Drama,PG-13,31495464,3956716
102,We Bought a Zoo,12/23/2011 0:00:00,20th Century Fox,Drama,PG,31133551,3911250
103,The Guilt Trip,12/19/2012 0:00:00,Paramount Pictures,Comedy,PG-13,31111882,3908527
104,The Pirates! Band of Misfits,4/27/2012 0:00:00,Sony Pictures,Adventure,PG,31051126,3900895
105,Joyful Noise,1/13/2012 0:00:00,Warner Bros.,Musical,PG-13,30932113,3885943
106,The Iron Lady,1/13/2012 0:00:00,Weinstein Co.,Drama,PG-13,29739027,3736058
107,Chimpanzee,4/20/2012 0:00:00,Walt Disney,Documentary,G,28965459,3638876
108,The Five-Year Engagement,4/27/2012 0:00:00,Universal,Romantic Comedy,R,28700285,3605563
109,"Monsters, Inc.",11/2/2001 0:00:00,Walt Disney,Adventure,G,27978476,3514883
110,Cloud Atlas,10/26/2012 0:00:00,Warner Bros.,Drama,R,26903242,3379804
111,One for the Money,1/27/2012 0:00:00,Lionsgate,Comedy,PG-13,26414527,3318407
112,The Adventures of Tintin,12/21/2011 0:00:00,Paramount Pictures,Adventure,PG,26191381,3290374
113,Alex Cross,10/19/2012 0:00:00,Lionsgate,Thriller/Suspense,PG-13,25888412,3252313
114,Katy Perry: Part of Me,7/5/2012 0:00:00,Paramount Pictures,Concert/Performance,PG,25326071,3181667
115,Sparkle,8/17/2012 0:00:00,Sony Pictures,Drama,PG-13,24397469,3065008
116,Hugo,11/23/2011 0:00:00,Paramount Pictures,Adventure,PG,23551012,2958669
117,Premium Rush,8/24/2012 0:00:00,Sony Pictures,Thriller/Suspense,PG-13,20275446,2547166
118,Tinker Tailor Soldier Spy,12/9/2011 0:00:00,Focus Features,Thriller/Suspense,R,20193631,2536888
119,Big Miracle,2/3/2012 0:00:00,Universal,Drama,PG,20157300,2532324
120,The Secret World of Arrietty,2/17/2012 0:00:00,Walt Disney,Adventure,G,19192510,2411119
121,Haywire,1/20/2012 0:00:00,Relativity,Thriller/Suspense,R,18942396,2379697
122,Man on a Ledge,1/27/2012 0:00:00,Lionsgate,Thriller/Suspense,PG-13,18620000,2339195
123,A Thousand Words,3/9/2012 0:00:00,Paramount Pictures,Comedy,PG-13,18450127,2317855
124,Chernobyl Diaries,5/25/2012 0:00:00,Warner Bros.,Horror,R,18119640,2276336
125,Raiders of the Lost Ark,6/12/1981 0:00:00,Paramount Pictures,Adventure,PG,17830891,2240061
126,Silent Hill: Revelation 3D,10/26/2012 0:00:00,Open Road,Horror,R,17530219,2202288
127,The Perks of Being a Wallflower,9/21/2012 0:00:00,Lionsgate,Drama,R,17479028,2195857
128,Wanderlust,2/24/2012 0:00:00,Universal,Comedy,R,17288155,2171878
129,Safe,4/27/2012 0:00:00,Lionsgate,Action,R,17142080,2153527
130,To Rome with Love,6/22/2012 0:00:00,Sony Pictures Classics,Romantic Comedy,R,16684352,2096024
131,The Raven,4/27/2012 0:00:00,Relativity,Thriller/Suspense,R,16008272,2011089
132,The Master,9/14/2012 0:00:00,Weinstein Co.,Drama,R,15979869,2007521
133,The Man with the Iron Fists,11/2/2012 0:00:00,Universal,Action,R,15634090,1964081
134,Seven Psychopaths,10/12/2012 0:00:00,CBS Films,Comedy,R,15024049,1887443
135,Killing Them Softly,11/30/2012 0:00:00,Weinstein Co.,Thriller/Suspense,R,14904981,1872485
136,Lockout,4/13/2012 0:00:00,Open Road,Thriller/Suspense,PG-13,14326865,1799857
137,Hit & Run,8/22/2012 0:00:00,Open Road,Comedy,R,13749300,1727298
138,Dredd,9/21/2012 0:00:00,Lionsgate,Action,R,13414714,1685265
139,The Intouchables,5/25/2012 0:00:00,Weinstein Co.,Comedy,R,13160899,1653379
140,Playing for Keeps,12/7/2012 0:00:00,FilmDistrict,Romantic Comedy,PG-13,12851597,1614522
141,Silent House,3/9/2012 0:00:00,Open Road,Horror,R,12739737,1600469
142,People Like Us,6/29/2012 0:00:00,Walt Disney,Drama,PG-13,12431792,1561782
143,Gone,2/24/2012 0:00:00,Lionsgate,Thriller/Suspense,PG-13,11682205,1467613
144,Anna Karenina,11/16/2012 0:00:00,Focus Features,Drama,R,11537763,1449467
145,The Words,9/7/2012 0:00:00,CBS Films,Drama,PG-13,11494838,1444075
146,Beasts of the Southern Wild,6/27/2012 0:00:00,Fox Searchlight,Drama,PG-13,11249128,1413207
147,Cirque du Soleil: Worlds Away,12/21/2012 0:00:00,Paramount Pictures,Drama,PG,10878362,1366628
148,To the Arctic 3D,4/20/2012 0:00:00,Warner Bros.,Documentary,G,10660223,1339223
149,Fun Size,10/26/2012 0:00:00,Paramount Pictures,Comedy,PG-13,9409538,1182102
150,Bernie,4/27/2012 0:00:00,Alchemy,Black Comedy,PG-13,9204489,1156342
151,Salmon Fishing in the Yemen,3/9/2012 0:00:00,CBS Films,Drama,PG-13,9041540,1135871
152,The Darkest Hour,12/25/2011 0:00:00,Summit Entertainment,Action,PG-13,8305531,1043408
153,Arbitrage,9/14/2012 0:00:00,Roadside Attractions,Thriller/Suspense,R,7915822,994450
154,New Year’s Eve,12/9/2011 0:00:00,Warner Bros.,Romantic Comedy,PG-13,7286815,915429
155,Friends with Kids,3/9/2012 0:00:00,Roadside Attractions,Romantic Comedy,R,7251073,910938
156,Seeking a Friend for the End of the World,6/22/2012 0:00:00,Focus Features,Comedy,R,7078738,889288
157,A Separation,12/30/2011 0:00:00,Sony Pictures Classics,Drama,PG-13,7039011,884297
158,In Darkness,2/10/2012 0:00:00,Sony Pictures Classics,Drama,R,6994218,878670
159,The Collection,11/30/2012 0:00:00,LD Distribution,Horror,R,6810754,855622
160,Born to be Wild 3D,4/8/2011 0:00:00,Warner Bros.,Documentary,G,6508352,817632
161,The Muppets,11/23/2011 0:00:00,Walt Disney,Comedy,PG,6096470,765888
162,Chasing Mavericks,10/26/2012 0:00:00,20th Century Fox,Drama,PG,5977302,750917
163,Casa de mi Padre,3/16/2012 0:00:00,Pantelion Films,Comedy,R,5909483,742397
164,"The Twilight Saga: Breaking Dawn, Part 1",11/18/2011 0:00:00,Summit Entertainment,Drama,PG-13,5756395,723165
165,For Greater Glory,6/1/2012 0:00:00,ARC Entertainment,Action,R,5669081,712196
166,My Week with Marilyn,11/23/2011 0:00:00,Weinstein Co.,Drama,R,5661684,711266
167,The Sessions,10/19/2012 0:00:00,Fox Searchlight,Drama,R,5632024,707540
168,Hubble 3D,3/19/2010 0:00:00,Warner Bros.,Documentary,G,5537526,695669
169,Hitchcock,11/23/2012 0:00:00,Fox Searchlight,Drama,PG-13,5488896,689559
170,October Baby,3/23/2012 0:00:00,Five & Two Pictures,Drama,PG-13,5355847,672845
171,Won't Back Down,9/28/2012 0:00:00,20th Century Fox,Drama,PG,5310554,667155
172,The Apparition,8/24/2012 0:00:00,Warner Bros.,Horror,PG-13,4936819,620203
173,Zero Dark Thirty,12/19/2012 0:00:00,Sony Pictures,Drama,R,4406138,553534
174,Promised Land,12/28/2012 0:00:00,Focus Features,Drama,R,4395439,552190
175,Jeff Who Lives at Home,3/16/2012 0:00:00,Paramount Vantage,Comedy,R,4269426,536360
176,Flying Monsters 3D,10/6/2011 0:00:00,National Geographic Entertainment,Documentary,Not Rated,4176870,524732
177,Goon,3/30/2012 0:00:00,Magnet Pictures,Comedy,R,4164911,523230
178,A Dangerous Method,11/23/2011 0:00:00,Sony Pictures Classics,Drama,R,4125326,518257
179,The Raid: Redemption,3/23/2012 0:00:00,Sony Pictures Classics,Action,R,4105123,515718
180,Safety Not Guaranteed,6/8/2012 0:00:00,FilmDistrict,Comedy,R,4010957,503889
181,The Cold Light of Day,9/7/2012 0:00:00,Lionsgate,Thriller/Suspense,PG-13,3763583,472811
182,The Sitter,12/9/2011 0:00:00,20th Century Fox,Comedy,R,3726236,468120
183,Young Adult,12/9/2011 0:00:00,Paramount Pictures,Comedy,R,3642319,457577
184,Puss in Boots,10/28/2011 0:00:00,Paramount Pictures,Adventure,PG,3522177,442484
185,Bully,3/30/2012 0:00:00,Weinstein Co.,Documentary,PG-13,3483795,437662
186,The Impossible,12/21/2012 0:00:00,Lionsgate,Drama,PG-13,3412413,428695
187,Nitro Circus: The Movie 3D,8/8/2012 0:00:00,ARC Entertainment,Documentary,PG-13,3377000,424246
188,Hysteria,5/18/2012 0:00:00,Sony Pictures Classics,Romantic Comedy,R,3337194,419245
189,Atlas Shrugged: Part II,10/12/2012 0:00:00,Atlas Distribution,Drama,PG-13,3336053,419102
190,Last Ounce of Courage,9/14/2012 0:00:00,Rocky Mountain Pictures,Drama,PG,3310439,415884
191,Robot and Frank,8/17/2012 0:00:00,Samuel Goldwyn Films,Drama,PG-13,3298428,414375
192,Pina,1/20/2012 0:00:00,IFC Films,Documentary,PG,3291466,413500
193,Hyde Park on Hudson,12/7/2012 0:00:00,Focus Features,Drama,R,3209885,403251
194,Celeste and Jesse Forever,8/3/2012 0:00:00,Sony Pictures Classics,Romantic Comedy,R,3103407,389875
195,Jab Tak Hai Jaan,11/13/2012 0:00:00,Yash Raj Films,Drama,Not Rated,3047539,382856
196,Happy Feet Two,11/18/2011 0:00:00,Warner Bros.,Adventure,PG,3040600,381984
197,Albert Nobbs,12/21/2011 0:00:00,Roadside Attractions,Drama,R,3014696,378730
198,Barfi,9/14/2012 0:00:00,UTV Communications,Romantic Comedy,Not Rated,2804874,352371
199,The Met: Live in HD - Aida,12/15/2012 0:00:00,NCM Fathom,Concert/Performance,Not Rated,2800000,351758
200,Talaash,11/30/2012 0:00:00,Reliance Big Pictures,Drama,Not Rated,2706375,339996
201,Samsara,8/24/2012 0:00:00,Oscilloscope Pictures,Documentary,PG-13,2639616,331610
202,Girl in Progress,5/11/2012 0:00:00,Pantelion Films,Drama,R,2609412,327815
203,Jiro Dreams of Sushi,3/9/2012 0:00:00,Magnolia Pictures,Documentary,PG,2552478,320663
204,Ruby Sparks,7/25/2012 0:00:00,Fox Searchlight,Romantic Comedy,R,2540106,319108
205,Dabangg 2,12/21/2012 0:00:00,Eros Entertainment,Comedy,Not Rated,2474674,310888
206,Jack and Jill,11/11/2011 0:00:00,Sony Pictures,Comedy,PG,2460509,309109
207,The Queen of Versailles,7/20/2012 0:00:00,Magnolia Pictures,Documentary,PG,2401999,301758
208,Ek Tha Tiger,8/15/2012 0:00:00,Yash Raj Films,Thriller/Suspense,Not Rated,2347774,294946
209,Under the Sea 3D,2/13/2009 0:00:00,Warner Bros.,Documentary,G,2278822,286284
210,Sleepwalk With Me,8/24/2012 0:00:00,IFC Films,Drama,PG-13,2266066,284681
211,Carnage,12/16/2011 0:00:00,Sony Pictures Classics,Drama,R,2198142,276148
212,Space Station,4/19/2002 0:00:00,IMAX Films,Documentary,Not Rated,2084978,261931
213,Shame,12/2/2011 0:00:00,Fox Searchlight,Drama,NC-17,2036419,255831
214,Footnote,3/9/2012 0:00:00,Sony Pictures Classics,Drama,PG,2007451,252192
215,Agneepath,1/6/2012 0:00:00,Eros Entertainment,Action,Not Rated,1973574,247936
216,English Vinglish,9/28/2012 0:00:00,Eros Entertainment,Drama,Not Rated,1862086,233930
217,Crooked Arrows,5/18/2012 0:00:00,Branded Entertainment,Drama,PG-13,1832541,230218
218,Monsieur Lazhar,4/13/2012 0:00:00,Music Box Films,Drama,PG-13,1810703,227475
219,2012 Oscar Shorts,2/10/2012 0:00:00,Shorts International,Multiple Genres,Not Rated,1702415,213871
220,We Need to Talk About Kevin,1/13/2012 0:00:00,Oscilloscope Pictures,Drama,R,1699395,213491
221,Sea Rex 3D,5/28/2010 0:00:00,3D Entertainment,Documentary,Not Rated,1631522,204965
222,Your Sister's Sister,6/15/2012 0:00:00,IFC Films,Drama,R,1597486,200689
223,Housefull 2,4/6/2012 0:00:00,Eros Entertainment,Comedy,Not Rated,1586745,199339
224,Marley,4/20/2012 0:00:00,Magnolia Pictures,Documentary,PG-13,1413480,177572
225,Kid With A Bike,3/16/2012 0:00:00,IFC Films,Drama,PG-13,1389524,174563
226,A Late Quartet,11/2/2012 0:00:00,Entertainment One,Drama,R,1356841,170457
227,"Farewell, My Queen",7/13/2012 0:00:00,Cohen Media Group,Drama,R,1329660,167042
228,Air Racers 3D,4/5/2012 0:00:00,3D Entertainment,Documentary,Not Rated,1309987,164571
229,Woman Thou Art Loosed On the 7th Day,4/13/2012 0:00:00,Codeblack Entertainment,Drama,PG-13,1301562,163512
230,Killer Joe,7/27/2012 0:00:00,LD Distribution,Black Comedy,R,1291645,162266
231,Bol Bachchan,7/6/2012 0:00:00,Fox International,,PG,1257892,158026
232,"For a Good Time, Call",8/31/2012 0:00:00,Focus Features,Comedy,R,1251749,157254
233,Tower Heist,11/4/2011 0:00:00,Universal,Comedy,PG-13,1244345,156324
234,Take This Waltz,6/29/2012 0:00:00,Magnolia Pictures,Drama,R,1239692,155740
235,Headhunters,4/27/2012 0:00:00,Magnolia Pictures,Thriller/Suspense,R,1200010,150755
236,The Other Son,10/26/2012 0:00:00,Cohen Media Group,Drama,PG-13,1199098,150640
237,Ek Main Aur Ekk Tu,2/10/2012 0:00:00,UTV Communications,Romantic Comedy,Not Rated,1155545,145168
238,The Deep Blue Sea,3/23/2012 0:00:00,Music Box Films,Drama,R,1126027,141460
239,The Oogieloves in the BIG Balloon Adventure,8/29/2012 0:00:00,Kenn Viselman Presents,Adventure,G,1065907,133907
240,Cocktail,7/13/2012 0:00:00,Eros Entertainment,Romantic Comedy,Not Rated,1027121,129035
241,Damsels in Distress,4/6/2012 0:00:00,Sony Pictures Classics,Black Comedy,PG-13,1007535,126574
242,Real Steel,10/7/2011 0:00:00,Walt Disney,Action,PG-13,970068,121867
243,Rampart,2/10/2012 0:00:00,Alchemy,Drama,R,969239,121763
244,Diana Vreeland: The Eye Has to Travel,9/21/2012 0:00:00,Samuel Goldwyn Films,Documentary,PG-13,963138,120997
245,First Position,5/4/2012 0:00:00,IFC Films,Documentary,Not Rated,908235,114099
246,Masquerade,9/21/2012 0:00:00,CJ Entertainment,Drama,Not Rated,904240,113597
247,The Imposter,7/13/2012 0:00:00,Indomina Releasing,Documentary,R,901954,113310
248,Rust & Bone,11/23/2012 0:00:00,Sony Pictures Classics,Drama,R,866016,108795
249,Immortals,11/11/2011 0:00:00,Relativity,Action,R,847018,106409
250,Darling Companion,4/20/2012 0:00:00,Sony Pictures Classics,Comedy,PG-13,793352,99667
251,Thin Ice,2/17/2012 0:00:00,ATO Pictures,Black Comedy,R,789752,99215
252,Rowdy Rathore,6/1/2012 0:00:00,UTV Communications,Comedy,Not Rated,777373,97659
253,Deep Sea 3-D,3/3/2006 0:00:00,Warner Bros.,Documentary,G,774074,97245
254,Bill W.,5/18/2012 0:00:00,Page 124 Productions,Documentary,Not Rated,768518,96547
255,Coriolanus,1/20/2012 0:00:00,Weinstein Co.,Drama,R,749641,94176
256,Cosmopolis,8/17/2012 0:00:00,Entertainment One,Thriller/Suspense,R,743636,93421
257,Unconditional,9/21/2012 0:00:00,Veracity Moving Pictures,Drama,PG-13,741381,93138
258,Son of Sardaar,11/13/2012 0:00:00,Eros Entertainment,,Not Rated,713754,89667
259,Agent Vinod,3/23/2012 0:00:00,Eros Entertainment,Thriller/Suspense,Not Rated,698210,87714
260,Pariah,12/28/2011 0:00:00,Focus Features,Drama,R,684566,86000
261,The Paperboy,10/5/2012 0:00:00,Alchemy,Thriller/Suspense,R,677200,85075
262,Teri Meri Kahaani,6/22/2012 0:00:00,Eros Entertainment,Romantic Comedy,Not Rated,671442,84352
263,A Royal Affair,11/9/2012 0:00:00,Magnolia Pictures,Drama,R,659348,82832
264,J. Edgar,11/9/2011 0:00:00,Warner Bros.,Drama,R,655199,82311
265,Moneyball,9/23/2011 0:00:00,Sony Pictures,Drama,PG-13,643850,80885
266,Arthur Christmas,11/23/2011 0:00:00,Sony Pictures,Adventure,PG,642234,80682
267,2 Days in New York,8/10/2012 0:00:00,Magnolia Pictures,Romantic Comedy,R,633210,79548
268,Chasing Ice,11/16/2012 0:00:00,National Geographic Entertainment,Documentary,PG-13,612089,76895
269,Midnight's Children,4/26/2013 0:00:00,Paladin,Drama,Not Rated,600595,75451
270,Heroine,9/21/2012 0:00:00,UTV Communications,Drama,Not Rated,598668,75209
271,Blue Like Jazz,4/13/2012 0:00:00,Roadside Attractions,Comedy,PG-13,595018,74751
272,W.E.,2/3/2012 0:00:00,Weinstein Co.,Drama,R,582075,73125
273,Undefeated,2/17/2012 0:00:00,Weinstein Co.,Documentary,PG-13,561054,70484
274,Holy Motors,10/17/2012 0:00:00,Indomina Releasing,Drama,Not Rated,560586,70425
275,"Peace, Love and Misunderstanding",6/8/2012 0:00:00,IFC Films,Comedy,R,542762,68186
276,Being Flynn,3/2/2012 0:00:00,Focus Features,Drama,R,540152,67858
277,The Thieves,10/12/2012 0:00:00,Well Go USA,Action,Not Rated,532699,66921
278,Where Do We Go Now,5/11/2012 0:00:00,Sony Pictures Classics,Drama,PG-13,531813,66810
279,Melancholia,11/11/2011 0:00:00,Magnolia Pictures,Thriller/Suspense,R,513342,64490
280,Shut Up and Play the Hits,7/18/2012 0:00:00,Oscilloscope Pictures,Documentary,Not Rated,510334,64112
281,Don 2,12/22/2011 0:00:00,Reliance Big Pictures,Action,Not Rated,500054,62820
282,Ai Weiwei: Never Sorry,7/27/2012 0:00:00,IFC Films,Documentary,R,489074,61441
283,We Have A Pope,4/6/2012 0:00:00,IFC Films,Comedy,Not Rated,486902,61168
284,Courageous,9/30/2011 0:00:00,Sony Pictures,Drama,PG-13,486301,61093
285,In Time,10/28/2011 0:00:00,20th Century Fox,Thriller/Suspense,PG-13,477517,59989
286,The Flat,10/19/2012 0:00:00,IFC Films,Documentary,Not Rated,467022,58671
287,Bachelorette,9/7/2012 0:00:00,Weinstein Co.,Comedy,R,446770,56126
288,Midnight in Paris,5/20/2011 0:00:00,Sony Pictures Classics,Romantic Comedy,PG-13,438930,55141
289,Ferrari Ki Sawaari,6/15/2012 0:00:00,Eros Entertainment,Comedy,Not Rated,420046,52769
