Rank,Movie,ReleaseDate,Distributor,Genre,MPAA,Gross,Tickets Sold
290,Not Fade Away,12/21/2012 0:00:00,Paramount Vantage,Drama,R,416886,52372
291,Burn,7/20/2012 0:00:00,"Callbox, LLC",Documentary,Not Rated,416151,52280
292,Seeking Justice,3/16/2012 0:00:00,Anchor Bay Entertainment,Action,R,411746,51726
293,Sound of My Voice,4/27/2012 0:00:00,Fox Searchlight,Thriller/Suspense,R,408015,51258
294,The Well-Digger's Daughter,6/20/2012 0:00:00,Kino Lorber,Drama,Not Rated,389651,48951
295,Khiladi 786,12/7/2012 0:00:00,Eros Entertainment,,Not Rated,385422,48419
296,Detropia,9/7/2012 0:00:00,Loki Films,Documentary,Not Rated,377219,47389
297,Smashed,10/12/2012 0:00:00,Sony Pictures Classics,Drama,R,375981,47233
298,Bully,7/13/2001 0:00:00,Lionsgate,Drama,R,371732,46700
299,Piranha 3DD,6/1/2012 0:00:00,Weinstein Co.,Horror,R,370904,46595
300,The Oranges,10/5/2012 0:00:00,ATO Pictures,Comedy,R,364875,45838
301,Branded,9/7/2012 0:00:00,Roadside Attractions,Thriller/Suspense,R,353513,44411
302,A Werewolf Boy,11/30/2012 0:00:00,CJ Entertainment,Drama,Not Rated,338876,42572
303,Red Hook Summer,8/10/2012 0:00:00,Variance/40 Acres & a Mule Filmworks,Drama,R,338803,42563
304,Student of the Year,10/19/2012 0:00:00,Eros Entertainment,Romantic Comedy,Not Rated,326508,41018
305,Compliance,8/17/2012 0:00:00,Magnolia Pictures,Drama,R,319285,40111
306,Liberal Arts,9/14/2012 0:00:00,IFC Films,Comedy,PG-13,319176,40097
307,The Salt of Life,3/2/2012 0:00:00,Zeitgeist,Comedy,Not Rated,317405,39875
308,The Flowers of War,12/21/2011 0:00:00,Wrekin Hill Entertainment,Drama,R,311434,39124
309,Amour,12/19/2012 0:00:00,Sony Pictures Classics,Drama,PG-13,311247,39101
310,Whores' Glory,4/27/2012 0:00:00,Kino Lorber,Documentary,Not Rated,306151,38461
311,Stolen,9/14/2012 0:00:00,Alchemy,Action,R,289773,36403
312,Something From Nothing: The Art of Rap,6/15/2012 0:00:00,Indomina Releasing,Documentary,R,288738,36273
313,A Cat in Paris,6/1/2012 0:00:00,GKIDS,Adventure,PG,287709,36144
314,The Central Park Five,11/23/2012 0:00:00,IFC Films,Documentary,Not Rated,273747,34390
315,Dolphin Tale,9/23/2011 0:00:00,Warner Bros.,Drama,PG,270810,34021
316,The Way,10/7/2011 0:00:00,Producers Distribution Agency,Drama,PG-13,260592,32737
317,Boy,3/2/2012 0:00:00,Paladin,Drama,Not Rated,256211,32187
318,In The Land of Blood and Honey,12/23/2011 0:00:00,FilmDistrict,Drama,R,254735,32001
319,Chicken with Plums,8/17/2012 0:00:00,Sony Pictures Classics,Drama,PG-13,253705,31872
320,Le Havre,10/21/2011 0:00:00,Janus Films,Drama,Not Rated,253003,31784
321,Lola Versus,6/8/2012 0:00:00,Fox Searchlight,Comedy,R,252603,31734
322,Keep the Lights On,9/7/2012 0:00:00,,Drama,Not Rated,246112,30918
323,Gerhard Richter Painting,3/14/2012 0:00:00,Kino Lorber,Documentary,Not Rated,242646,30483
324,Stories We Tell,5/10/2013 0:00:00,Roadside Attractions,Documentary,PG-13,241629,30355
325,Trishna,7/13/2012 0:00:00,IFC Films,Drama,R,240381,30198
326,Middle of Nowhere,10/12/2012 0:00:00,AFFRM,Drama,R,236806,29749
327,My Uncle Rafael,9/21/2012 0:00:00,Slater Brothers Entertainment,Comedy,PG-13,234830,29501
328,Elena,5/16/2012 0:00:00,Zeitgeist,Thriller/Suspense,Not Rated,232070,29154
329,Drive,9/16/2011 0:00:00,FilmDistrict,Action,R,227642,28598
330,Neil Young Journeys,6/29/2012 0:00:00,Sony Pictures Classics,Concert/Performance,PG,214588,26958
331,Thaandavam,9/28/2012 0:00:00,UTV Communications,Action,Not Rated,213476,26818
332,Back to 1942,11/30/2012 0:00:00,China Lion Film Distribution,Drama,Not Rated,212475,26692
333,Tai Chi Zero,10/19/2012 0:00:00,Variance Films,Action,PG-13,212094,26644
334,The Help,8/10/2011 0:00:00,Walt Disney,Drama,PG-13,206041,25884
335,Little White Lies,8/24/2012 0:00:00,MPI Media Group,Comedy,Not Rated,205505,25817
336,Touchback,4/13/2012 0:00:00,Anchor Bay Entertainment,Drama,PG-13,204157,25647
337,10 Years,9/14/2012 0:00:00,Anchor Bay Entertainment,Drama,PG-13,203654,25584
338,Vettai,1/13/2012 0:00:00,UTV Communications,Action,Not Rated,202581,25449
339,Tim and Eric's Billion Dollar Movie,3/2/2012 0:00:00,Magnet Pictures,Comedy,R,201436,25306
340,Brooklyn Castle,10/19/2012 0:00:00,Producers Distribution Agency,Documentary,PG,198664,24957
341,Chico and Rita,2/10/2012 0:00:00,GKIDS,Multiple Genres,Not Rated,197785,24847
342,Easy Money,7/11/2012 0:00:00,Weinstein Co.,Thriller/Suspense,R,188870,23727
343,Somewhere Between,8/24/2012 0:00:00,Long Shot Factory,Documentary,Not Rated,182784,22962
344,The House I Live In,10/5/2012 0:00:00,Abramorama Films,Documentary,Not Rated,181782,22836
345,Lost Woods,3/2/2012 0:00:00,Nocturnal Features,Horror,Not Rated,180117,22627
346,Fullmetal Alchemist: The Sacred Star of Milos,1/20/2012 0:00:00,Eleven Arts,Adventure,Not Rated,178000,22361
347,Tere Naal Love Ho Gaya,2/24/2012 0:00:00,UTV Communications,Romantic Comedy,Not Rated,177743,22329
348,Polisse,5/18/2012 0:00:00,IFC Films,Thriller/Suspense,Not Rated,176988,22234
349,The Hunter,4/6/2012 0:00:00,Magnolia Pictures,Drama,R,176669,22194
350,The Waiting Room,9/21/2012 0:00:00,International Film Circuit,Documentary,Not Rated,176277,22145
351,Flying Swords of Dragon Gate 3D,8/31/2012 0:00:00,Indomina Releasing,Action,R,170276,21391
352,Joker,8/31/2012 0:00:00,UTV Communications,Comedy,Not Rated,169181,21253
353,Dark Horse,6/8/2012 0:00:00,Brainstorm Media,Drama,Not Rated,166228,20882
354,The Big Picture,10/12/2012 0:00:00,MPI Media Group,Drama,Not Rated,158411,19900
355,Elles,4/27/2012 0:00:00,Kino Lorber,Drama,NC-17,157427,19777
356,DeadTime,4/11/2012 0:00:00,Nocturnal Features,Horror,Not Rated,156072,19607
357,Crazy Horse,1/18/2012 0:00:00,Zipporah,Documentary,Not Rated,154691,19433
358,Hecho en México,11/30/2012 0:00:00,Pantelion Films,Documentary,R,151133,18986
359,Simon & The Oaks,10/12/2012 0:00:00,Film Arcade,Drama,Not Rated,150109,18857
360,Deadly Renovations,6/8/2012 0:00:00,Nocturnal Features,Horror,Not Rated,146146,18360
361,I Wish,5/11/2012 0:00:00,Magnolia Pictures,Drama,PG,145808,18317
362,From Beneath,8/10/2012 0:00:00,Nocturnal Features,Thriller/Suspense,Not Rated,144123,18105
363,Luv Shuv Tey Chicken Khurana,11/2/2012 0:00:00,UTV Communications,Comedy,Not Rated,143900,18077
364,The Skin I Live In,10/14/2011 0:00:00,Sony Pictures Classics,Drama,R,143085,17975
365,Bullhead,2/17/2012 0:00:00,Drafthouse Films,Drama,R,142616,17916
366,This Must Be the Place,11/2/2012 0:00:00,Weinstein Co.,Black Comedy,R,142242,17869
367,On the Road,12/21/2012 0:00:00,IFC Films,Drama,R,139363,17507
368,High School,6/1/2012 0:00:00,Anchor Bay Entertainment,Comedy,R,139034,17466
369,The Ides of March,10/7/2011 0:00:00,Sony Pictures,Drama,R,136922,17201
370,Slaughter Creek,9/14/2012 0:00:00,Nocturnal Features,Horror,Not Rated,136815,17187
371,The Lady,4/11/2012 0:00:00,Cohen Media Group,Drama,R,135985,17083
372,The Other Dream Team,9/28/2012 0:00:00,Film Arcade,Documentary,Not Rated,134109,16847
373,A Very Harold & Kumar 3D Christmas,11/4/2011 0:00:00,Warner Bros.,Comedy,R,132486,16643
374,Footloose,10/14/2011 0:00:00,Paramount Pictures,Musical,PG-13,132230,16611
375,Kumaré,6/20/2012 0:00:00,Kino Lorber,Documentary,Not Rated,131909,16571
376,The Loneliest Planet,10/26/2012 0:00:00,IFC Films,Drama,Not Rated,129579,16278
377,Any Day Now,12/14/2012 0:00:00,Music Box Films,Drama,R,129391,16255
378,"Turn Me On, Dammit!",3/30/2012 0:00:00,New Yorker,Comedy,Not Rated,126085,15839
379,Beloved,8/17/2012 0:00:00,IFC Films,Drama,Not Rated,124405,15628
380,How to Survive a Plague,9/21/2012 0:00:00,IFC Films,Documentary,Not Rated,123814,15554
381,The Forgiveness of Blood,2/24/2012 0:00:00,IFC Films,Drama,Not Rated,122593,15401
382,God Bless America,5/11/2012 0:00:00,Magnet Pictures,Black Comedy,R,122550,15395
383,Iron Sky,7/25/2012 0:00:00,Entertainment One,Black Comedy,R,122082,15336
384,Bel Ami,6/8/2012 0:00:00,Magnolia Pictures,Drama,R,120462,15133
385,Cowgirls n' Angels,5/25/2012 0:00:00,Samuel Goldwyn Films,Drama,PG,119782,15047
386,Therese,8/23/2013 0:00:00,MPI Media Group,Drama,Not Rated,117179,14720
387,Follow Me: The Yoni Netanyahu Story,5/4/2012 0:00:00,International Film Circuit,Documentary,Not Rated,112679,14155
388,The Perfect Family,5/4/2012 0:00:00,Variance Films,Comedy,PG-13,110013,13820
389,The Woman in the Fifth,6/15/2012 0:00:00,ATO Pictures,Thriller/Suspense,R,107921,13557
390,Margin Call,10/21/2011 0:00:00,Roadside Attractions,Drama,R,107220,13469
391,Hello I Must Be Going,9/7/2012 0:00:00,Oscilloscope Pictures,Drama,R,106709,13405
392,Steve Jobs: The Lost Interview,11/16/2011 0:00:00,Landmark Theaters,Documentary,Not Rated,105710,13280
393,The Obama Effect,7/13/2012 0:00:00,ARC Entertainment,Comedy,PG-13,103000,12939
394,The Magic of Belle Isle,7/6/2012 0:00:00,Magnolia Pictures,Drama,PG,102388,12862
395,Mugamoodi,8/31/2012 0:00:00,UTV Communications,Action,Not Rated,101911,12802
396,Wuthering Heights,10/5/2012 0:00:00,Oscilloscope Pictures,Drama,Not Rated,100915,12677
397,"Oslo, August 31st",5/25/2012 0:00:00,Strand,Drama,Not Rated,100713,12652
398,V/H/S,10/5/2012 0:00:00,Magnet Pictures,Horror,R,100345,12606
399,360,8/3/2012 0:00:00,Magnolia Pictures,Thriller/Suspense,R,100343,12605
400,Hardflip,6/1/2012 0:00:00,Rocky Mountain Pictures,Drama,PG-13,96734,12152
401,The Awakening,8/17/2012 0:00:00,Cohen Media Group,Horror,R,95933,12051
402,"Wild Horse, Wild Ride",8/24/2012 0:00:00,Screen Media Films,Documentary,PG,94621,11887
403,The Road,5/11/2012 0:00:00,Freestyle Releasing,Horror,R,92476,11617
404,Escape Fire: The Fight to Rescue American Healthcare,10/5/2012 0:00:00,Roadside Attractions,Documentary,PG-13,86810,10905
405,Marina Abramovic: The Artist Is Present,6/13/2012 0:00:00,Music Box Films,Documentary,Not Rated,86637,10884
406,The Eye of the Storm,9/7/2012 0:00:00,Sycamore Entertainment Group Inc.,Drama,Not Rated,83566,10498
407,Starlet,11/9/2012 0:00:00,Music Box Films,Drama,Not Rated,82424,10354
408,Hating Breitbart,10/19/2012 0:00:00,Freestyle Releasing,Documentary,R,81432,10230
409,The Innkeepers,2/3/2012 0:00:00,Magnolia Pictures,Horror,R,78396,9848
410,Hara-Kiri: Death of a Samurai,7/20/2012 0:00:00,TriBeca Films,Drama,Not Rated,75688,9508
411,5 Broken Cameras,5/30/2012 0:00:00,Kino Lorber,Documentary,Not Rated,75607,9498
412,The Island President,3/28/2012 0:00:00,Samuel Goldwyn Films,Documentary,PG,75233,9451
413,Butter,10/5/2012 0:00:00,Weinstein Co.,Comedy,R,73000,9170
414,Detachment,3/16/2012 0:00:00,TriBeca Films,Drama,Not Rated,70740,8886
415,On the Ice,2/17/2012 0:00:00,PMK*BNC,Thriller/Suspense,R,70526,8860
416,My Way,4/20/2012 0:00:00,PMK*BNC,Drama,R,70177,8816
417,Martha Marcy May Marlene,10/21/2011 0:00:00,Fox Searchlight,Thriller/Suspense,R,67595,8491
418,Being Elmo: A Puppeteer's Journey,10/21/2011 0:00:00,Submarine Deluxe,Documentary,PG,66852,8398
419,Goodbye First Love,4/20/2012 0:00:00,IFC Films,Drama,Not Rated,64925,8156
420,Toys in the Attic,9/7/2012 0:00:00,Hannover House,Adventure,Not Rated,64918,8155
421,Never Stand Still,5/18/2012 0:00:00,First Run Features,Documentary,Not Rated,63811,8016
422,Deadfall,12/7/2012 0:00:00,Magnolia Pictures,Thriller/Suspense,Not Rated,63638,7994
423,The Details,11/2/2012 0:00:00,Weinstein Co.,Black Comedy,R,63595,7989
424,Let the Bullets Fly,3/2/2012 0:00:00,Well Go USA,Comedy,Not Rated,63012,7916
425,Backwards,9/21/2012 0:00:00,Dada Films,Comedy,PG,61465,7721
426,Young Goethe in Love,11/4/2011 0:00:00,Music Box Films,Drama,Not Rated,60901,7650
427,Payback,4/25/2012 0:00:00,Zeitgeist,Documentary,Not Rated,59736,7504
428,Side by Side,8/17/2012 0:00:00,TriBeca Films,Documentary,Not Rated,58825,7390
429,The Invisible War,6/22/2012 0:00:00,Cinedigm,Documentary,Not Rated,58492,7348
430,Take Shelter,9/30/2011 0:00:00,Sony Pictures Classics,Drama,R,57751,7255
431,Beyond the Black Rainbow,5/18/2012 0:00:00,Mongrel Media,Drama,R,56491,7096
432,A Beautiful Soul,5/4/2012 0:00:00,Tyscot Manhaddon,Drama,PG-13,54008,6784
433,Surviving Progress,4/6/2012 0:00:00,First Run Features,Documentary,Not Rated,53953,6778
434,Beware of Mr. Baker,11/30/2012 0:00:00,SnagFilms,Documentary,Not Rated,53371,6704
435,Occupy Unmasked,9/21/2012 0:00:00,Magnet Pictures,Documentary,Not Rated,52768,6629
436,An Inconsistant Truth,1/27/2012 0:00:00,Rocky Mountain Pictures,Documentary,PG,52756,6627
437,Jodi Breakers,2/24/2012 0:00:00,Yash Raj Films,Romantic Comedy,Not Rated,52618,6610
438,The Fitzgerald Family Christmas,12/7/2012 0:00:00,TriBeca Films,Drama,PG-13,50292,6318
439,Red Lights,7/13/2012 0:00:00,Alchemy,Thriller/Suspense,R,49521,6221
440,Wake in Fright,10/5/2012 0:00:00,Drafthouse Films,Thriller/Suspense,R,49458,6213
441,Intruders,3/30/2012 0:00:00,Alchemy,Horror,R,48366,6076
442,Runaway Slave,7/6/2012 0:00:00,Rocky Mountain Pictures,Documentary,PG,47813,6006
443,Sing Your Song,1/13/2012 0:00:00,S2BN,Documentary,Not Rated,47718,5994
444,Deep in the Heart,2/17/2012 0:00:00,ARC Entertainment,Drama,PG-13,47700,5992
445,The Mill and the Cross,9/14/2011 0:00:00,Kino Lorber,Drama,Not Rated,47314,5943
446,Natural Selection,3/16/2012 0:00:00,Cinema Guild,Comedy,R,46635,5858
447,Declaration of War,1/27/2012 0:00:00,IFC Films,Drama,Not Rated,46225,5807
448,The War of the Buttons,10/12/2012 0:00:00,Weinstein Co.,Adventure,Not Rated,45602,5728
449,The Pruitt-Igoe Myth,1/20/2012 0:00:00,First Run Features,Documentary,Not Rated,44883,5638
450,Union Square,7/13/2012 0:00:00,Dada Films,Drama,Not Rated,44830,5631
451,Ballplayer: Pelotero,7/13/2012 0:00:00,Strand,Documentary,Not Rated,44689,5614
452,OC87,5/25/2012 0:00:00,Fisher-Klingenstein Films,Documentary,Not Rated,43583,5475
453,Poupoupidou (Nobody Else But You),5/11/2012 0:00:00,First Run Features,Drama,Not Rated,43040,5407
454,Crazy Wisdom,11/25/2011 0:00:00,Alive Mind,Documentary,Not Rated,42841,5382
455,Attenberg,3/9/2012 0:00:00,Strand,Drama,Not Rated,42582,5349
456,The Comedy,11/9/2012 0:00:00,TriBeca Films,Comedy,Not Rated,41113,5164
457,My Reincarnation,10/28/2011 0:00:00,Long Shot Factory,Documentary,R,41080,5160
458,El Bulli: Cooking in Progress,7/27/2011 0:00:00,Alive Mind,Documentary,Not Rated,41054,5157
459,Last Call at the Oasis,5/4/2012 0:00:00,Participant Media,Documentary,PG-13,40846,5131
460,Paan Singh Tomar,3/2/2012 0:00:00,UTV Communications,Action,Not Rated,40311,5064
461,All Together,10/19/2012 0:00:00,Kino Lorber,Comedy,Not Rated,40103,5038
462,West of Memphis,12/25/2012 0:00:00,Sony Pictures Classics,Documentary,R,39159,4919
463,Soldiers of Fortune,8/3/2012 0:00:00,Roadside Attractions,,R,38898,4886
464,Paul Williams Still Alive,6/1/2012 0:00:00,Abramorama Films,Documentary,PG-13,38691,4860
465,Death by China,8/17/2012 0:00:00,Area 23a,Documentary,Not Rated,38492,4835
466,The Fairy,2/24/2012 0:00:00,Kino Lorber,Comedy,Not Rated,38399,4823
467,This Is Not a Film,3/2/2012 0:00:00,Palisades,Documentary,Not Rated,37706,4736
468,Children of Paradise,3/11/2012 0:00:00,Janus Films,Drama,Not Rated,36986,4646
469,Aiyaa,10/11/2012 0:00:00,UTV Communications,,Not Rated,36967,4644
470,The Inbetweeners,9/7/2012 0:00:00,Wrekin Hill Entertainment,Comedy,R,35955,4516
471,Comic-Con Episode IV: A Fan's Hope,4/6/2012 0:00:00,Wrekin Hill Entertainment,Documentary,PG-13,34665,4354
472,Tomboy,11/16/2011 0:00:00,Rocket Releasing,Drama,Not Rated,34112,4285
473,Hit So Hard,4/13/2012 0:00:00,Variance Films,Documentary,Not Rated,34025,4274
474,Gregory Crewdson: Brief Encounters,11/2/2012 0:00:00,Zeitgeist,Documentary,Not Rated,33902,4259
475,Vulgaria,9/28/2012 0:00:00,China Lion Film Distribution,Comedy,Not Rated,33700,4233
476,Addiction Incorporated,12/14/2011 0:00:00,Variance Films,Documentary,PG-13,33664,4229
477,The Conquest,11/11/2011 0:00:00,Music Box Films,Drama,Not Rated,33344,4188
478,Painted Skin: The Resurrection,8/17/2012 0:00:00,Well Go USA,Action,Not Rated,33212,4172
479,Romeo Onze,3/9/2012 0:00:00,Metropole Films Distribution,Drama,Not Rated,32457,4077
480,District of Corruption,10/26/2012 0:00:00,Rocky Mountain Pictures,Documentary,Not Rated,31954,4014
481,Musical Chairs,3/23/2012 0:00:00,Paladin,Drama,PG-13,31478,3954
482,Celine & Julie Go Boating,5/4/2012 0:00:00,New Yorker,,Not Rated,31452,3951
483,Norwegian Wood,1/6/2012 0:00:00,Red Flag Releasing,Drama,Not Rated,31406,3945
484,L!fe Happens,4/13/2012 0:00:00,PMK*BNC,Comedy,R,30905,3882
485,The Bay,11/2/2012 0:00:00,Roadside Attractions,Horror,R,30668,3852
486,Hide Away,5/25/2012 0:00:00,Joule Films,Drama,PG-13,30655,3851
487,Just Another Love Story,1/9/2009 0:00:00,Koch Lorber Films,Drama,Not Rated,29630,3722
488,"Flamenco, Flamenco",9/19/2014 0:00:00,Dada Films,Documentary,Not Rated,29435,3697
489,Meet the Fokkens,8/8/2012 0:00:00,Kino Lorber,Documentary,Not Rated,29357,3688
490,Wagner & Me,12/7/2012 0:00:00,First Run Features,Documentary,Not Rated,29187,3666
491,Max et les ferrailleurs,8/10/2012 0:00:00,Rialto Pictures,Drama,Not Rated,29174,3665
492,Kill List,2/3/2012 0:00:00,IFC Films,Horror,Not Rated,29063,3651
493,You've Been Trumped,8/3/2012 0:00:00,International Film Circuit,Documentary,Not Rated,28450,3574
494,Least Among Saints,10/12/2012 0:00:00,Brainstorm Media,Drama,R,28026,3520
495,Klown: The Movie,7/27/2012 0:00:00,Drafthouse Films,Black Comedy,R,28000,3517
496,Mighty Fine,5/25/2012 0:00:00,Adopt Films,Drama,R,27900,3505
497,Sacrifice,4/26/2011 0:00:00,Alchemy,,R,27899,3504
498,"Pink Ribbons, Inc.",6/1/2012 0:00:00,First Run Features,Documentary,Not Rated,26608,3342
499,Here,4/13/2012 0:00:00,Strand,Drama,Not Rated,26464,3324
500,Nobody Walks,10/19/2012 0:00:00,Magnolia Pictures,Drama,R,25342,3183
501,Le diable probablement,1/13/2012 0:00:00,The Film Desk,,Not Rated,24878,3125
502,Orchestra of Exiles,10/26/2012 0:00:00,First Run Features,Documentary,Not Rated,24710,3104
503,Sound of Noise,3/9/2012 0:00:00,Magnolia Pictures,Comedy,R,24565,3086
504,Otter 501,5/11/2012 0:00:00,Paladin,Documentary,Not Rated,24449,3071
505,Death of a Virgin,2/10/2012 0:00:00,Indican Pictures,Horror,Not Rated,24418,3067
506,The Guard,7/29/2011 0:00:00,Sony Pictures Classics,Comedy,R,23630,2968
507,Lost Bohemai,5/20/2011 0:00:00,Long Shot Factory,Documentary,Not Rated,23584,2962
508,Mozart’s Sister,8/19/2011 0:00:00,Music Box Films,Drama,Not Rated,23389,2938
509,Like Crazy,10/28/2011 0:00:00,Paramount Pictures,Drama,PG-13,23291,2926
510,Hellbound?,9/21/2012 0:00:00,Area 23a,Documentary,Not Rated,22887,2875
511,Free Men,3/16/2012 0:00:00,Film Movement,Drama,Not Rated,22578,2836
512,All Our Desires,3/16/2012 0:00:00,Mongrel Media,Drama,Not Rated,22517,2828
513,Keyhole,4/6/2012 0:00:00,Monterey Media,Thriller/Suspense,R,22393,2813
514,The Long Day Closes,3/23/2012 0:00:00,The Film Desk,Drama,PG,22366,2809
515,North Sea Texas,11/2/2012 0:00:00,Strand,Drama,Not Rated,21615,2715
516,Girl Model,9/5/2012 0:00:00,,Documentary,Not Rated,21154,2657
517,Lay the Favorite,12/7/2012 0:00:00,Radius,Comedy,R,20998,2637
518,The Day,8/29/2012 0:00:00,Anchor Bay Entertainment,Thriller/Suspense,R,20984,2636
519,Paranormal Activity 3,10/21/2011 0:00:00,Paramount Pictures,Horror,R,20979,2635
520,Carol Channing: Larger Than Life,1/20/2012 0:00:00,Entertainment One,Documentary,PG,20370,2559
521,Better Than Something: Jay Reatard,3/2/2012 0:00:00,,Documentary,Not Rated,20327,2553
522,Galapagos,10/29/1999 0:00:00,IMAX Films,Documentary,Not Rated,20198,2537
523,The Whale,9/9/2011 0:00:00,Paladin,Documentary,G,20092,2524
524,Radio Unnameable,9/19/2012 0:00:00,Kino Lorber,Documentary,Not Rated,19676,2471
525,Magnificent Desolation,9/23/2005 0:00:00,IMAX Films,Documentary,Not Rated,19662,2470
526,Ranchero,7/15/2011 0:00:00,Indican Pictures,Drama,Not Rated,19623,2465
527,Waiting for Lightning,12/7/2012 0:00:00,Samuel Goldwyn Films,Documentary,PG-13,19537,2454
528,Sedona,3/16/2012 0:00:00,Pasidg Productions,Drama,Not Rated,19532,2453
529,How to Grow a Band,4/13/2012 0:00:00,International Film Circuit,Documentary,Not Rated,19237,2416
530,28 Hotel Rooms,11/9/2012 0:00:00,Oscilloscope Pictures,Drama,Not Rated,18869,2370
531,Chely Wright: Wish Me Away,6/1/2012 0:00:00,First Run Features,Documentary,Not Rated,18618,2338
532,The Graduate,12/21/1967 0:00:00,Embassy,Comedy,PG,18574,2333
533,The Revisionaries,10/5/2012 0:00:00,Kino Lorber,Documentary,Not Rated,18509,2325
534,Mansome,5/18/2012 0:00:00,Paladin,Documentary,PG-13,18395,2310
535,The Divide,1/13/2012 0:00:00,Anchor Bay Entertainment,Thriller/Suspense,R,18000,2261
536,4:44 Last Day on Earth,3/23/2012 0:00:00,IFC Films,Drama,R,17801,2236
537,Django,12/21/2012 0:00:00,Rialto Pictures,Western,Not Rated,17277,2170
538,The First Time,10/19/2012 0:00:00,Samuel Goldwyn Films,Romantic Comedy,PG-13,17061,2143
539,The Understudy,3/16/2012 0:00:00,Indican Pictures,Black Comedy,Not Rated,17036,2140
540,Dangerous Liaisons,11/9/2012 0:00:00,Well Go USA,Drama,Not Rated,17000,2135
541,Inventing Our Life: The Kibbutz Experiment,4/25/2012 0:00:00,First Run Features,Documentary,Not Rated,16734,2102
542,Little Birds,8/29/2012 0:00:00,Alchemy,Drama,R,16594,2084
543,My Worst Nightmare,10/19/2012 0:00:00,Strand,Comedy,Not Rated,16275,2044
544,Return,2/10/2012 0:00:00,Dada Films,Drama,Not Rated,16124,2025
545,Alps,7/13/2012 0:00:00,Kino Lorber,Drama,Not Rated,16057,2017
546,$upercapitalist,8/10/2012 0:00:00,,Thriller/Suspense,Not Rated,15919,1999
547,This Binary Universe,5/4/2012 0:00:00,Indican Pictures,Documentary,Not Rated,15875,1994
548,Quill: The Life of a Guide Dog,5/18/2012 0:00:00,Music Box Films,Drama,Not Rated,15674,1969
549,Take Me Home,4/6/2012 0:00:00,Monterey Media,Romantic Comedy,PG-13,15374,1931
550,Michael,2/15/2012 0:00:00,Strand,Drama,Not Rated,15151,1903
551,Trade of Innocents,10/5/2012 0:00:00,Monterey Media,Thriller/Suspense,PG-13,15091,1895
552,17 Girls,9/21/2012 0:00:00,Strand,Drama,Not Rated,15002,1884
553,Kung Fu Joe,2/10/2012 0:00:00,Indican Pictures,Comedy,Not Rated,14752,1853
554,30 Beats,7/20/2012 0:00:00,Roadside Attractions,Drama,R,14686,1844
555,Elite Squad: The Enemy Within,11/11/2011 0:00:00,Variance Films,Action,Not Rated,14616,1836
556,Tristana,11/23/2012 0:00:00,Cohen Media Group,Drama,PG-13,14586,1832
557,Silent Night,11/30/2012 0:00:00,Anchor Bay Entertainment,Horror,R,14568,1830
558,Outrage,12/2/2011 0:00:00,Magnolia Pictures,Drama,R,14305,1797
559,Gayby,10/12/2012 0:00:00,The Film Collaborative,Comedy,Not Rated,14062,1766
560,6 Month Rule,6/1/2012 0:00:00,Secret Identity Productions,Comedy,R,14057,1765
561,Head Games,9/21/2012 0:00:00,Variance Films,Documentary,PG-13,14056,1765
562,Blackthorn,10/7/2011 0:00:00,Magnolia Pictures,Adventure,R,13898,1745
563,Jesus Henry Christ,4/20/2012 0:00:00,Entertainment One,Drama,PG-13,13714,1722
564,Daisies,7/6/2012 0:00:00,Janus Films,Drama,Not Rated,13692,1720
565,Reuniting the Rubins,3/16/2012 0:00:00,Monterey Media,Comedy,PG,13569,1704
566,Sophomore,1/13/2012 0:00:00,Pillen's Farm Pictures,Comedy,Not Rated,13500,1695
567,Eames: The Architect and the Pianter,11/18/2011 0:00:00,First Run Features,Documentary,Not Rated,13275,1667
568,The Color Wheel,5/18/2012 0:00:00,APD/Cinema Conservancy,Comedy,Not Rated,13266,1666
569,Citadel,11/9/2012 0:00:00,Cinedigm,Horror,R,13201,1658
570,Falling Away,3/2/2012 0:00:00,Indican Pictures,,Not Rated,13157,1652
571,The Trouble With Bliss,3/23/2012 0:00:00,7A Productions,Comedy,PG-13,13093,1644
572,How Much Does Your Building Weight Mr. Foster,1/25/2012 0:00:00,First Run Features,Drama,Not Rated,13013,1634
573,California Solo,11/30/2012 0:00:00,Strand,Drama,Not Rated,12952,1627
574,The End of Time,11/29/2013 0:00:00,First Run Features,Documentary,Not Rated,12835,1612
575,We Won't Grow Old Together,6/8/2012 0:00:00,The Film Desk,,Not Rated,12801,1608
576,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",9/23/2011 0:00:00,First Run Features,Documentary,Not Rated,12454,1564
577,For Ellen,9/5/2012 0:00:00,TriBeca Films,Drama,Not Rated,12396,1557
578,Khodorkovsky,11/30/2011 0:00:00,Kino Lorber,Documentary,Not Rated,11804,1482
579,Dragon,11/30/2012 0:00:00,Weinstein Co.,Action,R,11300,1419
580,Total Recall,6/1/1990 0:00:00,Sony Pictures,Action,R,11299,1419
581,Paul Goodman Changed My Life,10/19/2011 0:00:00,Zeitgeist,Documentary,Not Rated,11036,1386
582,Wallander: The Revenge,6/1/2012 0:00:00,Music Box Films,Drama,Not Rated,10960,1376
583,Special Forces,10/12/2012 0:00:00,Entertainment One,Action,R,10759,1351
584,China Heavyweight,7/6/2012 0:00:00,Zeitgeist,Documentary,Not Rated,10550,1325
585,Santa Mesa,1/13/2012 0:00:00,Indican Pictures,Drama,Not Rated,10490,1317
